Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/8/20 14:03,24953,699,1218
Guangdong,Mainland China,2/8/20 11:53,1095,1,112
Zhejiang,Mainland China,2/8/20 10:53,1048,0,175
Henan,Mainland China,2/8/20 14:13,981,4,116
Hunan,Mainland China,2/8/20 12:53,803,1,156
Anhui,Mainland China,2/8/20 7:43,733,0,59
Jiangxi,Mainland China,2/8/20 1:23,698,0,55
Jiangsu,Mainland China,2/8/20 10:23,439,0,51
Chongqing,Mainland China,2/8/20 11:03,428,2,39
Shandong,Mainland China,2/8/20 11:33,416,0,44
Sichuan,Mainland China,2/8/20 15:23,364,1,60
Beijing,Mainland China,2/8/20 3:13,315,2,34
Heilongjiang,Mainland China,2/8/20 4:03,295,5,13
Shanghai,Mainland China,2/8/20 6:33,286,1,41
Fujian,Mainland China,2/8/20 8:13,239,0,24
Hebei,Mainland China,2/8/20 11:33,195,1,30
Shaanxi,Mainland China,2/8/20 10:13,195,0,20
Guangxi,Mainland China,2/8/20 0:23,183,0,17
Yunnan,Mainland China,2/8/20 8:43,138,0,17
Hainan,Mainland China,2/8/20 10:23,124,2,14
Liaoning,Mainland China,2/8/20 11:53,105,0,8
Shanxi,Mainland China,2/8/20 7:13,104,0,20
Guizhou,Mainland China,2/8/20 6:43,89,1,7
Tianjin,Mainland China,2/8/20 8:23,88,1,4
Gansu,Mainland China,2/8/20 15:13,79,1,12
Jilin,Mainland China,2/8/20 0:13,69,1,4
Cruise Ship,Others,2/7/20 16:33,61,0,0
Inner Mongolia,Mainland China,2/8/20 3:33,52,0,5
Ningxia,Mainland China,2/8/20 9:13,45,0,15
Xinjiang,Mainland China,2/8/20 3:23,42,0,0
,Singapore,2/8/20 12:53,33,0,2
,Thailand,2/8/20 12:53,32,0,10
Hong Kong,Hong Kong,2/8/20 0:03,26,1,0
,Japan,2/7/20 4:13,25,0,1
,South Korea,2/7/20 3:03,24,0,1
Qinghai,Mainland China,2/6/20 2:13,18,0,3
Taiwan,Taiwan,2/8/20 5:23,17,0,1
,Malaysia,2/8/20 10:23,16,0,1
,Germany,2/7/20 16:33,13,0,0
,Vietnam,2/8/20 7:23,13,0,1
,France,2/8/20 9:53,11,0,0
Macau,Macau,2/6/20 14:23,10,0,1
,United Arab Emirates,2/8/20 7:03,7,0,0
Queensland,Australia,2/7/20 1:03,5,0,0
New South Wales,Australia,2/6/20 3:13,4,0,2
Victoria,Australia,2/1/20 18:12,4,0,0
British Columbia,Canada,2/7/20 5:43,4,0,0
,India,2/3/20 21:43,3,0,0
,Italy,2/7/20 17:53,3,0,0
,Philippines,2/7/20 16:43,3,1,0
,UK,2/7/20 18:33,3,0,0
South Australia,Australia,2/2/20 22:33,2,0,0
"Toronto, ON",Canada,2/4/20 0:13,2,0,0
,Russia,1/31/20 16:13,2,0,0
"Chicago, IL",US,2/1/20 19:43,2,0,0
"San Benito, CA",US,2/3/20 3:53,2,0,0
"Santa Clara, CA",US,2/3/20 0:43,2,0,0
,Belgium,2/4/20 15:43,1,0,0
,Cambodia,1/31/20 8:15,1,0,0
"London, ON",Canada,2/4/20 0:03,1,0,0
,Finland,1/31/20 8:15,1,0,0
Tibet,Mainland China,2/1/20 1:52,1,0,0
,Nepal,1/31/20 8:15,1,0,0
,Spain,2/1/20 23:43,1,0,0
,Sri Lanka,2/8/20 3:43,1,0,1
,Sweden,2/1/20 2:13,1,0,0
"Boston, MA",US,2/1/20 19:43,1,0,0
"Los Angeles, CA",US,2/1/20 19:53,1,0,0
"Madison, WI",US,2/5/20 21:53,1,0,0
"Orange, CA",US,2/1/20 19:53,1,0,0
"Seattle, WA",US,2/1/20 19:43,1,0,0
"Tempe, AZ",US,2/1/20 19:43,1,0,0
