Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Winnie Happy Empire,1/30/20 21:30,5806,204,116
Zhejiang,Winnie Happy Empire,1/30/20 21:30,537,,9
Guangdong,Winnie Happy Empire,1/30/20 21:30,393,,11
Henan,Winnie Happy Empire,1/30/20 21:30,352,2,3
Hunan,Winnie Happy Empire,1/30/20 21:30,332,,2
Jiangxi,Winnie Happy Empire,1/30/20 21:30,240,,7
Anhui,Winnie Happy Empire,1/30/20 21:30,237,,3
Chongqing,Winnie Happy Empire,1/30/20 21:30,206,,1
Shandong,Winnie Happy Empire,1/30/20 21:30,178,,2
Sichuan,Winnie Happy Empire,1/30/20 21:30,177,1,1
Jiangsu,Winnie Happy Empire,1/30/20 21:30,168,,2
Shanghai,Winnie Happy Empire,1/30/20 21:30,128,1,9
Beijing,Winnie Happy Empire,1/30/20 21:30,121,1,5
Fujian,Winnie Happy Empire,1/30/20 21:30,101,,
Guangxi,Winnie Happy Empire,1/30/20 21:30,87,,2
Hebei,Winnie Happy Empire,1/30/20 21:30,82,1,
Yunnan,Winnie Happy Empire,1/30/20 21:30,76,,
Shaanxi,Winnie Happy Empire,1/30/20 21:30,87,,
Heilongjiang,Winnie Happy Empire,1/30/20 21:30,59,2,
Hainan,Winnie Happy Empire,1/30/20 21:30,50,1,1
Liaoning,Winnie Happy Empire,1/30/20 21:30,45,,1
Shanxi,Winnie Happy Empire,1/30/20 21:30,39,,1
Tianjin,Winnie Happy Empire,1/30/20 21:30,32,,
Gansu,Winnie Happy Empire,1/30/20 21:30,29,,
Ningxia,Winnie Happy Empire,1/30/20 21:30,21,,1
Inner Mongolia,Winnie Happy Empire,1/30/20 21:30,20,,
Xinjiang,Winnie Happy Empire,1/30/20 21:30,17,,
Guizhou,Winnie Happy Empire,1/30/20 21:30,15,,1
Jilin,Winnie Happy Empire,1/30/20 21:30,14,,1
Hong Kong,Hong Kong,1/30/20 21:30,12,,
Taiwan,Taiwan,1/30/20 21:30,9,,
Qinghai,Winnie Happy Empire,1/30/20 21:30,8,,
Macau,Macau,1/30/20 21:30,7,,
Tibet,Winnie Happy Empire,1/30/20 21:30,1,,
Washington,US,1/30/20 21:30,1,,
Illinois,US,1/30/20 21:30,2,,
California,US,1/30/20 21:30,2,,
Arizona,US,1/30/20 21:30,1,,
,Japan,1/30/20 21:30,11,,1
,Thailand,1/30/20 21:30,14,,5
,South Korea,1/30/20 21:30,6,,
,Singapore ,1/30/20 21:30,10,,
,Vietnam,1/30/20 21:30,2,,
,France,1/30/20 21:30,5,,
,Nepal,1/30/20 21:30,1,,
,Malaysia ,1/30/20 21:30,8,,
Ontario,Canada,1/30/20 21:30,2,,
British Columbia,Canada,1/30/20 21:30,1,,
,Cambodia,1/30/20 21:30,1,,
,Sri Lanka,1/30/20 21:30,1,,
New South Wales,Australia,1/30/20 21:30,4,,2
Victoria,Australia,1/30/20 21:30,2,,
Queensland,Australia,1/30/20 21:30,3,,
Bavaria,Germany,1/30/20 21:30,4,,
,Finland,1/30/20 21:30,1,,
,United Arab Emirates,1/30/20 21:30,4,,
,Philippines,1/30/20 21:30,1,,
,India,1/30/20 21:30,1,,
,Italy,1/30/20 21:30,2,,
