Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-2-2 23:43,11177,350,295
Zhejiang,Mainland China,2020-2-3 1:33,724,0,36
Guangdong,Mainland China,2020-2-3 1:33,683,0,15
Henan,Mainland China,2020-2-3 1:03,566,2,14
Hunan,Mainland China,2020-2-3 1:33,521,0,16
Anhui,Mainland China,2020-2-3 0:53,408,0,7
Jiangxi,Mainland China,2020-2-3 1:33,391,0,18
Chongqing,Mainland China,2020-2-2 23:33,300,2,7
Jiangsu,Mainland China,2020-2-3 1:03,271,0,7
Sichuan,Mainland China,2020-2-3 1:03,254,1,12
Shandong,Mainland China,2020-2-3 1:13,246,0,6
Shanghai,Mainland China,2020-2-3 0:03,193,1,10
Beijing,Mainland China,2020-2-2 8:43,191,1,9
Fujian,Mainland China,2020-2-2 3:43,159,0,0
Guangxi,Mainland China,2020-2-3 0:13,127,0,2
Shaanxi,Mainland China,2020-2-2 3:23,116,0,0
Hebei,Mainland China,2020-2-3 0:23,113,1,3
Yunnan,Mainland China,2020-2-2 18:03,105,0,3
Heilongjiang,Mainland China,2020-2-2 3:23,95,2,2
Hainan,Mainland China,2020-2-3 0:43,71,1,4
Liaoning,Mainland China,2020-2-2 18:03,70,0,1
Shanxi,Mainland China,2020-2-2 23:23,66,0,3
Gansu,Mainland China,2020-2-2 23:43,51,0,3
Tianjin,Mainland China,2020-2-2 9:43,48,0,1
Guizhou,Mainland China,2020-2-3 1:03,46,0,2
Jilin,Mainland China,2020-2-3 0:53,31,0,1
Ningxia,Mainland China,2020-2-2 1:43,28,0,0
Inner Mongolia,Mainland China,2020-2-2 3:43,27,0,1
Xinjiang,Mainland China,2020-2-3 1:13,24,0,0
,Japan,2020-2-1 18:53,20,0,1
,Thailand,2020-1-31 10:37,19,0,5
,Singapore,2020-2-2 1:03,18,0,0
Hong Kong,Hong Kong,2020-2-2 23:53,15,0,0
,South Korea,2020-2-2 2:23,15,0,0
Qinghai,Mainland China,2020-2-2 5:33,11,0,0
,Germany,2020-2-2 18:03,10,0,0
Taiwan,Taiwan,2020-1-31 15:20,10,0,0
Macau,Macau,2020-2-2 4:23,8,0,0
,Malaysia,2020-1-31 8:15,8,0,0
,France,2020-2-1 1:52,6,0,0
,Vietnam,2020-2-1 7:38,6,0,1
,United Arab Emirates,2020-2-2 5:43,5,0,0
New South Wales,Australia,2020-2-1 18:12,4,0,2
Victoria,Australia,2020-2-1 18:12,4,0,0
Ontario,Canada,2020-2-1 18:12,3,0,0
Queensland,Australia,2020-2-2 22:33,2,0,0
South Australia,Australia,2020-2-2 22:33,2,0,0
,India,2020-2-2 6:03,2,0,0
,Italy,2020-1-31 8:15,2,0,0
,Philippines,2020-2-2 3:33,2,1,0
,Russia,2020-1-31 16:13,2,0,0
,UK,2020-2-1 1:52,2,0,0
"Chicago, IL",US,2020-2-1 19:43,2,0,0
"Santa Clara, CA",US,2020-2-3 0:43,2,0,0
,Cambodia,2020-1-31 8:15,1,0,0
British Columbia,Canada,2020-2-1 18:12,1,0,0
,Finland,2020-1-31 8:15,1,0,0
Tibet,Mainland China,2020-2-1 1:52,1,0,0
,Nepal,2020-1-31 8:15,1,0,0
,Spain,2020-2-1 23:43,1,0,0
,Sri Lanka,2020-1-31 8:15,1,0,0
,Sweden,2020-2-1 2:13,1,0,0
"Boston, MA",US,2020-2-1 19:43,1,0,0
"Los Angeles, CA",US,2020-2-1 19:53,1,0,0
"Orange, CA",US,2020-2-1 19:53,1,0,0
"Seattle, WA",US,2020-2-1 19:43,1,0,0
"Tempe, AZ",US,2020-2-1 19:43,1,0,0
