Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,San Marino,2020-03-15T18:20:18,101,5,4,43.9424,12.4578
Louisiana,US,2020-03-15T18:20:19,91,2,0,31.1695,-91.8678
,United Arab Emirates,2020-03-15T18:20:18,98,0,23,23.4241,53.8478
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
Inner Mongolia,China,2020-03-11T03:53:03,75,1,71,44.0935,113.9448
Ningxia,China,2020-03-14T09:53:08,75,0,73,37.2692,106.1655
New Jersey,US,2020-03-15T18:20:19,98,2,0,40.2989,-74.521
British Columbia,Canada,2020-03-15T01:53:02,73,1,4,53.7267,-127.6476
Illinois,US,2020-03-15T18:20:19,93,0,2,40.3495,-88.9861
,Russia,2020-03-15T18:20:18,63,0,8,61.524,105.3188
Texas,US,2020-03-15T18:20:19,72,0,0,31.0545,-97.5635
Queensland,Australia,2020-03-15T18:20:19,61,0,8,-28.0167,153.4
,Chile,2020-03-14T20:33:03,74,0,0,-35.6751,-71.543
,Luxembourg,2020-03-15T18:20:18,59,1,0,49.8153,6.1296
,Taiwan*,2020-03-15T06:53:03,59,1,20,23.7,121
Victoria,Australia,2020-03-15T18:20:19,57,0,8,-37.8136,144.9631
,Vietnam,2020-03-15T18:20:18,56,0,16,14.0583,108.2772
,Slovakia,2020-03-15T18:20:18,54,0,0,48.669,19.699
,Pakistan,2020-03-15T18:20:18,53,0,2,30.3753,69.3451
,South Africa,2020-03-15T18:20:18,51,0,0,-30.5595,22.9375
,Brunei,2020-03-15T18:20:18,50,0,0,4.5353,114.7277
,Croatia,2020-03-15T18:20:18,49,0,1,45.1,15.2
,Algeria,2020-03-15T18:20:18,48,4,12,28.0339,1.6596
Pennsylvania,US,2020-03-14T18:53:03,66,0,0,40.5908,-77.2098
,Serbia,2020-03-14T22:53:02,48,0,0,44.0165,21.0059
Diamond Princess,US,2020-03-10T02:33:04,46,0,0,35.4437,139.638
,Argentina,2020-03-15T18:20:18,45,2,1,-38.4161,-63.6167
Virginia,US,2020-03-15T18:20:19,45,1,0,37.7693,-78.17
,Bulgaria,2020-03-15T18:20:18,51,2,0,42.7339,25.4858
,Panama,2020-03-15T18:20:18,43,1,0,8.538,-80.7821
,Peru,2020-03-15T18:20:18,43,0,0,-9.19,-75.0152
,Albania,2020-03-15T18:20:18,42,1,0,41.1533,20.1683
,Mexico,2020-03-15T18:20:18,41,0,4,23.6345,-102.5528
Alberta,Canada,2020-03-15T01:53:03,39,0,0,53.9333,-116.5765
Oregon,US,2020-03-15T18:20:19,36,1,0,44.572,-122.0709
Minnesota,US,2020-03-15T18:20:19,35,0,0,45.6945,-93.9002
,Colombia,2020-03-15T18:20:18,34,0,0,4.5709,-74.2973
Michigan,US,2020-03-15T18:20:19,33,0,0,43.3266,-84.5361
,Hungary,2020-03-15T18:20:18,32,1,1,47.1625,19.5033
North Carolina,US,2020-03-15T18:20:19,33,0,0,35.6301,-79.8064
Tennessee,US,2020-03-14T22:33:04,39,0,0,35.7478,-86.6923
Maryland,US,2020-03-15T18:20:19,32,0,0,39.0639,-76.8021
,Georgia,2020-03-14T12:33:03,33,0,0,42.3154,43.3569
,Latvia,2020-03-15T18:20:18,30,0,1,56.8796,24.6032
Ohio,US,2020-03-15T18:20:19,37,0,0,40.3888,-82.7649
,Ecuador,2020-03-14T22:53:02,28,2,0,-1.8312,-78.1834
,Morocco,2020-03-15T18:20:18,28,1,1,31.7917,-7.0926
Wisconsin,US,2020-03-15T18:20:19,32,0,1,44.2685,-89.6165
,Belarus,2020-03-13T22:21:59,27,0,3,53.7098,27.9534
,Costa Rica,2020-03-15T18:20:18,27,0,0,9.7489,-83.7534
,Cyprus,2020-03-14T22:53:02,26,0,0,35.1264,33.4299
Quebec,Canada,2020-03-15T01:53:02,24,0,0,52.9399,-73.5491
Connecticut,US,2020-03-15T18:20:19,24,0,0,41.5978,-72.7554
Utah,US,2020-03-15T18:20:19,28,0,0,40.15,-111.8624
,Armenia,2020-03-15T18:20:18,26,0,0,40.0691,45.0382
,Bosnia and Herzegovina,2020-03-15T18:20:18,24,0,0,43.9159,17.6791
,Malta,2020-03-15T18:20:18,21,0,1,35.9375,14.3754
Grand Princess,US,2020-03-10T02:33:04,21,0,0,37.6489,-122.6655
Nevada,US,2020-03-14T22:33:03,24,0,0,38.3135,-117.0554
South Australia,Australia,2020-03-15T18:20:19,20,0,3,-34.9285,138.6007
,Oman,2020-03-15T18:20:18,22,0,9,21.4735,55.9754
Indiana,US,2020-03-15T18:20:19,20,0,0,39.8494,-86.2583
Rhode Island,US,2020-03-14T18:53:03,20,0,0,41.6809,-71.5118
South Carolina,US,2020-03-14T22:33:03,28,0,0,33.8569,-80.945
Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
,Tunisia,2020-03-14T20:53:02,18,0,0,33.8869,9.5375
Iowa,US,2020-03-15T18:20:19,18,0,0,42.0115,-93.2105
Kentucky,US,2020-03-15T02:53:02,20,0,0,37.6681,-84.6701
Western Australia,Australia,2020-03-14T13:33:04,17,1,0,-31.9505,115.8605
Nebraska,US,2020-03-15T18:20:19,17,0,0,41.1254,-98.2681
,Afghanistan,2020-03-15T18:20:18,16,0,0,33.9391,67.71
Arkansas,US,2020-03-15T18:20:19,16,0,0,34.9697,-92.3731
District of Columbia,US,2020-03-15T02:53:03,16,0,0,38.8974,-77.0268
,Azerbaijan,2020-03-13T12:13:36,23,1,6,40.1431,47.5769
,North Macedonia,2020-03-13T23:33:05,14,0,1,41.6086,21.7453
,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207
New Mexico,US,2020-03-15T02:53:03,13,0,0,34.8405,-106.2485
,Lithuania,2020-03-15T18:20:18,12,0,1,55.1694,23.8813
,Moldova,2020-03-14T20:53:02,23,0,0,47.4116,28.3699
Alabama,US,2020-03-15T18:20:19,12,0,0,32.3182,-86.9023
Arizona,US,2020-03-14T18:13:23,13,0,1,33.7298,-111.4312
Faroe Islands,Denmark,2020-03-15T18:20:19,11,0,0,61.8926,-6.9118
,Dominican Republic,2020-03-14T20:53:02,11,0,0,18.7357,-70.1627
,Sri Lanka,2020-03-15T18:20:18,18,0,1,7.8731,80.7718
,Bolivia,2020-03-14T12:53:07,10,0,0,-16.2902,-63.5887
Macau,China,2020-03-11T18:52:03,10,0,10,22.1667,113.55
,Senegal,2020-03-13T23:33:05,24,0,1,14.4974,-14.4524
,Martinique,2020-03-14T14:53:04,9,0,0,14.6415,-61.0242
South Dakota,US,2020-03-14T16:53:03,9,1,0,44.2998,-99.4388
,Jamaica,2020-03-13T22:22:02,10,0,0,18.1096,-77.2975
,Kazakhstan,2020-03-15T18:20:18,9,0,0,48.0196,66.9237
,New Zealand,2020-03-15T18:20:18,8,0,0,-40.9006,174.886
Kansas,US,2020-03-14T22:33:03,8,1,0,38.5266,-96.7265
,Venezuela,2020-03-15T18:20:18,10,0,0,6.4238,-66.5897
,Cambodia,2020-03-14T12:53:07,7,0,1,12.5657,104.991
,Jordan,2020-03-15T18:20:18,8,0,1,30.5852,36.2384
,Reunion,2020-03-15T18:20:19,7,0,0,-21.1151,55.5364
Montana,US,2020-03-15T18:20:19,7,0,0,46.9219,-110.4544
New Hampshire,US,2020-03-14T16:53:03,13,0,0,43.4525,-71.5639
Tasmania,Australia,2020-03-15T18:20:19,6,0,0,-41.4545,145.9707
,Ghana,2020-03-15T18:20:18,6,0,0,7.9465,-1.0232
,Paraguay,2020-03-13T23:33:06,6,0,0,-23.4425,-58.4438
,Turkey,2020-03-15T18:20:18,6,0,0,38.9637,35.2433
Delaware,US,2020-03-14T18:13:20,7,0,0,39.3185,-75.5071
Hawaii,US,2020-03-15T18:20:19,6,0,0,21.0943,-157.4983
Maine,US,2020-03-15T18:20:19,12,0,0,44.6939,-69.3819
Mississippi,US,2020-03-14T16:53:03,10,0,0,32.7416,-89.6787
,Bangladesh,2020-03-15T18:20:18,5,0,0,23.685,90.3563
French Guiana,France,2020-03-15T06:53:03,7,0,0,3.9339,-53.1258
Idaho,US,2020-03-15T18:20:19,5,0,0,44.2405,-114.4788
Missouri,US,2020-03-15T18:20:19,5,0,0,38.4561,-92.2884
Vermont,US,2020-03-14T22:33:04,8,0,0,44.0459,-72.7107
Manitoba,Canada,2020-03-14T00:13:05,4,0,0,53.7609,-98.8139
,Cuba,2020-03-13T23:53:02,4,0,0,21.5218,-77.7812
,Guyana,2020-03-15T18:20:19,4,1,0,4.8604,-58.9302
,Liechtenstein,2020-03-14T20:53:02,4,0,0,47.166,9.5554
Oklahoma,US,2020-03-14T16:53:03,7,0,0,35.5653,-96.9289
,Uruguay,2020-03-14T16:33:03,4,0,0,-32.5228,-55.7658
French Polynesia,France,2020-03-15T18:20:19,3,0,0,-17.6797,-149.4068
,Honduras,2020-03-15T18:20:19,3,0,0,15.2,-86.2419
Guam,US,2020-03-15T18:20:19,3,0,0,13.4443,144.7937
Puerto Rico,US,2020-03-14T18:33:03,5,0,0,18.2208,-66.5901
Wyoming,US,2020-03-15T02:53:03,3,0,0,42.756,-107.3025
,Ukraine,2020-03-13T22:22:02,3,1,0,48.3794,31.1656
Channel Islands,United Kingdom,2020-03-15T18:20:19,3,0,0,49.3723,-2.3644
,Aruba,2020-03-13T23:53:03,2,0,0,12.5211,-69.9683
,Burkina Faso,2020-03-13T22:22:02,3,0,0,12.2383,-1.5616
,Cameroon,2020-03-13T22:22:02,2,0,0,3.848,11.5021
New Brunswick,Canada,2020-03-15T01:53:02,2,0,0,46.5653,-66.4619
Saskatchewan,Canada,2020-03-14T00:13:05,2,0,0,52.9399,-106.4509
,Congo (Kinshasa),2020-03-13T22:22:02,2,0,0,-4.0383,21.7587
St Martin,France,2020-03-14T16:33:03,2,0,0,18.0708,-63.0501
,Jersey,2020-03-14T16:33:03,2,0,0,49.19,-2.11
,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.903
,Monaco,2020-03-14T23:13:05,2,0,0,43.7384,7.4246
,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
,Nigeria,2020-03-13T22:22:02,2,0,0,9.082,8.6753
,Seychelles,2020-03-15T07:33:03,2,0,0,-4.6796,55.492
,Trinidad and Tobago,2020-03-14T16:15:01,2,0,0,10.6918,-61.2225
,Andorra,2020-03-13T22:22:02,1,0,1,42.5063,1.5218
,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
Australian Capital Territory,Australia,2020-03-14T01:53:03,1,0,0,-35.4735,149.0124
Northern Territory,Australia,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
Newfoundland and Labrador,Canada,2020-03-15T02:13:21,1,0,0,53.1355,-57.6604
Prince Edward Island,Canada,2020-03-15T02:13:21,1,0,0,46.5107,-63.4168
,Cayman Islands,2020-03-13T12:33:03,1,0,0,19.3133,-81.2546
,Central African Republic,2020-03-15T18:20:19,1,0,0,6.6111,20.9394
Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
,Congo (Brazzaville),2020-03-15T18:20:19,1,0,0,-4.0383,21.7587
,Cote d'Ivoire,2020-03-13T22:22:02,1,0,0,7.54,-5.5471
,Curacao,2020-03-14T16:15:18,1,0,0,12.1696,-68.99
,Equatorial Guinea,2020-03-15T06:41:54,1,0,0,1.5,10
,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659
,Ethiopia,2020-03-13T23:33:06,1,0,0,9.145,40.4897
Mayotte,France,2020-03-14T20:53:03,1,0,0,-12.8275,45.1662
Saint Barthelemy,France,2020-03-14T16:33:03,1,0,0,17.9,-62.8333
,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
,Guadeloupe,2020-03-13T12:33:03,3,0,0,16.265,-61.551
,Guatemala,2020-03-14T01:33:03,1,0,0,15.7835,-90.2308
,Guernsey,2020-03-13T22:22:03,1,0,0,49.45,-2.58
,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966
,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
,Kenya,2020-03-13T22:22:03,3,0,0,-0.0236,37.9062
,Mauritania,2020-03-15T18:20:19,1,0,0,21.0079,-10.9408
,Mongolia,2020-03-13T22:22:02,1,0,0,46.8625,103.8467
,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.124
,Rwanda,2020-03-15T06:41:54,1,0,0,-1.9403,29.8739
,Saint Lucia,2020-03-14T16:15:18,2,0,0,13.9094,-60.9789
,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
,Sudan,2020-03-14T01:13:32,1,1,0,12.8628,30.2176
,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
Alaska,US,2020-03-13T14:53:03,1,0,0,61.3707,-152.4044
North Dakota,US,2020-03-12T09:33:03,1,0,0,47.5289,-99.784
"Virgin Islands, U.S.",US,2020-03-14T16:15:18,1,0,0,18.3358,-64.8963
Gibraltar,United Kingdom,2020-03-14T16:33:03,1,0,1,36.1408,-5.3536
,Uzbekistan,2020-03-15T18:20:19,1,0,0,41.3775,64.5853
From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.638
West Virginia,US,2020-03-10T02:33:04,0,0,0,38.4912,-80.9545
,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
