Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hubei,China,2020-03-21T10:13:08,67800,3139,58946,30.9756,112.2707
,Italy,2020-03-21T17:43:03,53578,4825,6072,41.8719,12.5674
,Spain,2020-03-21T13:13:30,25374,1375,2125,40.4637,-3.7492
,Germany,2020-03-21T20:43:02,22213,84,233,51.1657,10.4515
,Iran,2020-03-21T11:13:12,20610,1556,7635,32.4279,53.688
France,France,2020-03-21T20:43:02,14282,562,12,46.2276,2.2137
New York,US,2020-03-21T22:43:04,11710,60,0,42.1657,-74.9481
,"Korea, South",2020-03-21T11:13:12,8799,102,1540,35.9078,127.7669
,Switzerland,2020-03-21T20:43:02,6575,75,15,46.8182,8.2275
United Kingdom,United Kingdom,2020-03-21T20:43:03,5018,233,65,55.3781,-3.436
Netherlands,Netherlands,2020-03-21T14:43:04,3631,136,2,52.1326,5.2913
,Belgium,2020-03-21T11:13:12,2815,67,263,50.5039,4.4699
,Austria,2020-03-21T14:43:03,2814,8,9,47.5162,14.5501
,Norway,2020-03-21T17:13:07,2118,7,1,60.472,8.4689
Washington,US,2020-03-21T22:43:04,1793,94,0,47.4009,-121.4905
,Sweden,2020-03-21T14:43:03,1763,20,16,60.1282,18.6435
Guangdong,China,2020-03-21T12:43:08,1400,8,1325,23.3417,113.4244
California,US,2020-03-21T22:43:04,1364,24,0,36.1162,-119.6816
New Jersey,US,2020-03-21T19:43:03,1327,16,0,40.2989,-74.521
Denmark,Denmark,2020-03-21T12:43:08,1326,13,1,56.2639,9.5018
,Portugal,2020-03-21T13:13:30,1280,12,5,39.3999,-8.2245
Henan,China,2020-03-14T09:53:08,1273,22,1250,33.882,113.614
Zhejiang,China,2020-03-21T03:43:03,1236,1,1219,29.1832,120.0934
,Malaysia,2020-03-21T11:43:06,1183,4,114,4.2105,101.9758
,Brazil,2020-03-21T17:43:03,1021,15,2,-14.235,-51.9253
Hunan,China,2020-03-14T08:33:03,1018,4,1014,27.6104,111.7088
,Japan,2020-03-21T20:43:02,1007,35,232,36.2048,138.2529
,Czechia,2020-03-21T20:43:02,995,0,6,49.8175,15.473
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221
,Israel,2020-03-21T11:43:06,883,1,36,31.0461,34.8516
Michigan,US,2020-03-21T22:43:04,788,5,0,43.3266,-84.5361
,Ireland,2020-03-21T20:43:02,785,3,5,53.1424,-7.6921
Shandong,China,2020-03-21T00:43:02,764,7,749,36.3427,118.1498
Illinois,US,2020-03-21T23:13:18,753,6,0,40.3495,-88.9861
,Pakistan,2020-03-21T20:13:21,730,3,13,30.3753,69.3451
Diamond Princess,Cruise Ship,2020-03-21T02:13:32,712,8,325,35.4498,139.6649
,Luxembourg,2020-03-21T13:13:30,670,8,0,49.8153,6.1296
,Turkey,2020-03-21T01:43:03,670,9,0,38.9637,35.2433
Florida,US,2020-03-21T23:13:18,659,13,0,27.7663,-81.6868
Jiangsu,China,2020-03-15T01:53:02,631,0,631,32.9711,119.455
Louisiana,US,2020-03-21T15:43:05,585,16,0,31.1695,-91.8678
Texas,US,2020-03-21T23:13:17,581,5,0,31.0545,-97.5635
Chongqing,China,2020-03-15T03:53:04,576,6,570,30.0572,107.874
Sichuan,China,2020-03-21T01:13:11,542,3,536,30.6171,102.7103
