Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hubei,China,2020-03-11T10:53:02,67773,3046,49134,30.9756,112.2707
,Italy,2020-03-11T21:33:02,12462,827,1045,43.0,12.0
,Iran,2020-03-11T18:52:03,9000,354,2959,32.0,53.0
,"Korea, South",2020-03-11T21:13:18,7755,60,288,36.0,128.0
France,France,2020-03-11T22:53:03,2281,48,12,46.2276,2.2137
,Spain,2020-03-11T20:53:02,2277,54,183,40.0,-4.0
,Germany,2020-03-11T19:13:17,1908,3,25,51.0,9.0
Guangdong,China,2020-03-11T10:13:06,1356,8,1282,23.3417,113.4244
Henan,China,2020-03-11T08:13:09,1273,22,1249,33.882,113.614
Zhejiang,China,2020-03-11T09:33:12,1215,1,1195,29.1832,120.0934
Hunan,China,2020-03-11T02:18:14,1018,4,995,27.6104,111.7088
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264
Jiangxi,China,2020-03-11T02:18:14,935,1,932,27.614,115.7221
Shandong,China,2020-03-11T11:33:07,760,6,726,36.3427,118.1498
Diamond Princess,Cruise Ship,2020-03-11T22:13:12,696,7,325,35.4437,139.638
,Switzerland,2020-03-11T20:53:02,652,4,4,46.8182,8.2275
,Japan,2020-03-11T21:33:03,639,15,118,36.0,138.0
Jiangsu,China,2020-03-11T02:18:14,631,0,627,32.9711,119.455
,Norway,2020-03-11T19:33:02,598,0,1,60.472,8.4689
Chongqing,China,2020-03-11T23:13:05,576,6,554,30.0572,107.874
Sichuan,China,2020-03-11T14:33:03,539,3,488,30.6171,102.7103
,Netherlands,2020-03-11T14:13:11,503,5,0,52.1326,5.2913
,Sweden,2020-03-11T19:33:02,500,1,1,63.0,16.0
Heilongjiang,China,2020-03-11T11:33:07,482,13,436,47.862,127.7615
UK,United Kingdom,2020-03-11T21:33:03,456,8,18,55.3781,-3.436
Denmark,Denmark,2020-03-11T22:13:13,442,0,1,56.2639,9.5018
Beijing,China,2020-03-11T02:18:14,435,8,326,40.1824,116.4142
Washington,US,2020-03-11T22:33:03,366,29,1,47.4009,-121.4905
Shanghai,China,2020-03-11T03:13:07,344,3,320,31.202,121.4491
Hebei,China,2020-03-11T02:18:14,318,6,307,39.549,116.1306
,Belgium,2020-03-11T18:52:03,314,3,1,50.8333,4.0
Fujian,China,2020-03-11T02:18:14,296,1,295,26.0789,117.9874
,Qatar,2020-03-11T18:52:03,262,0,0,25.3548,51.1839
Guangxi,China,2020-03-11T11:33:07,252,2,238,23.8298,108.7881
,Austria,2020-03-11T22:33:03,246,0,4,47.5162,14.5501
Shaanxi,China,2020-03-11T09:33:12,245,1,232,35.1917,108.8701
New York,US,2020-03-11T22:53:03,220,0,0,42.1657,-74.9481
,Bahrain,2020-03-11T22:33:03,195,0,35,26.0275,50.55
,Singapore,2020-03-11T13:53:24,178,0,96,1.2833,103.8333
California,US,2020-03-11T23:53:03,177,3,2,36.1162,-119.6816
Yunnan,China,2020-03-11T02:18:14,174,2,170,24.974,101.487
Hainan,China,2020-03-11T02:18:14,168,6,159,19.1959,109.7453
,Malaysia,2020-03-11T11:33:08,149,0,26,2.5,112.5
Guizhou,China,2020-03-11T02:33:03,146,2,133,26.8154,106.8748
Tianjin,China,2020-03-11T02:18:14,136,3,131,39.3054,117.323
Shanxi,China,2020-03-11T02:18:14,133,0,131,37.5777,112.2922
Gansu,China,2020-03-11T14:33:03,127,2,88,37.8099,101.0583
Hong Kong,China,2020-03-11T18:52:03,126,3,65,22.3,114.2
Liaoning,China,2020-03-11T02:18:14,125,1,111,41.2956,122.6085
,Israel,2020-03-11T21:13:18,90,0,0,31.0,35.0
,Greece,2020-03-11T23:53:02,99,1,0,39.0742,21.8243
Massachusetts,US,2020-03-11T22:53:03,95,0,1,42.2302,-71.5301
Jilin,China,2020-03-11T02:18:14,93,1,91,43.6661,126.1923
,Czechia,2020-03-11T22:13:12,91,0,0,49.8175,15.473
,Iceland,2020-03-11T13:53:24,85,0,1,64.9631,-19.0208
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
Inner Mongolia,China,2020-03-11T03:53:03,75,1,71,44.0935,113.9448
Ningxia,China,2020-03-11T09:33:12,75,0,72,37.2692,106.1655
,United Arab Emirates,2020-03-11T20:53:02,74,0,17,23.4241,53.8478
,Kuwait,2020-03-11T09:53:03,72,0,2,29.5,47.75
,Iraq,2020-03-11T22:13:12,71,7,15,33.0,44.0
New South Wales,Australia,2020-03-11T18:52:04,65,2,4,-33.8688,151.2093
,India,2020-03-11T22:13:12,62,1,4,21.0,78.0
,San Marino,2020-03-11T20:53:02,62,2,0,43.9424,12.4578
,Lebanon,2020-03-11T11:53:03,61,3,1,33.8547,35.8623
,Egypt,2020-03-11T22:13:12,60,1,27,26.0,30.0
,Finland,2020-03-11T13:33:10,59,0,1,64.0,26.0
,Portugal,2020-03-11T13:33:11,59,0,0,39.3999,-8.2245
,Thailand,2020-03-11T09:13:10,59,1,34,15.87,100.9925
,Slovenia,2020-03-11T14:13:11,57,0,0,46.1512,14.9955
,Philippines,2020-03-11T10:53:03,49,1,2,12.8797,121.774
,Taiwan*,2020-03-11T20:13:14,48,1,17,23.7,121.0
Diamond Princess,US,2020-03-10T02:33:04,46,0,0,35.4437,139.638
,Romania,2020-03-11T21:13:18,45,0,6,46.0,25.0
,Ireland,2020-03-11T21:33:03,43,1,0,53.1424,-7.6921
Ontario,Canada,2020-03-11T18:52:04,41,0,4,51.2538,-85.3232
British Columbia,Canada,2020-03-11T02:18:28,39,1,4,53.7267,-127.6476
,Brazil,2020-03-11T22:13:12,38,0,0,-14.235,-51.9253
,Vietnam,2020-03-11T20:53:02,38,0,16,16.0,108.0
,Indonesia,2020-03-11T11:14:26,34,1,2,-0.7893,113.9213
Colorado,US,2020-03-11T22:53:03,34,0,0,39.0598,-105.3111
,Poland,2020-03-11T21:13:21,31,0,0,51.9194,19.1451
