Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Lebanon,2020-03-18T10:53:02,133,3,3,33.8547,35.8623
Liaoning,China,2020-03-18T02:13:06,125,1,122,41.2956,122.6085
Victoria,Australia,2020-03-18T12:13:09,121,0,8,-37.8136,144.9631
,San Marino,2020-03-18T02:53:03,119,11,4,43.9424,12.4578
,South Africa,2020-03-18T10:53:02,116,0,0,-30.5595,22.9375
,United Arab Emirates,2020-03-18T02:33:06,113,0,26,23.4241,53.8478
,Ecuador,2020-03-18T03:13:19,111,2,0,-1.8312,-78.1834
,Slovakia,2020-03-18T14:13:14,105,1,0,48.669,19.699
,Taiwan*,2020-03-18T07:13:12,100,1,22,23.7,121.0
,Turkey,2020-03-18T02:33:06,98,1,0,38.9637,35.2433
Alberta,Canada,2020-03-18T03:33:03,97,0,0,53.9333,-116.5765
Queensland,Australia,2020-03-18T11:53:04,94,0,8,-28.0167,153.4
Quebec,Canada,2020-03-18T17:53:03,94,3,0,52.9399,-73.5491
Jilin,China,2020-03-16T00:22:10,93,1,92,43.6661,126.1923
,Colombia,2020-03-18T14:53:05,93,0,1,4.5709,-74.2973
,Mexico,2020-03-18T10:53:02,93,0,4,23.6345,-102.5528
,Bulgaria,2020-03-18T15:33:15,92,2,0,42.7339,25.4858
Wisconsin,US,2020-03-18T19:14:34,92,0,0,44.2685,-89.6165
,Panama,2020-03-18T10:53:02,86,1,0,8.538,-80.7821
Ohio,US,2020-03-18T19:14:34,86,0,0,40.3888,-82.7649
Maryland,US,2020-03-18T19:14:34,85,0,0,39.0639,-76.8021
,Armenia,2020-03-18T10:53:02,84,0,1,40.0691,45.0382
,Serbia,2020-03-18T10:53:02,83,0,1,44.0165,21.0059
Michigan,US,2020-03-18T19:14:34,83,0,0,43.3266,-84.5361
,Croatia,2020-03-18T11:13:43,81,0,4,45.1,15.2
,Argentina,2020-03-18T03:33:03,79,2,3,-38.4161,-63.6167
Tennessee,US,2020-03-18T19:14:34,79,0,0,35.7478,-86.6923
Minnesota,US,2020-03-18T19:14:34,77,0,0,45.6945,-93.9002
Virginia,US,2020-03-18T19:53:03,77,2,0,37.7693,-78.17
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
Inner Mongolia,China,2020-03-16T14:38:45,75,1,73,44.0935,113.9448
Ningxia,China,2020-03-16T14:38:45,75,0,75,37.2692,106.1655
,Vietnam,2020-03-18T15:33:15,75,0,16,14.0583,108.2772
,Algeria,2020-03-18T19:53:03,74,7,12,28.0339,1.6596
,Latvia,2020-03-18T11:13:43,71,0,1,56.8796,24.6032
North Carolina,US,2020-03-18T19:14:34,70,0,0,35.6301,-79.8064
,Brunei,2020-03-18T11:13:43,68,0,0,4.5353,114.7277
Connecticut,US,2020-03-17T23:13:10,68,0,0,41.5978,-72.7554
Oregon,US,2020-03-18T13:53:03,68,2,0,44.572,-122.0709
,Albania,2020-03-18T12:33:03,59,2,0,41.1533,20.1683
Faroe Islands,Denmark,2020-03-18T16:59:35,58,0,0,61.8926,-6.9118
,Hungary,2020-03-18T11:13:43,58,1,2,47.1625,19.5033
Nevada,US,2020-03-18T19:14:34,55,1,0,38.3135,-117.0554
,Jordan,2020-03-18T14:53:05,52,0,1,30.5852,36.2384
,Belarus,2020-03-18T11:33:04,51,0,5,53.7098,27.9534
,Sri Lanka,2020-03-18T13:13:13,51,0,1,7.8731,80.7718
Utah,US,2020-03-17T20:53:02,51,0,0,40.15,-111.8624
,Costa Rica,2020-03-18T03:33:03,50,0,0,9.7489,-83.7534
,Uruguay,2020-03-18T11:33:04,50,0,0,-32.5228,-55.7658
,Cyprus,2020-03-18T03:13:19,49,0,0,35.1264,33.4299
,Morocco,2020-03-18T11:33:04,49,2,1,31.7917,-7.0926
Diamond Princess,US,2020-03-16T16:53:06,47,0,0,35.4437,139.638
South Carolina,US,2020-03-17T23:13:10,47,1,0,33.8569,-80.945
Alabama,US,2020-03-18T19:33:03,46,0,0,32.3182,-86.9023
Maine,US,2020-03-18T19:33:03,42,0,0,44.6939,-69.3819
,Andorra,2020-03-17T20:53:02,39,0,1,42.5063,1.5218
,Oman,2020-03-18T19:33:02,39,0,12,21.4735,55.9754
Indiana,US,2020-03-18T19:33:03,39,2,0,39.8494,-86.2583
,Bosnia and Herzegovina,2020-03-18T12:13:09,38,0,2,43.9159,17.6791
,Georgia,2020-03-18T11:33:04,38,0,1,42.3154,43.3569
,Malta,2020-03-17T15:53:12,38,0,2,35.9375,14.3754
South Australia,Australia,2020-03-18T11:53:04,37,0,3,-34.9285,138.6007
,Venezuela,2020-03-18T11:33:04,36,0,0,6.4238,-66.5897
Western Australia,Australia,2020-03-18T12:13:10,35,1,0,-31.9505,115.8605
,Cambodia,2020-03-18T11:33:04,35,0,1,12.5657,104.991
,Kazakhstan,2020-03-18T11:33:04,35,0,0,48.0196,66.9237
,North Macedonia,2020-03-18T12:33:03,35,0,1,41.6086,21.7453
Mississippi,US,2020-03-18T19:33:03,34,0,0,32.7416,-89.6787
Arkansas,US,2020-03-18T19:33:03,33,0,0,34.9697,-92.3731
Rhode Island,US,2020-03-18T19:33:03,33,0,0,41.6809,-71.5118
,Senegal,2020-03-18T11:33:04,31,0,2,14.4974,-14.4524
District of Columbia,US,2020-03-18T05:53:25,31,0,0,38.8974,-77.0268
,Moldova,2020-03-18T11:33:04,30,1,1,47.4116,28.3699
,Tunisia,2020-03-18T12:33:03,29,0,0,33.8869,9.5375
Iowa,US,2020-03-18T05:53:25,29,0,0,42.0115,-93.2105
,Azerbaijan,2020-03-17T11:53:10,28,1,6,40.1431,47.5769
,Liechtenstein,2020-03-18T19:14:33,28,0,0,47.166,9.5554
,Guadeloupe,2020-03-18T10:13:16,27,0,0,16.265,-61.551
,Lithuania,2020-03-18T11:33:04,27,0,1,55.1694,23.8813
Arizona,US,2020-03-18T19:33:03,27,0,0,33.7298,-111.4312
Kentucky,US,2020-03-18T14:13:56,27,1,0,37.6681,-84.6701
New Hampshire,US,2020-03-17T23:13:10,26,0,0,43.4525,-71.5639
Nebraska,US,2020-03-18T13:53:03,24,0,0,41.1254,-98.2681
New Mexico,US,2020-03-17T23:13:10,23,0,0,34.8405,-106.2485
,Afghanistan,2020-03-17T11:53:10,24,0,1,33.9391,67.71
,Dominican Republic,2020-03-17T08:13:22,21,1,0,18.7357,-70.1627
Grand Princess,US,2020-03-17T20:53:02,21,0,0,37.6489,-122.6655
,Burkina Faso,2020-03-18T12:33:03,20,1,0,12.2383,-1.5616
,New Zealand,2020-03-18T02:53:03,20,0,0,-40.9006,174.886
,Martinique,2020-03-18T10:13:16,19,1,0,14.6415,-61.0242
Delaware,US,2020-03-18T19:33:03,19,0,0,39.3185,-75.5071
Oklahoma,US,2020-03-17T17:53:03,19,0,0,35.5653,-96.9289
Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
Kansas,US,2020-03-17T23:13:10,18,1,0,38.5266,-96.7265
Missouri,US,2020-03-18T19:33:03,18,0,0,38.4561,-92.2884
Vermont,US,2020-03-18T19:33:03,18,0,0,44.0459,-72.7107
Manitoba,Canada,2020-03-18T03:33:03,15,0,0,53.7609,-98.8139
Macau,China,2020-03-18T10:33:04,15,0,10,22.1667,113.55
Wyoming,US,2020-03-18T13:53:03,15,0,0,42.756,-107.3025
,Uzbekistan,2020-03-18T12:13:09,15,0,0,41.3775,64.5853
,Bangladesh,2020-03-18T11:33:04,14,1,3,23.685,90.3563
Hawaii,US,2020-03-18T05:53:25,14,0,0,21.0943,-157.4983
,Ukraine,2020-03-17T19:33:02,14,2,0,48.3794,31.1656
,Jamaica,2020-03-18T11:53:04,13,0,2,18.1096,-77.2975
,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207
,Bolivia,2020-03-18T11:53:04,12,0,0,-16.2902,-63.5887
Nova Scotia,Canada,2020-03-18T17:53:03,12,0,0,44.682,-63.7443
,Reunion,2020-03-18T11:53:04,12,0,0,-21.1151,55.5364
New Brunswick,Canada,2020-03-18T18:33:03,11,0,0,46.5653,-66.4619
,French Guiana,2020-03-16T14:38:46,11,0,0,3.9339,-53.1258
,Paraguay,2020-03-18T11:53:04,11,0,0,-23.4425,-58.4438
Montana,US,2020-03-18T19:33:03,11,0,0,46.9219,-110.4544
South Dakota,US,2020-03-17T23:33:02,11,1,0,44.2998,-99.4388
Tasmania,Australia,2020-03-18T11:53:04,10,0,0,-41.4545,145.9707
,Cameroon,2020-03-17T15:53:13,10,0,0,3.848,11.5021
Grand Princess,Canada,2020-03-18T11:53:04,9,0,0,37.6489,-122.6655
,Honduras,2020-03-18T11:53:04,9,0,0,15.2,-86.2419
Idaho,US,2020-03-18T05:53:25,9,0,0,44.2405,-114.4788
Saskatchewan,Canada,2020-03-18T11:53:04,8,0,0,52.9399,-106.4509
,Nigeria,2020-03-18T12:33:03,8,0,1,9.082,8.6753
,Rwanda,2020-03-18T11:33:04,8,0,0,-1.9403,29.8739
Gibraltar,United Kingdom,2020-03-18T14:13:42,8,0,2,36.1408,-5.3536
,Cuba,2020-03-18T16:59:35,7,1,0,21.5218,-77.7812
,Ghana,2020-03-17T19:33:02,7,0,0,7.9465,-1.0232
,Guyana,2020-03-17T10:53:03,7,1,0,4.8604,-58.9302
,Monaco,2020-03-16T14:38:45,7,0,0,43.7384,7.4246
,Trinidad and Tobago,2020-03-18T11:53:04,7,0,0,10.6918,-61.2225
,Cote d'Ivoire,2020-03-18T11:33:04,6,0,1,7.54,-5.5471
,Ethiopia,2020-03-18T11:33:04,6,0,0,9.145,40.4897
,Guatemala,2020-03-17T12:13:16,6,1,0,15.7835,-90.2308
,Mongolia,2020-03-18T11:53:04,6,0,0,46.8625,103.8467
Alaska,US,2020-03-18T05:53:25,6,0,0,61.3707,-152.4044
North Dakota,US,2020-03-18T19:33:03,6,0,0,47.5289,-99.784
Channel Islands,United Kingdom,2020-03-16T14:38:45,6,0,0,49.3723,-2.3644
Guam,US,2020-03-18T05:53:25,5,0,0,13.4443,144.7937
Puerto Rico,US,2020-03-16T00:22:11,5,0,0,18.2208,-66.5901
,Aruba,2020-03-18T11:53:04,4,0,0,12.5211,-69.9683
,Congo (Kinshasa),2020-03-18T11:33:04,4,0,0,-4.0383,21.7587
,Equatorial Guinea,2020-03-18T14:33:15,4,0,0,1.6508,10.2679
,Seychelles,2020-03-17T12:33:06,4,0,0,-4.6796,55.492
Australian Capital Territory,Australia,2020-03-18T11:53:04,3,0,0,-35.4735,149.0124
Newfoundland and Labrador,Canada,2020-03-17T17:53:03,3,0,0,53.1355,-57.6604
French Polynesia,France,2020-03-15T18:20:19,3,0,0,-17.6797,-149.4068
Saint Barthelemy,France,2020-03-16T14:38:45,3,0,0,17.9,-62.8333
St Martin,France,2020-03-18T10:13:16,3,0,0,18.0708,-63.0501
,Kenya,2020-03-16T00:22:11,3,0,0,-0.0236,37.9062
,Kyrgyzstan,2020-03-18T11:53:04,3,0,0,41.2044,74.7661
,Mauritius,2020-03-18T19:53:03,3,0,0,-20.2,57.5
,Mayotte,2020-03-18T02:53:03,3,0,0,-12.8275,45.1662
Curacao,Netherlands,2020-03-17T12:33:07,3,0,0,12.1696,-68.99
,Tanzania,2020-03-18T11:33:04,3,0,0,-6.369,34.8888
,Barbados,2020-03-18T06:33:07,2,0,0,13.1939,-59.5432
,Benin,2020-03-18T14:13:56,2,0,0,9.3077,2.3158
,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.903
,Liberia,2020-03-18T03:13:22,2,0,0,6.4281,-9.4295
,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
Aruba,Netherlands,2020-03-18T00:53:02,2,0,0,12.5186,-70.0358
,Saint Lucia,2020-03-17T04:32:19,2,0,0,13.9094,-60.9789
,Sudan,2020-03-18T12:13:09,1,1,0,12.8628,30.2176
United States Virgin Islands,US,2020-03-18T00:13:13,2,0,0,18.35,-64.933
Virgin Islands,US,2020-03-17T20:53:02,2,0,0,18.3358,-64.8963
,Zambia,2020-03-18T14:33:15,2,0,0,-15.4167,28.2833
,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
Northern Territory,Australia,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
Prince Edward Island,Canada,2020-03-15T02:13:21,1,0,0,46.5107,-63.4168
,Central African Republic,2020-03-16T03:33:03,1,0,0,6.6111,20.9394
Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
,Congo (Brazzaville),2020-03-16T14:38:45,1,0,0,-0.228,15.8277
,Djibouti,2020-03-18T12:33:03,1,0,0,11.8251,42.5903
,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659
,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
,"Gambia, The",2020-03-18T14:13:56,1,0,0,13.4432,-15.3101
,Greenland,2020-03-16T16:53:06,1,0,0,71.7069,-42.6043
,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966
,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
,Mauritania,2020-03-15T18:20:19,1,0,0,21.0079,-10.9408
,Montenegro,2020-03-18T19:53:03,1,0,0,42.7087,19.3744
,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.124
,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
,Somalia,2020-03-18T00:53:03,1,0,0,5.1521,46.1996
,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
,The Bahamas,2020-03-16T03:33:03,1,0,0,24.25,-76.0
,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
US,US,2020-03-18T19:33:03,1,0,106,37.0902,-95.7129
West Virginia,US,2020-03-17T23:33:02,1,0,0,38.4912,-80.9545
Cayman Islands,United Kingdom,2020-03-16T14:53:04,1,1,0,19.3133,-81.2546
Montserrat,United Kingdom,2020-03-18T11:53:04,1,0,0,16.7425,-62.1874
From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.638
French Guiana,France,2020-03-18T14:33:15,0,0,0,4.0,-53.0
Guadeloupe,France,2020-03-18T14:33:15,0,0,0,16.25,-61.5833
Mayotte,France,2020-03-18T14:33:15,0,0,0,-12.8431,45.1383
Reunion,France,2020-03-18T14:33:15,0,0,0,-21.1351,55.2471
,Guam,2020-03-18T19:14:33,0,0,0,13.4443,144.7937
,Guernsey,2020-03-17T18:33:03,0,0,0,49.45,-2.58
,Jersey,2020-03-17T18:33:03,0,0,0,49.19,-2.11
,Puerto Rico,2020-03-17T16:13:14,0,0,0,18.2,-66.5
,Republic of the Congo,2020-03-17T21:33:03,0,0,0,-1.44,15.556
,The Gambia,2020-03-18T14:13:56,0,0,0,13.4667,-16.6
