Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/27/2020 20:30,30.97564,112.2707,2714,100,47
Zhejiang,Mainland China,1/27/2020 20:30,29.18251,120.0985,173,,1
Henan,Mainland China,1/27/2020 20:30,33.88202,113.614,168,1,
Guangdong,Mainland China,1/27/2020 20:30,23.33841,113.422,151,,4
Chongqing,Mainland China,1/27/2020 20:30,30.05718,107.874,132,,
Anhui,Mainland China,1/27/2020 20:30,31.82571,117.2264,106,,
Hunan,Mainland China,1/27/2020 20:30,27.61041,111.7088,100,,
Sichuan,Mainland China,1/27/2020 20:30,30.61714,102.7103,90,,
Shandong,Mainland China,1/27/2020 20:30,36.34377,118.1529,87,1,
Beijing,Mainland China,1/27/2020 20:30,40.18238,116.4142,80,1,2
Jiangxi,Mainland China,1/27/2020 20:30,27.61401,115.7221,72,,2
Jiangsu,Mainland China,1/27/2020 20:30,32.97027,119.464,70,,1
Shanghai,Mainland China,1/27/2020 20:30,31.20327,121.4554,66,1,3
Fujian,Mainland China,1/27/2020 20:30,26.07783,117.9895,59,,
Guangxi,Mainland China,1/27/2020 20:30,23.82908,108.7881,51,,
Shaanxi,Mainland China,1/27/2020 20:30,35.19165,108.8701,35,,
Hainan,Mainland China,1/27/2020 20:30,19.19673,109.7455,33,1,
Hebei,Mainland China,1/27/2020 20:30,38.0428,114.5149,33,1,
Heilongjiang,Mainland China,1/27/2020 20:30,47.862,127.7622,30,1,
Liaoning,Mainland China,1/27/2020 20:30,41.29284,122.6086,27,,
Yunnan,Mainland China,1/27/2020 20:30,24.97411,101.4868,26,,
Tianjin,Mainland China,1/27/2020 20:30,39.29362,117.333,23,,
Shanxi,Mainland China,1/27/2020 20:30,37.57769,112.2922,20,,
Gansu,Mainland China,1/27/2020 20:30,36.0611,103.8343,19,,
Inner Mongolia,Mainland China,1/27/2020 20:30,44.09448,113.9456,11,,
Guizhou,Mainland China,1/27/2020 20:30,26.81536,106.8748,9,,
Hong Kong,Hong Kong,1/27/2020 20:30,22.3193,114.1694,8,,
Ningxia,Mainland China,1/27/2020 20:30,37.26923,106.1655,7,,
Jilin,Mainland China,1/27/2020 20:30,43.66657,126.1917,6,,
Macau,Macau,1/27/2020 20:30,22.1987,113.5439,6,,
Qinghai,Mainland China,1/27/2020 20:30,35.65945,96.02564,6,,
Taiwan,Taiwan,1/27/2020 20:30,23.6978,120.9605,5,,
Xinjiang,Mainland China,1/27/2020 20:30,41.11981,85.17822,5,,
Washington,US,1/27/2020 20:30,47.6062,-122.3321,1,,
Illinois,US,1/27/2020 20:30,41.8781,-87.6298,1,,
California,US,1/27/2020 20:30,36.7783,-119.4179,2,,
Arizona,US,1/27/2020 20:30,34.0489,-111.0937,1,,
,Japan,1/27/2020 20:30,35.6762,139.6503,4,,1
,Thailand,1/27/2020 20:30,13.7563,100.5018,8,,2
,South Korea,1/27/2020 20:30,37.5665,126.978,4,,
,Singapore ,1/27/2020 20:30,1.3521,103.8198,5,,
,Vietnam,1/27/2020 20:30,21.0278,105.8342,2,,
,France,1/27/2020 20:30,46.2276,2.2137,3,,
,Nepal,1/27/2020 20:30,28.3949,84.124,1,,
,Malaysia ,1/27/2020 20:30,4.2105,101.9758,4,,
Ontario,Canada,1/27/2020 20:30,43.6532,-79.3832,1,,
,Cambodia,1/27/2020 20:30,12.5657,104.991,1,,
,Sri Lanka,1/27/2020 20:30,7.8731,80.7718,1,,
,Ivory Coast,1/27/2020 20:30,7.54,-5.5471,0,,
New South Wales,Australia,1/27/2020 20:30,-31.2532,146.9211,4,,
Victoria,Australia,1/27/2020 20:30,-37.4713,144.7852,1,,
Bavaria,Germany,1/27/2020 20:30,51.1657,10.4515,1,,
