Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/28/2020 23:00,30.97564,112.2707,3554,125,80
Zhejiang,Mainland China,1/28/2020 23:00,29.18251,120.0985,296,,3
Guangdong,Mainland China,1/28/2020 23:00,23.33841,113.422,241,,5
Hunan,Mainland China,1/28/2020 23:00,27.61041,111.7088,221,,
Henan,Mainland China,1/28/2020 23:00,33.88202,113.614,206,2,1
Anhui,Mainland China,1/28/2020 23:00,31.82571,117.2264,152,,
Chongqing,Mainland China,1/28/2020 23:00,30.05718,107.874,147,,1
Shandong,Mainland China,1/28/2020 23:00,36.34377,118.1529,121,,
Jiangxi,Mainland China,1/28/2020 23:00,27.61401,115.7221,109,,3
Sichuan,Mainland China,1/28/2020 23:00,30.61714,102.7103,108,,
Jiangsu,Mainland China,1/28/2020 23:00,32.97027,119.464,99,,1
Beijing,Mainland China,1/28/2020 23:00,40.18238,116.4142,91,1,4
Fujian,Mainland China,1/28/2020 23:00,26.07783,117.9895,82,,
Shanghai,Mainland China,1/28/2020 23:00,31.20327,121.4554,80,1,4
Guangxi,Mainland China,1/28/2020 23:00,23.82908,108.7881,58,,2
Shaanxi,Mainland China,1/28/2020 23:00,35.19165,108.8701,56,,
Hebei,Mainland China,1/28/2020 23:00,38.0428,114.5149,48,1,
Yunnan,Mainland China,1/28/2020 23:00,24.97411,101.4868,44,,
Hainan,Mainland China,1/28/2020 23:00,19.19673,109.7455,43,1,
Heilongjiang,Mainland China,1/28/2020 23:00,47.862,127.7622,37,1,
Liaoning,Mainland China,1/28/2020 23:00,41.29284,122.6086,36,,
Shanxi,Mainland China,1/28/2020 23:00,37.57769,112.2922,27,,
Tianjin,Mainland China,1/28/2020 23:00,39.29362,117.333,25,,
Gansu,Mainland China,1/28/2020 23:00,36.0611,103.8343,24,,
Inner Mongolia,Mainland China,1/28/2020 23:00,44.09448,113.9456,16,,
Xinjiang,Mainland China,1/28/2020 23:00,41.11981,85.17822,13,,
Ningxia,Mainland China,1/28/2020 23:00,37.26923,106.1655,12,,
Guizhou,Mainland China,1/28/2020 23:00,26.81536,106.8748,9,,
Jilin,Mainland China,1/28/2020 23:00,43.66657,126.1917,9,,
Hong Kong,Hong Kong,1/28/2020 23:00,22.3193,114.1694,8,,
Taiwan,Taiwan,1/28/2020 23:00,23.6978,120.9605,8,,
Macau,Macau,1/28/2020 23:00,22.1987,113.5439,7,,
Qinghai,Mainland China,1/28/2020 23:00,35.65945,96.02564,6,,
Washington,US,1/28/2020 18:00,47.7511,-120.7401,1,,
Illinois,US,1/28/2020 23:00,40.6331,-89.3985,1,,
California,US,1/28/2020 23:00,36.7783,-119.4179,2,,
Arizona,US,1/28/2020 23:00,34.0489,-111.0937,1,,
,Japan,1/28/2020 23:00,35.6762,139.6503,7,,1
,Thailand,1/28/2020 23:00,13.7563,100.5018,14,,5
,South Korea,1/28/2020 23:00,37.5665,126.978,4,,
,Singapore ,1/28/2020 23:00,1.3521,103.8198,7,,
,Vietnam,1/28/2020 23:00,21.0278,105.8342,2,,
,France,1/28/2020 23:00,46.2276,2.2137,4,,
,Nepal,1/28/2020 23:00,28.3949,84.124,1,,
,Malaysia ,1/28/2020 23:00,4.2105,101.9758,7,,
Ontario,Canada,1/28/2020 23:00,43.6532,-79.3832,1,,
British Columbia,Canada,1/28/2020 23:00,53.7267,-127.6476,1,,
,Cambodia,1/28/2020 23:00,12.5657,104.991,1,,
,Sri Lanka,1/28/2020 23:00,7.8731,80.7718,1,,
New South Wales,Australia,1/28/2020 23:00,-31.2532,146.9211,4,,
Victoria,Australia,1/28/2020 23:00,-37.4713,144.7852,1,,
Bavaria,Germany,1/28/2020 23:00,51.1657,10.4515,4,,
