Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/31/2020 14:00,30.97564,112.2707,5806,204,141
Zhejiang,Mainland China,1/31/2020 14:00,29.18251,120.0985,538,,14
Guangdong,Mainland China,1/31/2020 14:00,23.33841,113.422,436,,11
Henan,Mainland China,1/31/2020 14:00,33.88202,113.614,352,2,3
Hunan,Mainland China,1/31/2020 14:00,27.61041,111.7088,332,,2
Jiangxi,Mainland China,1/31/2020 14:00,27.61401,115.7221,240,,7
Anhui,Mainland China,1/31/2020 14:00,31.82571,117.2264,237,,3
Chongqing,Mainland China,1/31/2020 14:00,30.05718,107.874,211,,1
Shandong,Mainland China,1/31/2020 14:00,36.34377,118.1529,184,,2
Sichuan,Mainland China,1/31/2020 14:00,30.61714,102.7103,177,1,1
Jiangsu,Mainland China,1/31/2020 14:00,32.97027,119.464,168,,5
Beijing,Mainland China,1/31/2020 14:00,40.18238,116.4142,139,1,5
Shanghai,Mainland China,1/31/2020 14:00,31.20327,121.4554,135,1,9
Fujian,Mainland China,1/31/2020 14:00,26.07783,117.9895,120,,
Guangxi,Mainland China,1/31/2020 14:00,23.82908,108.7881,87,,2
Shaanxi,Mainland China,1/31/2020 14:00,35.19165,108.8701,87,,
Yunnan,Mainland China,1/31/2020 14:00,24.97411,101.4868,83,,1
Hebei,Mainland China,1/31/2020 14:00,38.0428,114.5149,82,1,
Heilongjiang,Mainland China,1/31/2020 14:00,47.862,127.7622,59,2,
Hainan,Mainland China,1/31/2020 14:00,19.19673,109.7455,52,1,1
Liaoning,Mainland China,1/31/2020 14:00,41.29284,122.6086,48,,1
Shanxi,Mainland China,1/31/2020 14:00,37.57769,112.2922,39,,1
Tianjin,Mainland China,1/31/2020 14:00,39.29362,117.333,32,,
Guizhou,Mainland China,1/31/2020 14:00,26.81536,106.8748,29,,2
Gansu,Mainland China,1/31/2020 14:00,36.0611,103.8343,29,,
Ningxia,Mainland China,1/31/2020 14:00,37.26923,106.1655,21,,
Inner Mongolia,Mainland China,1/31/2020 14:00,44.09448,113.9456,20,,1
Xinjiang,Mainland China,1/31/2020 14:00,41.11981,85.17822,17,,
Jilin,Mainland China,1/31/2020 14:00,43.66657,126.1917,14,,1
Hong Kong,Hong Kong,1/31/2020 14:00,22.3193,114.1694,12,,
Taiwan,Taiwan,1/31/2020 14:00,23.6978,120.9605,10,,
Qinghai,Mainland China,1/31/2020 14:00,35.65945,96.02564,8,,
Macau,Macau,1/31/2020 14:00,22.1987,113.5439,7,,
Tibet,Mainland China,1/31/2020 14:00,30.1534,88.7879,1,,
,Thailand,1/31/2020 14:00,13.7563,100.5018,19,,5
,Japan,1/31/2020 14:00,35.6762,139.6503,15,,1
,Singapore,1/31/2020 14:00,1.3521,103.8198,13,,
,South Korea,1/31/2020 14:00,37.5665,126.978,11,,
,Malaysia,1/31/2020 14:00,4.2105,101.9758,8,,
,France,1/31/2020 14:00,46.2276,2.2137,5,,
Bavaria,Germany,1/31/2020 14:00,51.1657,10.4515,5,,
New South Wales,Australia,1/31/2020 14:00,-31.2532,146.9211,4,,2
,United Arab Emirates,1/31/2020 14:00,23.4241,53.8478,4,,
Victoria,Australia,1/31/2020 14:00,-37.4713,144.7852,3,,
Illinois,US,1/31/2020 14:00,40.6331,-89.3985,2,,
California,US,1/31/2020 14:00,36.7783,-119.418,2,,
,Vietnam,1/31/2020 14:00,21.0278,105.8342,2,,
Ontario,Canada,1/31/2020 14:00,43.6532,-79.3832,2,,
Queensland,Australia,1/31/2020 14:00,-20.9176,142.7028,2,,
,Italy,1/31/2020 14:00,41.8719,12.5674,2,,
,UK,1/31/2020 14:00,55.3781,-3.436,2,,
,Russia,1/31/2020 14:00,61.524,105.3188,2,,
Washington,US,1/31/2020 14:00,47.7511,-120.74,1,,
Arizona,US,1/31/2020 14:00,34.0489,-111.094,1,,
,Nepal,1/31/2020 14:00,28.3949,84.124,1,,
British Columbia,Canada,1/31/2020 14:00,53.7267,-127.648,1,,
,Cambodia,1/31/2020 14:00,12.5657,104.991,1,,
,Sri Lanka,1/31/2020 14:00,7.8731,80.7718,1,,
,Finland,1/31/2020 14:00,61.9241,25.7482,1,,
,Philippines,1/31/2020 14:00,12.8797,121.774,1,,
,India,1/31/2020 14:00,20.5937,78.9629,1,,
,Sweden,1/31/2020 14:00,60.1282,18.6435,1,,
