cnty	ProvinceState	CountryRegion	reportdt	latfill	longfill	confirmed	deaths	recovered	statename
"Randolph"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Orange"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Lawrence"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	5	0	0	"Indiana"
"Posey"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Spencer"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Hamilton"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	179	4	0	"Indiana"
"Blackford"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Henry"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Starke"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Newton"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Newton"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Clark"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	38	0	0	"Indiana"
"Owen"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	4	0	0	"Indiana"
"Grant"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Crawford"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Warrick"	"Indiana"	"US"	"2020-03-24"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Blackford"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Posey"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Greene"	"Indiana"	"US"	"2020-03-31"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Fountain"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Allen"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	23	1	0	"Indiana"
"Vermillion"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Vermillion"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Fulton"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Spencer"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Wells"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Dubois"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Jackson"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Carroll"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Huntington"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Hancock"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	37	2	0	"Indiana"
"Shelby"	"Indiana"	"US"	"2020-03-31"	41.644238680000000	0E-15	15	0	0	"Indiana"
"Switzerland"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	3	0	0	"Indiana"
"LaPorte"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Floyd"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	13	0	0	"Indiana"
"Starke"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Marion"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	1429	33	0	"Indiana"
"Allen"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	4	1	0	"Indiana"
"Jay"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Ohio"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Sullivan"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Spencer"	"Indiana"	"US"	"2020-03-24"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Tippecanoe"	"Indiana"	"US"	"2020-03-31"	41.644238680000000	0E-15	14	1	0	"Indiana"
"Knox"	"Indiana"	"US"	"2020-03-30"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Spencer"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Union"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Orange"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Boone"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Henry"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Parke"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Knox"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Madison"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	7	1	0	"Indiana"
"Morgan"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Knox"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Unassigned"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	56	0	0	"Indiana"
"Hamilton"	"Indiana"	"US"	"2020-03-30"	41.644238680000000	0E-15	106	0	0	"Indiana"
"Gibson"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	4	0	0	"Indiana"
"Clay"	"Indiana"	"US"	"2020-03-31"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Greene"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Cass"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	0	0	0	"Indiana"
"LaPorte"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	11	0	0	"Indiana"
"Marshall"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	4	0	0	"Indiana"
"Orange"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Rush"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Union"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Fulton"	"Indiana"	"US"	"2020-03-30"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Fulton"	"Indiana"	"US"	"2020-03-31"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Boone"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	29	0	0	"Indiana"
"Greene"	"Indiana"	"US"	"2020-03-24"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Clinton"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Clinton"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Vanderburgh"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	33	0	0	"Indiana"
"Porter"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Noble"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	1	0	0	"Indiana"
"Lawrence"	"Indiana"	"US"	"2020-03-24"	41.644238680000000	0E-15	1	0	0	"Indiana"
"White"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	0	0	0	"Indiana"
"Gibson"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	3	0	0	"Indiana"
"Kosciusko"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	5	0	0	"Indiana"
"Greene"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	9	0	0	"Indiana"
"Rush"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	7	0	0	"Indiana"
"Johnson"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	136	4	0	"Indiana"
"Owen"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	5	0	0	"Indiana"
"Cass"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	2	0	0	"Indiana"
"Dickinson"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Cedar"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Floyd"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Jackson"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Cedar"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	4	0	0	"Iowa"
"Dallas"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	6	0	0	"Iowa"
"Louisa"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Adams"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Delaware"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
(null)	"Iowa"	"US"	"2020-03-18"	42.011539000000000	-93.210500000000000	29	0	0	"Iowa"
"Audubon"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Adair"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Poweshiek"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	4	0	0	"Iowa"
"Audubon"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Van Buren"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Van Buren"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Hancock"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Jones"	"Iowa"	"US"	"2020-04-01"	43.381078620000000	0E-15	4	0	0	"Iowa"
"Bremer"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Guthrie"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Woodbury"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	4	0	0	"Iowa"
"Grundy"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Page"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Monona"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Adair"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Taylor"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Greene"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Jasper"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Shelby"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Iowa"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	5	0	0	"Iowa"
"Polk"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	20	0	0	"Iowa"
"Kossuth"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Taylor"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Calhoun"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Fayette"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Guthrie"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Audubon"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Henry"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Sioux"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Chickasaw"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Clayton"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Carroll"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Scott"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	25	0	0	"Iowa"
"Story"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Montgomery"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Jefferson"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Dickinson"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Delaware"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Johnson"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	35	0	0	"Iowa"
"Warren"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Cerro Gordo"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Iowa"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Dallas"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	31	0	0	"Iowa"
"Mills"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Poweshiek"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	6	1	0	"Iowa"
"Clinton"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Pottawattamie"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Pottawattamie"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	4	0	0	"Iowa"
"Webster"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Jefferson"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Union"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Franklin"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Pottawattamie"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Winneshiek"	"Iowa"	"US"	"2020-04-01"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Benton"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	7	0	0	"Iowa"
"Pocahontas"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Monroe"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Carroll"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Winnebago"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"O'Brien"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Dallas"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	9	0	0	"Iowa"
"Madison"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Louisa"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Fayette"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Scott"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	10	0	0	"Iowa"
"Hancock"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Carroll"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Boone"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Jasper"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	7	0	0	"Iowa"
"Mahaska"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Wright"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Sac"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Muscatine"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	7	0	0	"Iowa"
"Guthrie"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Des Moines"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Shelby"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Clay"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Cedar"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	7	0	0	"Iowa"
"Cherokee"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Union"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Mahaska"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Monroe"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Fremont"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Wapello"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Calhoun"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Floyd"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Polk"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	10	0	0	"Iowa"
"Adair"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Decatur"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
(null)	"Iowa"	"US"	"2020-03-19"	42.011539000000000	-93.210500000000000	44	0	0	"Iowa"
"Marshall"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	6	0	0	"Iowa"
"Chickasaw"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Lyon"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Franklin"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Dickinson"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Black Hawk"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	8	0	0	"Iowa"
"Johnson"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	83	0	0	"Iowa"
"Lee"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Howard"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Scott"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Monroe"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Sioux"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	4	0	0	"Iowa"
"Marion"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
(null)	"Iowa"	"US"	"2020-03-20"	42.011539000000000	-93.210500000000000	45	0	0	"Iowa"
"Mitchell"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Hardin"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Winnebago"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Clayton"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Mahaska"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Jasper"	"Iowa"	"US"	"2020-04-01"	43.381078620000000	0E-15	7	0	0	"Iowa"
"Cherokee"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Butler"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Emmet"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Wayne"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Fayette"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Bremer"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Cerro Gordo"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Des Moines"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Franklin"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Winnebago"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Greene"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Delaware"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Osceola"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Story"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Hamilton"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Warren"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Winneshiek"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	4	0	0	"Iowa"
"O'Brien"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Bremer"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Jefferson"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Floyd"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Sioux"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Benton"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	7	0	0	"Iowa"
"Sac"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Wapello"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Fremont"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Washington"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Des Moines"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Poweshiek"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	5	1	0	"Iowa"
"Butler"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Harrison"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Ida"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Hancock"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Ida"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Appanoose"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Cedar"	"Iowa"	"US"	"2020-04-01"	43.381078620000000	0E-15	9	0	0	"Iowa"
"Allamakee"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	7	1	0	"Iowa"
"Winneshiek"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Floyd"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Clinton"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Des Moines"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Appanoose"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Osceola"	"Iowa"	"US"	"2020-03-24"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Cerro Gordo"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Greene"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Adair"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Story"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	5	0	0	"Iowa"
"Pocahontas"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Henry"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	1	0	0	"Iowa"
"Linn"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	6	0	0	"Iowa"
"O'Brien"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Union"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Sioux"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	2	0	0	"Iowa"
"Marion"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Van Buren"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Dickinson"	"Iowa"	"US"	"2020-03-22"	43.381078620000000	0E-15	0	0	0	"Iowa"
"Linn"	"Iowa"	"US"	"2020-04-01"	43.381078620000000	0E-15	94	2	0	"Iowa"
"Benton"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Henry"	"Iowa"	"US"	"2020-03-31"	43.381078620000000	0E-15	3	0	0	"Iowa"
"Webster"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0	"Iowa"
