cnty	ProvinceState	CountryRegion	reportdt	latfill	longfill	confirmed	deaths	recovered
"Washington"	"New York"	"US"	"2020-03-26"	44.745309050000000	0E-15	4	0	0
"Peach"	"Georgia"	"US"	"2020-03-30"	34.913691880000000	0E-15	7	1	0
"Jones"	"Texas"	"US"	"2020-03-25"	36.278291050000000	-93.744088130000000	0	0	0
"Marengo"	"Alabama"	"US"	"2020-03-27"	34.901718750000000	0E-15	2	0	0
"Madison"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0
"Lassen"	"California"	"US"	"2020-03-25"	41.742282750000000	0E-15	0	0	0
"Bienville"	"Louisiana"	"US"	"2020-03-23"	32.831210590000000	0E-15	1	0	0
"Cocke"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	1	0	0
"Alamance"	"North Carolina"	"US"	"2020-04-03"	36.493608620000000	0E-15	14	0	0
(null)	(null)	"Ireland"	"2020-03-19"	53.416700000000000	-7.692100000000000	557	3	5
"Franklin"	"Kentucky"	"US"	"2020-03-27"	38.970651420000000	0E-15	2	0	0
"Harrison"	"Ohio"	"US"	"2020-03-25"	41.708603320000000	-80.748302180000000	0	0	0
"East Carroll"	"Louisiana"	"US"	"2020-04-02"	32.831210590000000	0E-15	1	0	0
"Steuben"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	0	0	0
(null)	(null)	"Ireland"	"2020-03-06"	53.416700000000000	-7.692100000000000	36	0	0
"Carroll"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	0	0	0
"Santa Clara"	"California"	"US"	"2020-03-25"	41.742282750000000	0E-15	459	17	0
"Mercer"	"Ohio"	"US"	"2020-03-28"	41.708603320000000	-80.748302180000000	2	0	0
"Cherokee"	"Alabama"	"US"	"2020-03-25"	34.901718750000000	0E-15	1	0	0
"Otero"	"Colorado"	"US"	"2020-03-25"	40.875954120000000	0E-15	0	0	0
(null)	"New Brunswick"	"Canada"	"2020-03-26"	46.565300000000000	-66.461900000000000	33	0	0
"Bell"	"Kentucky"	"US"	"2020-03-28"	38.970651420000000	0E-15	0	0	0
"Rio Blanco"	"Colorado"	"US"	"2020-03-22"	40.875954120000000	0E-15	0	0	0
"Sumner"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	34	0	0
"Lyon"	"Minnesota"	"US"	"2020-03-25"	48.777541060000000	0E-15	0	0	0
"Clay"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	0	0	0
"Phillips"	"Colorado"	"US"	"2020-03-29"	40.875954120000000	0E-15	0	0	0
"Redwood"	"Minnesota"	"US"	"2020-03-28"	48.777541060000000	0E-15	0	0	0
(null)	"Minnesota"	"US"	"2020-03-15"	45.694500000000000	-93.900192000000000	35	0	0
"Cortland"	"New York"	"US"	"2020-04-02"	44.745309050000000	0E-15	11	0	0
"Miller"	"Georgia"	"US"	"2020-03-30"	34.913691880000000	0E-15	4	0	0
"Riverside"	"California"	"US"	"2020-03-23"	41.742282750000000	0E-15	46	6	0
(null)	(null)	"Ecuador"	"2020-04-03"	-1.831200000000000	-78.183400000000000	3368	145	65
"Dodge"	"Wisconsin"	"US"	"2020-04-03"	46.528687680000000	0E-15	14	0	0
"Buffalo"	"Nebraska"	"US"	"2020-04-03"	42.899727400000000	0E-15	9	1	0
"Muhlenberg"	"Kentucky"	"US"	"2020-04-02"	38.970651420000000	0E-15	10	0	0
"Johnson"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	80	0	0
"Lincoln"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	1	0	0
"Brazoria"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	14	0	0
"Boise"	"Idaho"	"US"	"2020-03-23"	48.766847610000000	-111.205677300000000	0	0	0
(null)	(null)	"New Zealand"	"2020-04-01"	-40.900600000000000	174.886000000000000	708	1	83
"Dorchester"	"South Carolina"	"US"	"2020-03-28"	35.051222510000000	-78.995552930000000	10	0	0
"Foster"	"North Dakota"	"US"	"2020-03-24"	48.814938700000006	0E-15	0	0	0
"Valencia"	"New Mexico"	"US"	"2020-03-23"	36.605697020000000	-103.346887599999990	0	0	0
"Unassigned"	"Massachusetts"	"US"	"2020-04-01"	42.668762600000000	0E-15	251	9	0
(null)	(null)	"Guinea"	"2020-04-01"	9.945600000000000	-9.696600000000000	30	0	0
(null)	(null)	"Ecuador"	"2020-03-08"	-1.831200000000000	-78.183400000000000	14	0	0
"Mitchell"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0
"Treutlen"	"Georgia"	"US"	"2020-03-24"	34.913691880000000	0E-15	0	0	0
"Richmond"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	11	0	0
"Wells"	"North Dakota"	"US"	"2020-03-27"	48.814938700000006	0E-15	0	0	0
"Saline"	"Kansas"	"US"	"2020-04-01"	39.827996320000000	-94.763782250000000	1	0	0
"Murray"	"Minnesota"	"US"	"2020-03-27"	48.777541060000000	0E-15	0	0	0
"Lincoln"	"Maine"	"US"	"2020-04-02"	46.659263210000000	0E-15	8	0	0
(null)	"British Columbia"	"Canada"	"2020-02-29"	53.726700000000000	-123.120700000000000	24	0	9
"Montgomery"	"Virginia"	"US"	"2020-03-22"	39.201725820000000	0E-15	0	0	0
"Faribault"	"Minnesota"	"US"	"2020-03-27"	48.777541060000000	0E-15	1	0	0
"Alger"	"Michigan"	"US"	"2020-03-22"	47.631976530000000	0E-15	0	0	0
"Cochise"	"Arizona"	"US"	"2020-04-01"	35.838834290000000	0E-15	4	0	0
"Fannin"	"Georgia"	"US"	"2020-03-25"	34.913691880000000	0E-15	1	0	0
"Stafford"	"Kansas"	"US"	"2020-03-27"	39.827996320000000	-94.763782250000000	0	0	0
"Carbon"	"Utah"	"US"	"2020-03-23"	41.723305870000000	0E-15	0	0	0
"Wakulla"	"Florida"	"US"	"2020-04-01"	30.867474790000000	0E-15	1	0	0
"Kimble"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	0	0	0
"Lawrence"	"Mississippi"	"US"	"2020-03-24"	34.880844630000000	0E-15	2	0	0
"Muskingum"	"Ohio"	"US"	"2020-03-27"	41.708603320000000	-80.748302180000000	2	0	0
"Henderson"	"Illinois"	"US"	"2020-03-30"	42.365423730000000	0E-15	0	0	0
"Newton"	"Mississippi"	"US"	"2020-04-01"	34.880844630000000	0E-15	2	0	0
"Cambria"	"Pennsylvania"	"US"	"2020-03-25"	41.992538290000000	-75.032081060000000	1	0	0
"Dearborn"	"Indiana"	"US"	"2020-03-30"	41.644238680000000	0E-15	10	1	0
"Hertford"	"North Carolina"	"US"	"2020-04-02"	36.493608620000000	0E-15	4	0	0
"Seneca"	"Ohio"	"US"	"2020-03-30"	41.708603320000000	-80.748302180000000	3	0	0
"Teton"	"Wyoming"	"US"	"2020-03-27"	44.790489130000000	-104.353474300000000	10	0	0
"Carbon"	"Montana"	"US"	"2020-03-28"	48.784200290000000	0E-15	0	0	0
"Louisa"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	1	0	0
"Randolph"	"Alabama"	"US"	"2020-03-24"	34.901718750000000	0E-15	0	0	0
"Marshall"	"Kansas"	"US"	"2020-03-23"	39.827996320000000	-94.763782250000000	0	0	0
"Cibola"	"New Mexico"	"US"	"2020-03-25"	36.605697020000000	-103.346887599999990	1	0	0
"Whitfield"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	6	0	0
(null)	(null)	"Panama"	"2020-04-02"	8.538000000000000	-80.782100000000000	1317	32	9
"Goochland"	"Virginia"	"US"	"2020-04-02"	39.201725820000000	0E-15	9	0	0
(null)	(null)	"Lithuania"	"2020-03-25"	55.169400000000000	23.881300000000000	274	4	1
"El Paso"	"Texas"	"US"	"2020-04-02"	36.278291050000000	-93.744088130000000	75	0	0
"Linn"	"Missouri"	"US"	"2020-03-22"	40.479455880000000	0E-15	0	0	0
(null)	(null)	"Lithuania"	"2020-02-28"	55.169400000000000	23.881300000000000	12	0	0
"Grays Harbor"	"Washington"	"US"	"2020-03-31"	48.822279760000000	0E-15	2	0	0
"Porter"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	45	0	0
"Roane"	"Tennessee"	"US"	"2020-03-28"	36.556065290000000	0E-15	1	0	0
"Hodgeman"	"Kansas"	"US"	"2020-03-25"	39.827996320000000	-94.763782250000000	0	0	0
"Lincoln"	"South Dakota"	"US"	"2020-03-26"	45.770749150000000	-96.655782800000000	2	0	0
(null)	"Western Australia"	"Australia"	"2020-03-21"	-31.950500000000000	115.860500000000000	90	1	0
"Marion"	"South Carolina"	"US"	"2020-03-31"	35.051222510000000	-78.995552930000000	2	1	0
"Gove"	"Kansas"	"US"	"2020-03-25"	39.827996320000000	-94.763782250000000	0	0	0
"Ferry"	"Washington"	"US"	"2020-04-02"	48.822279760000000	0E-15	1	0	0
"Polk"	"North Carolina"	"US"	"2020-04-03"	36.493608620000000	0E-15	6	0	0
(null)	(null)	"Tanzania"	"2020-03-16"	-6.369000000000000	34.888800000000000	1	0	0
"Unassigned"	"Kentucky"	"US"	"2020-03-30"	38.970651420000000	0E-15	53	2	0
"Morris"	"Texas"	"US"	"2020-04-01"	36.278291050000000	-93.744088130000000	1	0	0
"Boyle"	"Kentucky"	"US"	"2020-03-23"	38.970651420000000	0E-15	0	0	0
"Juab"	"Utah"	"US"	"2020-03-28"	41.723305870000000	0E-15	0	0	0
"Denver"	"Colorado"	"US"	"2020-03-26"	40.875954120000000	0E-15	262	3	0
(null)	"Charlotte County, FL"	"US"	"2020-03-09"	26.894600000000000	-81.909800000000000	1	0	0
(null)	(null)	"Mongolia"	"2020-03-23"	46.862500000000000	103.846700000000000	10	0	0
"Westchester"	"New York"	"US"	"2020-03-28"	44.745309050000000	0E-15	7875	10	0
"Guadalupe"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	13	0	0
"Out of CO"	"Colorado"	"US"	"2020-04-03"	40.875954120000000	0E-15	0	1	0
(null)	"Tianjin"	"China"	"2020-02-06"	39.305400000000000	117.323000000000000	79	1	2
"Alamosa"	"Colorado"	"US"	"2020-03-22"	40.875954120000000	0E-15	0	0	0
(null)	"Manitoba"	"Canada"	"2020-03-26"	53.760900000000000	-98.813900000000000	36	0	0
"Carver"	"Minnesota"	"US"	"2020-03-25"	48.777541060000000	0E-15	8	0	0
"Mason"	"Texas"	"US"	"2020-03-29"	36.278291050000000	-93.744088130000000	0	0	0
"Radford"	"Virginia"	"US"	"2020-03-26"	39.201725820000000	0E-15	1	0	0
(null)	(null)	"Mali"	"2020-03-26"	17.570692000000000	-3.996166000000001	4	0	0
"Worcester"	"Massachusetts"	"US"	"2020-03-22"	42.668762600000000	0E-15	37	0	0
"Huerfano"	"Colorado"	"US"	"2020-03-23"	40.875954120000000	0E-15	0	0	0
"Columbia"	"Wisconsin"	"US"	"2020-03-27"	46.528687680000000	0E-15	6	0	0
"Nassau"	"New York"	"US"	"2020-03-23"	44.745309050000000	0E-15	2442	4	0
"Christian"	"Missouri"	"US"	"2020-03-23"	40.479455880000000	0E-15	2	0	0
"Washington"	"Rhode Island"	"US"	"2020-04-02"	41.870647460000000	0E-15	46	0	0
"Grayson"	"Virginia"	"US"	"2020-03-29"	39.201725820000000	0E-15	0	0	0
"Fremont"	"Idaho"	"US"	"2020-03-30"	48.766847610000000	-111.205677300000000	1	0	0
"Yamhill"	"Oregon"	"US"	"2020-04-01"	45.997128890000000	-117.183537999999980	17	3	0
"Franklin"	"Virginia"	"US"	"2020-03-26"	39.201725820000000	0E-15	1	0	0
"Marion"	"Illinois"	"US"	"2020-03-23"	42.365423730000000	0E-15	0	0	0
(null)	(null)	"Gambia, The"	"2020-03-18"	13.443200000000000	-15.310100000000000	4	0	0
"Wayne"	"West Virginia"	"US"	"2020-03-29"	40.519438590000000	-77.860141470000000	0	0	0
"Lucas"	"Ohio"	"US"	"2020-03-28"	41.708603320000000	-80.748302180000000	67	2	0
"Bleckley"	"Georgia"	"US"	"2020-03-29"	34.913691880000000	0E-15	0	0	0
"Boone"	"West Virginia"	"US"	"2020-03-23"	40.519438590000000	-77.860141470000000	0	0	0
"Talbot"	"Georgia"	"US"	"2020-04-03"	34.913691880000000	0E-15	2	0	0
"Orange"	"North Carolina"	"US"	"2020-03-23"	36.493608620000000	0E-15	6	0	0
"Pinal"	"Arizona"	"US"	"2020-03-28"	35.838834290000000	0E-15	41	0	0
"McCook"	"South Dakota"	"US"	"2020-03-24"	45.770749150000000	-96.655782800000000	2	0	0
(null)	"Beijing"	"China"	"2020-03-23"	40.182400000000000	116.414200000000000	537	8	401
"McLennan"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	16	0	0
"Southampton"	"Virginia"	"US"	"2020-04-02"	39.201725820000000	0E-15	2	0	0
(null)	"Beijing"	"China"	"2020-03-10"	40.182400000000000	116.414200000000000	429	8	320
"Brooks"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
"Bertie"	"North Carolina"	"US"	"2020-03-23"	36.493608620000000	0E-15	0	0	0
"Poquoson"	"Virginia"	"US"	"2020-03-27"	39.201725820000000	0E-15	1	0	0
"Monroe"	"Illinois"	"US"	"2020-04-01"	42.365423730000000	0E-15	3	0	0
"Fountain"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	0	0
(null)	"Fujian"	"China"	"2020-02-23"	26.078900000000000	117.987400000000000	293	1	170
"Eagle"	"Colorado"	"US"	"2020-03-30"	40.875954120000000	0E-15	187	2	0
"Unassigned"	"Alabama"	"US"	"2020-04-02"	34.901718750000000	0E-15	0	5	0
"Mower"	"Minnesota"	"US"	"2020-04-02"	48.777541060000000	0E-15	15	0	0
"Green"	"Kentucky"	"US"	"2020-03-27"	38.970651420000000	0E-15	0	0	0
(null)	"Vermont"	"US"	"2020-03-10"	44.045900000000000	-72.710686000000000	2	0	0
"Newaygo"	"Michigan"	"US"	"2020-03-27"	47.631976530000000	0E-15	1	0	0
(null)	"Fujian"	"China"	"2020-03-07"	26.078900000000000	117.987400000000000	1184	4	1180
(null)	"Fujian"	"China"	"2020-02-10"	26.078900000000000	117.987400000000000	261	0	39
"Macomb"	"Michigan"	"US"	"2020-03-22"	47.631976530000000	0E-15	140	1	0
"Calaveras"	"California"	"US"	"2020-03-29"	41.742282750000000	0E-15	3	0	0
(null)	(null)	"Sweden"	"2020-03-25"	60.128161000000000	18.643501000000000	2526	62	16
"Flagler"	"Florida"	"US"	"2020-04-02"	30.867474790000000	0E-15	25	1	0
"Unassigned"	"New York"	"US"	"2020-04-03"	44.745309050000000	0E-15	0	955	0
"Pondera"	"Montana"	"US"	"2020-03-23"	48.784200290000000	0E-15	0	0	0
"Brown"	"Kansas"	"US"	"2020-03-29"	39.827996320000000	-94.763782250000000	0	0	0
"Hale"	"Alabama"	"US"	"2020-03-30"	34.901718750000000	0E-15	1	0	0
(null)	"Fujian"	"China"	"2020-03-20"	26.078900000000000	117.987400000000000	299	1	295
(null)	(null)	"Greece"	"2020-04-03"	39.074200000000000	21.824300000000000	1613	63	78
(null)	"Fujian"	"China"	"2020-01-28"	26.078900000000000	117.987400000000000	80	0	0
"Johnson"	"Missouri"	"US"	"2020-03-22"	40.479455880000000	0E-15	1	0	0
"Wasatch"	"Utah"	"US"	"2020-04-03"	41.723305870000000	0E-15	69	0	0
(null)	"Louisiana"	"US"	"2020-03-18"	31.169546000000000	-91.867800000000000	257	4	0
"Portsmouth"	"Virginia"	"US"	"2020-03-31"	39.201725820000000	0E-15	12	0	0
"Nelson"	"Kentucky"	"US"	"2020-03-30"	38.970651420000000	0E-15	3	0	0
"Lafayette"	"Arkansas"	"US"	"2020-03-29"	36.381771050000000	0E-15	0	0	0
"Genesee"	"Michigan"	"US"	"2020-04-03"	47.631976530000000	0E-15	422	11	0
"Marshall"	"Minnesota"	"US"	"2020-03-23"	48.777541060000000	0E-15	0	0	0
"Davidson"	"Tennessee"	"US"	"2020-03-25"	36.556065290000000	0E-15	257	2	0
"Kemper"	"Mississippi"	"US"	"2020-04-01"	34.880844630000000	0E-15	1	0	0
"Orange"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0
"Osceola"	"Michigan"	"US"	"2020-03-29"	47.631976530000000	0E-15	2	0	0
"Cass"	"Nebraska"	"US"	"2020-03-25"	42.899727400000000	0E-15	2	0	0
"Jessamine"	"Kentucky"	"US"	"2020-03-26"	38.970651420000000	0E-15	1	0	0
"Toombs"	"Georgia"	"US"	"2020-03-30"	34.913691880000000	0E-15	2	0	0
"Rutherford"	"North Carolina"	"US"	"2020-03-27"	36.493608620000000	0E-15	0	0	0
"Ward"	"North Dakota"	"US"	"2020-03-28"	48.814938700000006	0E-15	7	0	0
"Preble"	"Ohio"	"US"	"2020-03-31"	41.708603320000000	-80.748302180000000	1	0	0
"Unassigned"	"Missouri"	"US"	"2020-04-01"	40.479455880000000	0E-15	0	0	0
"Vernon"	"Louisiana"	"US"	"2020-03-29"	32.831210590000000	0E-15	2	0	0
"Webster"	"Iowa"	"US"	"2020-03-25"	43.381078620000000	0E-15	0	0	0
"Nevada"	"Arkansas"	"US"	"2020-03-26"	36.381771050000000	0E-15	0	0	0
"Caddo"	"Oklahoma"	"US"	"2020-03-29"	36.835326550000000	0E-15	1	0	0
"East Baton Rouge"	"Louisiana"	"US"	"2020-03-31"	32.831210590000000	0E-15	228	9	0
"Routt"	"Colorado"	"US"	"2020-03-22"	40.875954120000000	0E-15	3	0	0
"St. Charles"	"Missouri"	"US"	"2020-03-25"	40.479455880000000	0E-15	12	1	0
"Unassigned"	"Arkansas"	"US"	"2020-03-29"	36.381771050000000	0E-15	31	5	0
"Jeff Davis"	"Georgia"	"US"	"2020-03-26"	34.913691880000000	0E-15	0	0	0
"Coos"	"New Hampshire"	"US"	"2020-03-22"	44.690632650000000	0E-15	0	0	0
(null)	"Martinique"	"France"	"2020-03-27"	14.641500000000000	-61.024200000000000	81	1	0
(null)	"Montana"	"US"	"2020-03-20"	46.921925000000000	-110.454353000000000	15	0	0
"Mills"	"Texas"	"US"	"2020-03-23"	36.278291050000000	-93.744088130000000	0	0	0
"Beaufort"	"South Carolina"	"US"	"2020-03-27"	35.051222510000000	-78.995552930000000	35	0	0
"Dolores"	"Colorado"	"US"	"2020-03-24"	40.875954120000000	0E-15	0	0	0
"Clay"	"Florida"	"US"	"2020-03-22"	30.867474790000000	0E-15	7	1	0
"Greenville"	"South Carolina"	"US"	"2020-03-25"	35.051222510000000	-78.995552930000000	50	0	0
"Orangeburg"	"South Carolina"	"US"	"2020-03-27"	35.051222510000000	-78.995552930000000	12	0	0
"Madison"	"Missouri"	"US"	"2020-03-23"	40.479455880000000	0E-15	0	0	0
"Washington"	"Alabama"	"US"	"2020-04-03"	34.901718750000000	0E-15	5	1	0
"Harlan"	"Kentucky"	"US"	"2020-03-23"	38.970651420000000	0E-15	0	0	0
"Valley"	"Nebraska"	"US"	"2020-03-22"	42.899727400000000	0E-15	0	0	0
"Shelby"	"Ohio"	"US"	"2020-03-28"	41.708603320000000	-80.748302180000000	3	0	0
"Newton"	"Georgia"	"US"	"2020-03-25"	34.913691880000000	0E-15	7	0	0
(null)	(null)	"Colombia"	"2020-03-07"	4.570900000000000	-74.297300000000000	3	0	0
"Allegheny"	"Pennsylvania"	"US"	"2020-04-03"	41.992538290000000	-75.032081060000000	476	2	0
"Unassigned"	"Colorado"	"US"	"2020-04-02"	40.875954120000000	0E-15	128	4	0
(null)	(null)	"Colombia"	"2020-03-20"	4.570900000000000	-74.297300000000000	128	0	1
"Matanuska-Susitna"	"Alaska"	"US"	"2020-03-24"	69.314792160000000	0E-15	0	0	0
"Middlesex"	"New Jersey"	"US"	"2020-03-24"	41.138915920000000	0E-15	277	0	0
(null)	(null)	"Sri Lanka"	"2020-04-01"	7.873054000000000	80.771797000000000	146	3	21
"Morris"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	2	0	0
"Bonneville"	"Idaho"	"US"	"2020-03-23"	48.766847610000000	-111.205677300000000	0	0	0
"Warren"	"New York"	"US"	"2020-04-02"	44.745309050000000	0E-15	18	0	0
"Nantucket"	"Massachusetts"	"US"	"2020-03-26"	42.668762600000000	0E-15	0	0	0
"Madison"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	62	3	0
"Lonoke"	"Arkansas"	"US"	"2020-03-30"	36.381771050000000	0E-15	1	0	0
"Grafton"	"New Hampshire"	"US"	"2020-04-01"	44.690632650000000	0E-15	34	0	0
"Divide"	"North Dakota"	"US"	"2020-03-25"	48.814938700000006	0E-15	0	0	0
"Osage"	"Missouri"	"US"	"2020-03-23"	40.479455880000000	0E-15	0	0	0
"Wexford"	"Michigan"	"US"	"2020-03-22"	47.631976530000000	0E-15	1	0	0
"Crowley"	"Colorado"	"US"	"2020-04-01"	40.875954120000000	0E-15	1	1	0
"Monroe"	"Indiana"	"US"	"2020-03-27"	41.644238680000000	0E-15	8	0	0
"Galveston"	"Texas"	"US"	"2020-03-25"	36.278291050000000	-93.744088130000000	22	0	0
(null)	"North Carolina"	"US"	"2020-03-20"	35.630100000000000	-79.806400000000000	172	0	0
"Nye"	"Nevada"	"US"	"2020-03-31"	41.406921860000000	0E-15	1	0	0
"Johnson"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	0	0	0
"Miner"	"South Dakota"	"US"	"2020-03-26"	45.770749150000000	-96.655782800000000	0	0	0
"McDowell"	"West Virginia"	"US"	"2020-03-27"	40.519438590000000	-77.860141470000000	0	0	0
"Wallowa"	"Oregon"	"US"	"2020-03-27"	45.997128890000000	-117.183537999999980	0	0	0
"Texas"	"Missouri"	"US"	"2020-03-22"	40.479455880000000	0E-15	0	0	0
"Wood"	"Wisconsin"	"US"	"2020-03-23"	46.528687680000000	0E-15	1	0	0
"Suffolk"	"Massachusetts"	"US"	"2020-03-26"	42.668762600000000	0E-15	448	2	0
"Walworth"	"South Dakota"	"US"	"2020-03-27"	45.770749150000000	-96.655782800000000	0	0	0
"Lenawee"	"Michigan"	"US"	"2020-04-01"	47.631976530000000	0E-15	22	0	0
"Cabell"	"West Virginia"	"US"	"2020-03-23"	40.519438590000000	-77.860141470000000	0	0	0
"Tarrant"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	128	1	0
(null)	"Beijing"	"China"	"2020-02-13"	40.182400000000000	116.414200000000000	366	3	69
"Polk"	"Nebraska"	"US"	"2020-03-28"	42.899727400000000	0E-15	0	0	0
"Marshall"	"Alabama"	"US"	"2020-03-31"	34.901718750000000	0E-15	7	0	0
(null)	(null)	"Iran"	"2020-03-23"	32.427908000000000	53.688046000000000	23049	1812	8376
"Burke"	"North Carolina"	"US"	"2020-03-26"	36.493608620000000	0E-15	2	0	0
"Yolo"	"California"	"US"	"2020-03-30"	41.742282750000000	0E-15	16	1	0
"Seneca"	"New York"	"US"	"2020-03-27"	44.745309050000000	0E-15	0	0	0
"Mason"	"West Virginia"	"US"	"2020-04-01"	40.519438590000000	-77.860141470000000	3	0	0
(null)	(null)	"Argentina"	"2020-03-25"	-38.416100000000000	-63.616700000000000	387	8	52
"Newberry"	"South Carolina"	"US"	"2020-03-26"	35.051222510000000	-78.995552930000000	1	0	0
"Slope"	"North Dakota"	"US"	"2020-03-26"	48.814938700000006	0E-15	0	0	0
"Montgomery"	"North Carolina"	"US"	"2020-03-27"	36.493608620000000	0E-15	3	0	0
"Columbia"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	10	0	0
"Fillmore"	"Nebraska"	"US"	"2020-03-25"	42.899727400000000	0E-15	0	0	0
"DeKalb"	"Georgia"	"US"	"2020-03-26"	34.913691880000000	0E-15	129	0	0
"Pope"	"Arkansas"	"US"	"2020-03-26"	36.381771050000000	0E-15	1	0	0
"Eaton"	"Michigan"	"US"	"2020-03-30"	47.631976530000000	0E-15	15	0	0
"Atlantic"	"New Jersey"	"US"	"2020-03-22"	41.138915920000000	0E-15	5	0	0
"Jackson"	"Florida"	"US"	"2020-03-28"	30.867474790000000	0E-15	1	0	0
"Boyd"	"Nebraska"	"US"	"2020-03-26"	42.899727400000000	0E-15	0	0	0
"Alpine"	"California"	"US"	"2020-03-25"	41.742282750000000	0E-15	0	0	0
"Calhoun"	"South Carolina"	"US"	"2020-03-28"	35.051222510000000	-78.995552930000000	1	0	0
"Jackson"	"West Virginia"	"US"	"2020-04-01"	40.519438590000000	-77.860141470000000	11	0	0
"Washington"	"Idaho"	"US"	"2020-03-26"	48.766847610000000	-111.205677300000000	0	0	0
"Knox"	"Nebraska"	"US"	"2020-03-24"	42.899727400000000	0E-15	2	0	0
"Goochland"	"Virginia"	"US"	"2020-04-01"	39.201725820000000	0E-15	7	0	0
"Boulder"	"Colorado"	"US"	"2020-03-27"	40.875954120000000	0E-15	66	0	0
"Chenango"	"New York"	"US"	"2020-03-28"	44.745309050000000	0E-15	8	0	0
(null)	(null)	"Russia"	"2020-03-24"	61.524010000000000	105.318756000000010	495	1	22
"Harford"	"Maryland"	"US"	"2020-03-27"	39.623576280000000	0E-15	18	0	0
(null)	(null)	"Philippines"	"2020-02-02"	13.000000000000000	122.000000000000000	10	5	0
"Clay"	"West Virginia"	"US"	"2020-03-26"	40.519438590000000	-77.860141470000000	0	0	0
"Garfield"	"Nebraska"	"US"	"2020-03-26"	42.899727400000000	0E-15	0	0	0
"Baldwin"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	2	0	0
"Candler"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	0	0	0
"Laurens"	"South Carolina"	"US"	"2020-03-25"	35.051222510000000	-78.995552930000000	0	0	0
(null)	(null)	"Spain"	"2020-04-03"	40.463667000000000	-3.749220000000000	119199	11198	30513
"Pender"	"North Carolina"	"US"	"2020-03-23"	36.493608620000000	0E-15	0	0	0
"Sullivan"	"New Hampshire"	"US"	"2020-03-28"	44.690632650000000	0E-15	2	0	0
"Unassigned"	"New Jersey"	"US"	"2020-04-03"	41.138915920000000	0E-15	4808	4	0
"Dickinson"	"Iowa"	"US"	"2020-03-30"	43.381078620000000	0E-15	1	0	0
(null)	"Hawaii"	"US"	"2020-03-19"	21.094318000000000	-157.498300000000000	16	0	0
"Haywood"	"North Carolina"	"US"	"2020-03-29"	36.493608620000000	0E-15	0	0	0
"Yakima"	"Washington"	"US"	"2020-04-02"	48.822279760000000	0E-15	224	6	0
"Wyoming"	"West Virginia"	"US"	"2020-03-27"	40.519438590000000	-77.860141470000000	0	0	0
"Archuleta"	"Colorado"	"US"	"2020-03-22"	40.875954120000000	0E-15	0	0	0
"Sanilac"	"Michigan"	"US"	"2020-03-30"	47.631976530000000	0E-15	5	0	0
"Hamilton"	"Illinois"	"US"	"2020-03-27"	42.365423730000000	0E-15	0	0	0
"Oconee"	"South Carolina"	"US"	"2020-04-03"	35.051222510000000	-78.995552930000000	5	0	0
"Saline"	"Nebraska"	"US"	"2020-03-27"	42.899727400000000	0E-15	0	0	0
(null)	"New South Wales"	"Australia"	"2020-03-27"	-33.868800000000000	151.209300000000000	1405	7	4
"Dinwiddie"	"Virginia"	"US"	"2020-03-25"	39.201725820000000	0E-15	0	0	0
"Fayette"	"Tennessee"	"US"	"2020-04-03"	36.556065290000000	0E-15	17	0	0
"Clay"	"Mississippi"	"US"	"2020-03-28"	34.880844630000000	0E-15	2	0	0
"Belmont"	"Ohio"	"US"	"2020-03-29"	41.708603320000000	-80.748302180000000	8	0	0
"Collingsworth"	"Texas"	"US"	"2020-03-25"	36.278291050000000	-93.744088130000000	0	0	0
