cnty	ProvinceState	CountryRegion	reportdt	latfill	longfill	confirmed	deaths	recovered
"Denver"	"Colorado"	"US"	"2020-03-25"	40.875954120000000	0E-15	214	3	0
"Mississippi"	"Arkansas"	"US"	"2020-03-24"	36.381771050000000	0E-15	0	0	0
"Daviess"	"Missouri"	"US"	"2020-03-25"	40.479455880000000	0E-15	0	0	0
(null)	(null)	"Malaysia"	"2020-02-24"	4.210500000000000	112.500000000000000	66	0	54
"Montgomery"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	0	0	0
(null)	(null)	"Singapore"	"2020-03-22"	1.283300000000000	103.833300000000000	455	2	144
"Hamilton"	"Tennessee"	"US"	"2020-04-01"	36.556065290000000	0E-15	50	3	0
"Lee"	"Kentucky"	"US"	"2020-03-26"	38.970651420000000	0E-15	0	0	0
"McIntosh"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	0	0	0
"Laurens"	"South Carolina"	"US"	"2020-03-23"	35.051222510000000	-78.995552930000000	0	0	0
"Humboldt"	"California"	"US"	"2020-04-03"	41.742282750000000	0E-15	37	0	0
"San Juan"	"New Mexico"	"US"	"2020-03-26"	36.605697020000000	-103.346887599999990	8	0	0
"Leelanau"	"Michigan"	"US"	"2020-03-26"	47.631976530000000	0E-15	1	0	0
(null)	(null)	"Armenia"	"2020-04-02"	40.069100000000000	45.038200000000000	663	7	33
"Forest"	"Wisconsin"	"US"	"2020-03-30"	46.528687680000000	0E-15	0	0	0
"Scott"	"Minnesota"	"US"	"2020-04-01"	48.777541060000000	0E-15	10	0	0
"Coleman"	"Texas"	"US"	"2020-03-29"	36.278291050000000	-93.744088130000000	0	0	0
"Otoe"	"Nebraska"	"US"	"2020-03-24"	42.899727400000000	0E-15	0	0	0
"Cherokee"	"Oklahoma"	"US"	"2020-03-30"	36.835326550000000	0E-15	1	0	0
"Chippewa"	"Michigan"	"US"	"2020-03-31"	47.631976530000000	0E-15	1	0	0
"Clark"	"Washington"	"US"	"2020-03-25"	48.822279760000000	0E-15	16	4	0
"St. Martin"	"Louisiana"	"US"	"2020-03-25"	32.831210590000000	0E-15	1	0	0
"Marathon"	"Wisconsin"	"US"	"2020-03-22"	46.528687680000000	0E-15	1	0	0
"Bandera"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
"Scott"	"Kansas"	"US"	"2020-03-23"	39.827996320000000	-94.763782250000000	0	0	0
"Kennebec"	"Maine"	"US"	"2020-03-29"	46.659263210000000	0E-15	10	0	0
"Campbell"	"Virginia"	"US"	"2020-03-30"	39.201725820000000	0E-15	0	0	0
"Union"	"Arkansas"	"US"	"2020-04-01"	36.381771050000000	0E-15	9	0	0
"Chariton"	"Missouri"	"US"	"2020-03-31"	40.479455880000000	0E-15	4	0	0
"Steuben"	"New York"	"US"	"2020-04-01"	44.745309050000000	0E-15	38	0	0
"Harrison"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	2	0	0
"Rockwall"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	4	0	0
"Waller"	"Texas"	"US"	"2020-03-31"	36.278291050000000	-93.744088130000000	3	0	0
"Fort Bend"	"Texas"	"US"	"2020-03-29"	36.278291050000000	-93.744088130000000	119	1	0
"Smith"	"Kansas"	"US"	"2020-03-24"	39.827996320000000	-94.763782250000000	0	0	0
"Jenkins"	"Georgia"	"US"	"2020-03-29"	34.913691880000000	0E-15	1	0	0
"Chambers"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	3	0	0
"Wilson"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	0	0	0
(null)	(null)	"Madagascar"	"2020-04-03"	-18.766947000000000	46.869107000000000	70	0	0
(null)	"Henan"	"China"	"2020-03-14"	33.882000000000000	113.614000000000000	11457	198	11250
(null)	(null)	"Greece"	"2020-03-20"	39.074200000000000	21.824300000000000	495	6	19
"Larue"	"Kentucky"	"US"	"2020-03-31"	38.970651420000000	0E-15	1	0	0
"Bryan"	"Georgia"	"US"	"2020-03-22"	34.913691880000000	0E-15	0	0	0
"Chattahoochee"	"Georgia"	"US"	"2020-04-02"	34.913691880000000	0E-15	2	0	0
(null)	(null)	"Greece"	"2020-04-02"	39.074200000000000	21.824300000000000	1544	53	61
"Franklin"	"Nebraska"	"US"	"2020-03-25"	42.899727400000000	0E-15	0	0	0
"Nowata"	"Oklahoma"	"US"	"2020-03-25"	36.835326550000000	0E-15	0	0	0
"Archuleta"	"Colorado"	"US"	"2020-04-02"	40.875954120000000	0E-15	1	0	0
"Mohave"	"Arizona"	"US"	"2020-03-22"	35.838834290000000	0E-15	0	0	0
"Choctaw"	"Mississippi"	"US"	"2020-03-26"	34.880844630000000	0E-15	4	0	0
"Torrance"	"New Mexico"	"US"	"2020-03-25"	36.605697020000000	-103.346887599999990	0	0	0
"Litchfield"	"Connecticut"	"US"	"2020-03-31"	41.858538030000000	0E-15	121	1	0
"Kiowa"	"Colorado"	"US"	"2020-03-27"	40.875954120000000	0E-15	0	0	0
(null)	(null)	"Greece"	"2020-03-07"	39.074200000000000	21.824300000000000	46	0	0
"Winston"	"Alabama"	"US"	"2020-04-03"	34.901718750000000	0E-15	3	0	0
"Pendleton"	"Kentucky"	"US"	"2020-03-27"	38.970651420000000	0E-15	0	0	0
"Kenton"	"Kentucky"	"US"	"2020-03-28"	38.970651420000000	0E-15	12	1	0
"Onslow"	"North Carolina"	"US"	"2020-04-03"	36.493608620000000	0E-15	10	1	0
"Pennington"	"South Dakota"	"US"	"2020-04-03"	45.770749150000000	-96.655782800000000	6	1	0
"McCulloch"	"Texas"	"US"	"2020-03-29"	36.278291050000000	-93.744088130000000	0	0	0
"Montgomery"	"Pennsylvania"	"US"	"2020-03-26"	41.992538290000000	-75.032081060000000	313	3	0
"East Feliciana"	"Louisiana"	"US"	"2020-03-26"	32.831210590000000	0E-15	4	0	0
"Butler"	"Nebraska"	"US"	"2020-03-28"	42.899727400000000	0E-15	0	0	0
(null)	"Henan"	"China"	"2020-03-01"	33.882000000000000	113.614000000000000	1272	22	1198
"Tioga"	"Pennsylvania"	"US"	"2020-03-30"	41.992538290000000	-75.032081060000000	1	0	0
"Lincoln"	"West Virginia"	"US"	"2020-03-26"	40.519438590000000	-77.860141470000000	0	0	0
"Sully"	"South Dakota"	"US"	"2020-03-25"	45.770749150000000	-96.655782800000000	0	0	0
"Henry"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	0	0	0
"Benton"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	7	0	0
"Montrose"	"Colorado"	"US"	"2020-03-27"	40.875954120000000	0E-15	4	0	0
"Adair"	"Oklahoma"	"US"	"2020-03-28"	36.835326550000000	0E-15	3	0	0
"Caledonia"	"Vermont"	"US"	"2020-03-30"	44.856276050000000	0E-15	2	0	0
"Garfield"	"Nebraska"	"US"	"2020-03-24"	42.899727400000000	0E-15	0	0	0
(null)	"Henan"	"China"	"2020-02-04"	33.882000000000000	113.614000000000000	675	2	27
"Geary"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	0	0	0
"Kent"	"Michigan"	"US"	"2020-03-25"	47.631976530000000	0E-15	36	1	0
"Jasper"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	6	1	0
(null)	"Portland, OR"	"US"	"2020-02-29"	45.505100000000000	-122.675000000000000	2	0	0
"Fleming"	"Kentucky"	"US"	"2020-03-29"	38.970651420000000	0E-15	0	0	0
"Dickens"	"Texas"	"US"	"2020-03-26"	36.278291050000000	-93.744088130000000	0	0	0
"Zavala"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
(null)	"Inner Mongolia"	"China"	"2020-02-12"	44.093500000000000	113.944800000000000	60	0	6
"Newberry"	"South Carolina"	"US"	"2020-03-24"	35.051222510000000	-78.995552930000000	1	0	0
"Greene"	"Ohio"	"US"	"2020-03-31"	41.708603320000000	-80.748302180000000	6	1	0
"Adams"	"Washington"	"US"	"2020-03-24"	48.822279760000000	0E-15	1	0	0
"Ulster"	"New York"	"US"	"2020-03-30"	44.745309050000000	0E-15	190	0	0
(null)	"Inner Mongolia"	"China"	"2020-01-30"	44.093500000000000	113.944800000000000	19	0	0
"Pitkin"	"Colorado"	"US"	"2020-03-28"	40.875954120000000	0E-15	25	0	0
"Georgetown"	"South Carolina"	"US"	"2020-03-25"	35.051222510000000	-78.995552930000000	2	0	0
"Baylor"	"Texas"	"US"	"2020-03-26"	36.278291050000000	-93.744088130000000	0	0	0
"Walworth"	"South Dakota"	"US"	"2020-03-29"	45.770749150000000	-96.655782800000000	0	0	0
"Lewis"	"Missouri"	"US"	"2020-03-25"	40.479455880000000	0E-15	0	0	0
"Cumberland"	"North Carolina"	"US"	"2020-03-28"	36.493608620000000	0E-15	8	0	0
(null)	(null)	"Slovenia"	"2020-03-10"	46.151200000000000	14.995500000000000	31	0	0
"Stevens"	"Kansas"	"US"	"2020-03-25"	39.827996320000000	-94.763782250000000	0	0	0
"Bergen"	"New Jersey"	"US"	"2020-03-28"	41.138915920000000	0E-15	1838	13	0
"Fulton"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	307	2	0
"Lake"	"Oregon"	"US"	"2020-03-28"	45.997128890000000	-117.183537999999980	0	0	0
"Ramsey"	"North Dakota"	"US"	"2020-03-28"	48.814938700000006	0E-15	3	0	0
"San Luis Obispo"	"California"	"US"	"2020-04-01"	41.742282750000000	0E-15	80	0	0
"Brunswick"	"Virginia"	"US"	"2020-04-01"	39.201725820000000	0E-15	1	0	0
"Oconee"	"Georgia"	"US"	"2020-03-26"	34.913691880000000	0E-15	7	0	0
(null)	(null)	"Dominican Republic"	"2020-03-22"	18.735700000000000	-70.162700000000000	202	3	0
"Lincoln"	"Maine"	"US"	"2020-03-26"	46.659263210000000	0E-15	5	0	0
"Okanogan"	"Washington"	"US"	"2020-03-23"	48.822279760000000	0E-15	0	0	0
"Hancock"	"Ohio"	"US"	"2020-04-02"	41.708603320000000	-80.748302180000000	8	0	0
(null)	(null)	"Turkey"	"2020-03-21"	38.963700000000000	35.243300000000000	670	9	0
"Lake"	"Ohio"	"US"	"2020-03-24"	41.708603320000000	-80.748302180000000	11	0	0
(null)	(null)	"Turkey"	"2020-04-03"	38.963700000000000	35.243300000000000	20921	425	484
"Jefferson"	"New York"	"US"	"2020-04-03"	44.745309050000000	0E-15	18	0	0
"Teton"	"Wyoming"	"US"	"2020-03-25"	44.790489130000000	-104.353474300000000	5	0	0
"Stafford"	"Kansas"	"US"	"2020-04-02"	39.827996320000000	-94.763782250000000	1	0	0
"Gilmer"	"West Virginia"	"US"	"2020-03-29"	40.519438590000000	-77.860141470000000	0	0	0
"Lamar"	"Mississippi"	"US"	"2020-03-26"	34.880844630000000	0E-15	4	0	0
"Ashland"	"Ohio"	"US"	"2020-03-22"	41.708603320000000	-80.748302180000000	1	0	0
"Nemaha"	"Nebraska"	"US"	"2020-03-27"	42.899727400000000	0E-15	1	0	0
"Champaign"	"Ohio"	"US"	"2020-04-01"	41.708603320000000	-80.748302180000000	4	0	0
"Morton"	"North Dakota"	"US"	"2020-03-27"	48.814938700000006	0E-15	11	0	0
"Galveston"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	11	0	0
"Dakota"	"Minnesota"	"US"	"2020-04-02"	48.777541060000000	0E-15	52	0	0
"Hockley"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	7	0	0
"Bulloch"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	0	0	0
"Lassen"	"California"	"US"	"2020-03-23"	41.742282750000000	0E-15	0	0	0
"Morgan"	"Kentucky"	"US"	"2020-03-30"	38.970651420000000	0E-15	0	0	0
"Alamance"	"North Carolina"	"US"	"2020-04-01"	36.493608620000000	0E-15	7	0	0
"Grant"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	7	0	0
(null)	"Grand Princess"	"Canada"	"2020-03-30"	0E-15	0E-15	13	0	0
(null)	(null)	"Latvia"	"2020-04-01"	56.879600000000000	24.603200000000000	446	0	1
"Harrison"	"Ohio"	"US"	"2020-03-27"	41.708603320000000	-80.748302180000000	0	0	0
"Montgomery"	"Missouri"	"US"	"2020-03-31"	40.479455880000000	0E-15	2	0	0
(null)	"Fench Guiana"	"France"	"2020-03-14"	4.000000000000000	-53.000000000000000	5	0	0
"Chelan"	"Washington"	"US"	"2020-04-02"	48.822279760000000	0E-15	18	2	0
"Natchitoches"	"Louisiana"	"US"	"2020-03-29"	32.831210590000000	0E-15	2	0	0
"Wheeler"	"Georgia"	"US"	"2020-04-02"	34.913691880000000	0E-15	1	0	0
"Humboldt"	"Nevada"	"US"	"2020-03-27"	41.406921860000000	0E-15	1	0	0
"Massac"	"Illinois"	"US"	"2020-03-29"	42.365423730000000	0E-15	0	0	0
"Sharp"	"Arkansas"	"US"	"2020-03-25"	36.381771050000000	0E-15	0	0	0
"Montgomery"	"Pennsylvania"	"US"	"2020-04-02"	41.992538290000000	-75.032081060000000	735	9	0
(null)	(null)	"Denmark"	"2020-03-28"	56.263900000000000	9.501800000000000	2201	65	1
"Reeves"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	0	0	0
"Marion"	"Mississippi"	"US"	"2020-03-30"	34.880844630000000	0E-15	4	0	0
"Tattnall"	"Georgia"	"US"	"2020-03-28"	34.913691880000000	0E-15	2	0	0
(null)	(null)	"Estonia"	"2020-04-02"	58.595300000000000	25.013600000000000	858	11	45
"Claiborne"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	0	0	0
(null)	"Los Angeles, CA"	"US"	"2020-03-04"	34.052200000000000	-118.243700000000000	7	0	0
"Washington"	"Utah"	"US"	"2020-03-29"	41.723305870000000	0E-15	8	1	0
"York"	"Pennsylvania"	"US"	"2020-03-23"	41.992538290000000	-75.032081060000000	10	0	0
"Laramie"	"Wyoming"	"US"	"2020-03-25"	44.790489130000000	-104.353474300000000	11	0	0
"Osage"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	0	0	0
"LaSalle"	"Illinois"	"US"	"2020-03-25"	42.365423730000000	0E-15	3	0	0
"Blanco"	"Texas"	"US"	"2020-04-03"	36.278291050000000	-93.744088130000000	1	0	0
"Allen"	"Kansas"	"US"	"2020-03-24"	39.827996320000000	-94.763782250000000	0	0	0
"Swift"	"Minnesota"	"US"	"2020-03-23"	48.777541060000000	0E-15	0	0	0
(null)	(null)	"Estonia"	"2020-03-20"	58.595300000000000	25.013600000000000	283	0	1
"Washington"	"Maryland"	"US"	"2020-04-02"	39.623576280000000	0E-15	17	0	0
"Wetzel"	"West Virginia"	"US"	"2020-03-22"	40.519438590000000	-77.860141470000000	0	0	0
(null)	"Oklahoma"	"US"	"2020-03-16"	35.565342000000000	-96.928900000000000	10	0	0
"Live Oak"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
"El Dorado"	"California"	"US"	"2020-03-23"	41.742282750000000	0E-15	2	0	0
"Adams"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	1	0	0
"Scioto"	"Ohio"	"US"	"2020-03-23"	41.708603320000000	-80.748302180000000	0	0	0
"DuPage"	"Illinois"	"US"	"2020-03-26"	42.365423730000000	0E-15	131	1	0
"Hamilton"	"Kansas"	"US"	"2020-03-23"	39.827996320000000	-94.763782250000000	0	0	0
"Montcalm"	"Michigan"	"US"	"2020-03-28"	47.631976530000000	0E-15	3	0	0
(null)	(null)	"France"	"2020-03-26"	46.227600000000000	2.213700000000000	29155	1696	4948
"Fayette"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	5	1	0
"Wood"	"Ohio"	"US"	"2020-04-02"	41.708603320000000	-80.748302180000000	18	0	0
"Campbell"	"Wyoming"	"US"	"2020-04-02"	44.790489130000000	-104.353474300000000	6	0	0
(null)	"Inner Mongolia"	"China"	"2020-02-25"	44.093500000000000	113.944800000000000	75	0	35
(null)	(null)	"Equatorial Guinea"	"2020-03-28"	1.650800000000000	10.267900000000000	12	0	0
"Coffee"	"Alabama"	"US"	"2020-04-02"	34.901718750000000	0E-15	1	0	0
"Alexander"	"Illinois"	"US"	"2020-03-25"	42.365423730000000	0E-15	0	0	0
"Pike"	"Indiana"	"US"	"2020-03-30"	41.644238680000000	0E-15	0	0	0
"Iberia"	"Louisiana"	"US"	"2020-04-01"	32.831210590000000	0E-15	49	1	0
"St. Louis"	"Minnesota"	"US"	"2020-03-28"	48.777541060000000	0E-15	5	0	0
(null)	"Virginia"	"US"	"2020-03-14"	37.769337000000000	-78.169968000000000	41	1	0
"Terry"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	0	0	0
"Robertson"	"Kentucky"	"US"	"2020-03-22"	38.970651420000000	0E-15	0	0	0
"Campbell"	"Wyoming"	"US"	"2020-03-23"	44.790489130000000	-104.353474300000000	1	0	0
(null)	(null)	"Vietnam"	"2020-03-26"	14.058324000000000	108.277199000000000	153	0	20
"Washakie"	"Wyoming"	"US"	"2020-04-03"	44.790489130000000	-104.353474300000000	2	0	0
"Crawford"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	0	0	0
"Perry"	"Mississippi"	"US"	"2020-03-24"	34.880844630000000	0E-15	1	0	0
"Stephenson"	"Illinois"	"US"	"2020-03-25"	42.365423730000000	0E-15	1	0	0
"Audubon"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0
"Fremont"	"Wyoming"	"US"	"2020-04-03"	44.790489130000000	-104.353474300000000	27	0	0
"Bristol"	"Rhode Island"	"US"	"2020-04-03"	41.870647460000000	0E-15	21	0	0
"Dickinson"	"Michigan"	"US"	"2020-03-22"	47.631976530000000	0E-15	0	0	0
"Little River"	"Arkansas"	"US"	"2020-03-22"	36.381771050000000	0E-15	0	0	0
"Charlevoix"	"Michigan"	"US"	"2020-03-30"	47.631976530000000	0E-15	4	0	0
"Fayette"	"Alabama"	"US"	"2020-03-27"	34.901718750000000	0E-15	0	0	0
"Delaware"	"Iowa"	"US"	"2020-03-27"	43.381078620000000	0E-15	0	0	0
"White"	"Arkansas"	"US"	"2020-03-30"	36.381771050000000	0E-15	6	0	0
"Clay"	"Georgia"	"US"	"2020-03-24"	34.913691880000000	0E-15	0	0	0
"Hill"	"Texas"	"US"	"2020-04-03"	36.278291050000000	-93.744088130000000	3	0	0
"Washington"	"Idaho"	"US"	"2020-03-23"	48.766847610000000	-111.205677300000000	0	0	0
"Ellsworth"	"Kansas"	"US"	"2020-03-30"	39.827996320000000	-94.763782250000000	0	0	0
"Wayne"	"West Virginia"	"US"	"2020-03-24"	40.519438590000000	-77.860141470000000	0	0	0
"Todd"	"South Dakota"	"US"	"2020-03-30"	45.770749150000000	-96.655782800000000	1	0	0
"Walworth"	"Wisconsin"	"US"	"2020-03-26"	46.528687680000000	0E-15	5	0	0
"Izard"	"Arkansas"	"US"	"2020-03-25"	36.381771050000000	0E-15	0	0	0
"Presque Isle"	"Michigan"	"US"	"2020-03-27"	47.631976530000000	0E-15	0	0	0
(null)	(null)	"Malawi"	"2020-04-03"	-13.254307999999998	34.301525000000000	3	0	0
"Bossier"	"Louisiana"	"US"	"2020-03-30"	32.831210590000000	0E-15	57	0	0
"Jefferson"	"Louisiana"	"US"	"2020-03-29"	32.831210590000000	0E-15	761	28	0
"Carteret"	"North Carolina"	"US"	"2020-03-24"	36.493608620000000	0E-15	5	0	0
"McNairy"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	0	0	0
"Yellow Medicine"	"Minnesota"	"US"	"2020-03-23"	48.777541060000000	0E-15	0	0	0
"Fannin"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	1	0	0
"Clearwater"	"Minnesota"	"US"	"2020-04-03"	48.777541060000000	0E-15	2	0	0
"Aroostook"	"Maine"	"US"	"2020-03-24"	46.659263210000000	0E-15	0	0	0
"Hamlin"	"South Dakota"	"US"	"2020-04-02"	45.770749150000000	-96.655782800000000	1	0	0
"Milam"	"Texas"	"US"	"2020-04-02"	36.278291050000000	-93.744088130000000	2	0	0
(null)	"Jiangsu"	"China"	"2020-03-09"	32.971100000000000	119.455000000000000	631	0	621
"Huntingdon"	"Pennsylvania"	"US"	"2020-03-24"	41.992538290000000	-75.032081060000000	0	0	0
"Marquette"	"Wisconsin"	"US"	"2020-03-28"	46.528687680000000	0E-15	0	0	0
"Austin"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	1	0	0
"Warren"	"North Carolina"	"US"	"2020-03-28"	36.493608620000000	0E-15	0	0	0
"Red River"	"Louisiana"	"US"	"2020-03-26"	32.831210590000000	0E-15	0	0	0
(null)	"Jiangsu"	"China"	"2020-02-25"	32.971100000000000	119.455000000000000	631	0	458
"Bladen"	"North Carolina"	"US"	"2020-03-24"	36.493608620000000	0E-15	0	0	0
(null)	(null)	"Slovenia"	"2020-03-26"	46.151200000000000	14.995500000000000	562	6	10
"Panola"	"Texas"	"US"	"2020-03-23"	36.278291050000000	-93.744088130000000	0	0	0
(null)	"Jiangsu"	"China"	"2020-03-22"	32.971100000000000	119.455000000000000	633	0	631
"Utah"	"Utah"	"US"	"2020-03-26"	41.723305870000000	0E-15	24	0	0
"Richland"	"Illinois"	"US"	"2020-03-22"	42.365423730000000	0E-15	0	0	0
(null)	"Shaanxi"	"China"	"2020-01-30"	35.191700000000000	108.870100000000000	63	0	0
"Clay"	"Texas"	"US"	"2020-04-03"	36.278291050000000	-93.744088130000000	1	0	0
(null)	(null)	"Japan"	"2020-02-27"	36.204800000000000	138.252900000000000	214	4	22
(null)	"Jiangsu"	"China"	"2020-01-30"	32.971100000000000	119.455000000000000	129	0	1
"Belknap"	"New Hampshire"	"US"	"2020-03-28"	44.690632650000000	0E-15	9	0	0
(null)	"Shaanxi"	"China"	"2020-02-12"	35.191700000000000	108.870100000000000	225	0	43
(null)	(null)	"Japan"	"2020-03-11"	36.204800000000000	138.252900000000000	1340	34	236
"Pepin"	"Wisconsin"	"US"	"2020-03-27"	46.528687680000000	0E-15	0	0	0
"Big Stone"	"Minnesota"	"US"	"2020-03-25"	48.777541060000000	0E-15	1	0	0
(null)	"British Columbia"	"Canada"	"2020-04-02"	53.726700000000000	-127.647600000000000	1121	31	0
"Seward"	"Nebraska"	"US"	"2020-03-25"	42.899727400000000	0E-15	0	0	0
"Concordia"	"Louisiana"	"US"	"2020-03-24"	32.831210590000000	0E-15	0	0	0
"Greene"	"New York"	"US"	"2020-04-02"	44.745309050000000	0E-15	21	0	0
"Clay"	"South Dakota"	"US"	"2020-03-22"	45.770749150000000	-96.655782800000000	0	0	0
"Morgan"	"Illinois"	"US"	"2020-04-01"	42.365423730000000	0E-15	5	1	0
"Cheshire"	"New Hampshire"	"US"	"2020-03-25"	44.690632650000000	0E-15	1	0	0
"Johnson"	"Kansas"	"US"	"2020-04-03"	39.827996320000000	-94.763782250000000	172	7	0
"Wibaux"	"Montana"	"US"	"2020-03-26"	48.784200290000000	0E-15	0	0	0
(null)	"Jiangsu"	"China"	"2020-02-12"	32.971100000000000	119.455000000000000	543	0	125
"Brown"	"Wisconsin"	"US"	"2020-03-29"	46.528687680000000	0E-15	6	0	0
"Spencer"	"Kentucky"	"US"	"2020-03-31"	38.970651420000000	0E-15	2	0	0
"Clayton"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	1	0	0
(null)	"Shaanxi"	"China"	"2020-02-25"	35.191700000000000	108.870100000000000	245	1	186
"Philadelphia"	"Pennsylvania"	"US"	"2020-04-03"	41.992538290000000	-75.032081060000000	2430	14	0
"Wyoming"	"Pennsylvania"	"US"	"2020-03-26"	41.992538290000000	-75.032081060000000	0	0	0
"Florence"	"Wisconsin"	"US"	"2020-03-22"	46.528687680000000	0E-15	0	0	0
"Seminole"	"Oklahoma"	"US"	"2020-03-29"	36.835326550000000	0E-15	1	0	0
"Essex"	"New Jersey"	"US"	"2020-03-27"	41.138915920000000	0E-15	826	4	0
"Park"	"Colorado"	"US"	"2020-03-25"	40.875954120000000	0E-15	1	0	0
"Nelson"	"Kentucky"	"US"	"2020-03-28"	38.970651420000000	0E-15	1	0	0
"Maverick"	"Texas"	"US"	"2020-03-26"	36.278291050000000	-93.744088130000000	1	0	0
"Hancock"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	8	1	0
"Salem"	"Virginia"	"US"	"2020-03-22"	39.201725820000000	0E-15	0	0	0
"Robertson"	"Texas"	"US"	"2020-03-31"	36.278291050000000	-93.744088130000000	2	0	0
"DeWitt"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	3	0	0
"Delta"	"Michigan"	"US"	"2020-03-22"	47.631976530000000	0E-15	0	0	0
"Monroe"	"Illinois"	"US"	"2020-03-30"	42.365423730000000	0E-15	3	0	0
"Providence"	"Rhode Island"	"US"	"2020-04-03"	41.870647460000000	0E-15	418	3	0
"Lyon"	"Minnesota"	"US"	"2020-03-31"	48.777541060000000	0E-15	1	0	0
"Falls"	"Texas"	"US"	"2020-03-31"	36.278291050000000	-93.744088130000000	1	0	0
"Comanche"	"Oklahoma"	"US"	"2020-04-03"	36.835326550000000	0E-15	33	0	0
"Wyandotte"	"Kansas"	"US"	"2020-03-28"	39.827996320000000	-94.763782250000000	53	3	0
"Brown"	"Ohio"	"US"	"2020-03-30"	41.708603320000000	-80.748302180000000	1	0	0
"Liberty"	"Georgia"	"US"	"2020-03-29"	34.913691880000000	0E-15	3	0	0
"Troup"	"Georgia"	"US"	"2020-03-27"	34.913691880000000	0E-15	11	0	0
"Mille Lacs"	"Minnesota"	"US"	"2020-03-23"	48.777541060000000	0E-15	0	0	0
"Unassigned"	"Illinois"	"US"	"2020-03-24"	42.365423730000000	0E-15	0	4	0
"Blount"	"Alabama"	"US"	"2020-03-26"	34.901718750000000	0E-15	2	0	0
"Mitchell"	"North Carolina"	"US"	"2020-03-29"	36.493608620000000	0E-15	1	0	0
"Knox"	"Tennessee"	"US"	"2020-04-01"	36.556065290000000	0E-15	78	1	0
"Mitchell"	"Iowa"	"US"	"2020-04-02"	43.381078620000000	0E-15	2	0	0
"Fannin"	"Georgia"	"US"	"2020-04-01"	34.913691880000000	0E-15	5	0	0
(null)	(null)	"Bahrain"	"2020-02-28"	26.066700000000000	50.557700000000000	36	0	0
"Bennett"	"South Dakota"	"US"	"2020-03-23"	45.770749150000000	-96.655782800000000	0	0	0
"Arkansas"	"Arkansas"	"US"	"2020-03-23"	36.381771050000000	0E-15	0	0	0
"Russell"	"Alabama"	"US"	"2020-03-25"	34.901718750000000	0E-15	1	0	0
"Crawford"	"Kansas"	"US"	"2020-03-24"	39.827996320000000	-94.763782250000000	2	0	0
"Desha"	"Arkansas"	"US"	"2020-04-03"	36.381771050000000	0E-15	2	0	0
"Wichita"	"Kansas"	"US"	"2020-03-24"	39.827996320000000	-94.763782250000000	0	0	0
"Coahoma"	"Mississippi"	"US"	"2020-04-03"	34.880844630000000	0E-15	26	0	0
"Hunterdon"	"New Jersey"	"US"	"2020-03-28"	41.138915920000000	0E-15	61	0	0
"Wood"	"Texas"	"US"	"2020-03-31"	36.278291050000000	-93.744088130000000	1	0	0
"Mecklenburg"	"North Carolina"	"US"	"2020-03-30"	36.493608620000000	0E-15	382	1	0
"Hughes"	"South Dakota"	"US"	"2020-04-01"	45.770749150000000	-96.655782800000000	2	0	0
(null)	(null)	"United Arab Emirates"	"2020-03-27"	23.424076000000000	53.847818000000004	405	2	52
"Sebastian"	"Arkansas"	"US"	"2020-04-03"	36.381771050000000	0E-15	8	0	0
