Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Bihar,India,2021-04-15 06:30:33,25.679658,85.60484,295171,1651,269795,23725.0,,236.51536460045656,,,0.5593367912159393,35605,IND,,
Chandigarh,India,2021-04-15 06:30:33,30.733839,76.76827800000001,31985,404,28210,3371.0,,2760.9620595387205,,,1.2630920744098797,35606,IND,,
Chhattisgarh,India,2021-04-15 06:30:33,21.264705,82.035366,486244,5307,362301,118636.0,,1651.8554973970683,,,1.0914273492320727,35607,IND,,
Dadra and Nagar Haveli and Daman and Diu,India,2021-04-15 06:30:33,20.194742,73.080901,4420,2,3756,662.0,,717.8541034619408,,,0.04524886877828054,35608,IND,,
Delhi,India,2021-04-15 06:30:33,28.646519,77.10898,767438,11540,705162,50736.0,,4101.550955105259,,,1.5037045337864428,35609,IND,,
Goa,India,2021-04-15 06:30:33,15.359682000000001,74.057396,63815,857,57846,5112.0,,4023.01024428684,,,1.3429444487973048,35610,IND,,
Gujarat,India,2021-04-15 06:30:33,22.694884,71.590923,367616,4995,323371,39250.0,,575.5475068346815,,,1.3587547876044568,35611,IND,,
Haryana,India,2021-04-15 06:30:33,29.20004,76.332824,329942,3316,299205,27421.0,,1169.812455317718,,,1.0050251256281406,35612,IND,,
Himachal Pradesh,India,2021-04-15 06:30:33,31.927213000000002,77.233081,72319,1148,64242,6929.0,,970.4701652116794,,,1.5874113303557849,35613,IND,,
Jammu and Kashmir,India,2021-04-15 06:30:33,33.75943,76.612638,141736,2042,130304,9390.0,,1041.6923900069967,,,1.440706665914094,35614,IND,,
Jharkhand,India,2021-04-15 06:30:33,23.654536,85.557631,147792,1292,127976,18524.0,,382.9408693819041,,,0.8742015805997618,35615,IND,,
Karnataka,India,2021-04-15 06:30:33,14.705179999999999,76.166436,1094912,13046,996367,85499.0,,1620.5868428617537,,,1.1915112812719195,35616,IND,,
Kerala,India,2021-04-15 06:30:33,10.450898,76.405749,1189175,4836,1125775,58564.0,,3331.0743811885245,,,0.4066684886581033,35617,IND,,
Ladakh,India,2021-04-15 06:30:33,34.1526,77.5771,11278,132,10095,1051.0,,4111.721578335259,,,1.1704202872849796,35618,IND,,
Lakshadweep,India,2021-04-15 06:30:33,13.699997199999999,72.18333259999999,845,1,746,98.0,,1311.5212093932857,,,0.11834319526627218,35637,IND,,
Madhya Pradesh,India,2021-04-15 06:30:33,23.541513000000002,78.289633,363352,4312,309489,49551.0,,425.6752644552333,,,1.1867280213126665,35619,IND,,
Maharashtra,India,2021-04-15 06:30:33,19.449759,76.108221,3578160,58804,2905721,613635.0,,2905.6661472459004,,,1.6434144923647909,35620,IND,,
Manipur,India,2021-04-15 06:30:33,24.738975,93.882541,29561,376,29052,133.0,,956.1885723804764,,,1.271946145258956,35621,IND,,
Meghalaya,India,2021-04-15 06:30:33,25.536934,91.278882,14485,151,13971,363.0,,430.24198698432593,,,1.0424577148774594,35622,IND,,
Mizoram,India,2021-04-15 06:30:33,23.309381,92.83821999999999,4722,12,4470,240.0,,381.0387623422022,,,0.25412960609911056,35623,IND,,
Nagaland,India,2021-04-15 06:30:33,26.06702,94.470302,12440,93,12263,84.0,,552.963846210264,,,0.747588424437299,35624,IND,,
Odisha,India,2021-04-15 06:30:33,20.505428,84.418059,355353,1933,341733,11687.0,,766.5683830822343,,,0.5439661407107862,35625,IND,,
Puducherry,India,2021-04-15 06:30:33,11.882658000000001,78.86498,45449,698,41719,3032.0,,3215.256426763407,,,1.5357873660586592,35626,IND,,
Punjab,India,2021-04-15 06:30:33,30.841465000000003,75.40879,282505,7672,246583,28250.0,,937.2665273078303,,,2.7157041468292595,35627,IND,,
Rajasthan,India,2021-04-15 06:30:33,26.583423,73.847973,381292,3008,333379,44905.0,,470.54096896624026,,,0.7888966985932041,35628,IND,,
Sikkim,India,2021-04-15 06:30:33,27.571671000000002,88.472712,6456,136,6127,193.0,,935.3119372518113,,,2.1065675340768277,35629,IND,,
Tamil Nadu,India,2021-04-15 06:30:33,11.006091,78.400624,954948,12970,887663,54315.0,,1226.7888702274079,,,1.3581891370001298,35630,IND,,
Telangana,India,2021-04-15 06:30:33,18.1124,79.0193,338045,1788,308396,27861.0,,858.7945572477032,,,0.5289236640092295,35631,IND,,
Tripura,India,2021-04-15 06:30:33,23.746782999999997,91.743565,33871,394,33143,334.0,,812.2943243718994,,,1.1632369873933452,35632,IND,,
Unknown,India,2021-04-15 06:30:33,,,0,0,,0.0,,,,,,35636,IND,,
Uttar Pradesh,India,2021-04-15 06:30:33,26.925425,80.560982,744021,9376,622810,111835.0,,312.7679826267334,,,1.2601794841812262,35633,IND,,
Uttarakhand,India,2021-04-15 06:30:33,30.156446999999996,79.197608,114024,1793,101461,10770.0,,1013.4693727358393,,,1.572475969971234,35634,IND,,
West Bengal,India,2021-04-15 06:30:33,23.814082,87.979803,630116,10458,587037,32621.0,,632.5875003863846,,,1.6596944054745475,35635,IND,,
Abruzzo,Italy,2021-04-15 06:30:33,42.35122196,13.39843823,68527,2293,55968,10266.0,,5224.767074825782,,,3.346126344360617,38013,ITA,,
Basilicata,Italy,2021-04-15 06:30:33,40.63947052,15.80514834,21452,494,15556,5402.0,,3811.1887490694994,,,2.302815588290136,38017,ITA,,
Calabria,Italy,2021-04-15 06:30:33,38.90597598,16.59440194,53024,916,39084,13024.0,,2723.186061954743,,,1.7275196137598068,38018,ITA,,
Campania,Italy,2021-04-15 06:30:33,40.83956555,14.25084984,362265,5851,264906,91508.0,,6244.126713379476,,,1.615116006238527,38015,ITA,,
Emilia-Romagna,Italy,2021-04-15 06:30:33,44.49436681,11.341720800000001,353761,12482,276162,65117.0,,7932.791221930284,,,3.528370849245677,38008,ITA,,
Friuli Venezia Giulia,Italy,2021-04-15 06:30:33,45.6494354,13.76813649,102088,3546,88216,10326.0,,8400.783397244943,,,3.4734738656845074,38006,ITA,,
Lazio,Italy,2021-04-15 06:30:33,41.89277044,12.48366722,305169,7155,246782,51232.0,,5190.759373657316,,,2.3446024989432086,38012,ITA,,
Liguria,Italy,2021-04-15 06:30:33,44.41149315,8.9326992,94879,4032,83653,7194.0,,6118.699375741629,,,4.249623204291782,38007,ITA,,
Lombardia,Italy,2021-04-15 06:30:33,45.46679409,9.190347404,772038,31994,669980,70064.0,,7673.896141512403,,,4.144096534108424,38003,ITA,,
Marche,Italy,2021-04-15 06:30:33,43.61675973,13.5188753,93230,2798,82576,7856.0,,6112.356427152945,,,3.0011798777217633,38011,ITA,,
Molise,Italy,2021-04-15 06:30:33,41.55774754,14.65916051,12688,460,11610,618.0,,4151.601514313667,,,3.6254728877679696,38014,ITA,,
P.A. Bolzano,Italy,2021-04-15 06:30:33,46.49933453,11.35662422,70167,1153,68750,264.0,,13181.40660282012,,,1.6432225975173516,38041,ITA,,
P.A. Trento,Italy,2021-04-15 06:30:33,46.06893511,11.12123097,42697,1315,39901,1481.0,,7886.143423380826,,,3.0798416750591375,38042,ITA,,
Piemonte,Italy,2021-04-15 06:30:33,45.0732745,7.680687483,329708,10835,293615,25258.0,,7568.348771900507,,,3.2862411588435827,38001,ITA,,
Puglia,Italy,2021-04-15 06:30:33,41.12559576,16.86736689,214024,5321,156914,51789.0,,5312.017488973215,,,2.486169775352297,38016,ITA,,
Sardegna,Italy,2021-04-15 06:30:33,39.21531192,9.110616306,50245,1293,31272,17680.0,,3064.4837645485977,,,2.5733903871031942,38020,ITA,,
Sicilia,Italy,2021-04-15 06:30:33,38.11569725,13.362356699999998,190523,5101,161290,24132.0,,3810.5430698389223,,,2.6773670370506446,38019,ITA,,
Toscana,Italy,2021-04-15 06:30:33,43.76923077,11.25588885,212025,5758,179190,27077.0,,5684.863502948407,,,2.715717486145502,38009,ITA,,
Umbria,Italy,2021-04-15 06:30:33,43.10675841,12.38824698,52730,1306,47636,3788.0,,5978.356377159119,,,2.476768443011568,38010,ITA,,
Valle d'Aosta,Italy,2021-04-15 06:30:33,45.73750286,7.320149366,10195,436,8617,1142.0,,8112.775134085592,,,4.276606179499755,38002,ITA,,
Veneto,Italy,2021-04-15 06:30:33,45.43490485,12.33845213,397758,11018,357298,29442.0,,8107.823836583803,,,2.770025995705932,38005,ITA,,
Aichi,Japan,2021-04-15 06:30:33,35.035551,137.211621,29349,597,26867,1885.0,,388.613231122585,,,2.0341408565879586,39201,JPN,,
Akita,Japan,2021-04-15 06:30:33,39.748678999999996,140.408228,344,9,288,47.0,,35.59271177146168,,,2.616279069767442,39202,JPN,,
Aomori,Japan,2021-04-15 06:30:33,40.781541,140.828896,1215,20,1044,151.0,,97.4830126824196,,,1.646090534979424,39203,JPN,,
Chiba,Japan,2021-04-15 06:30:33,35.510141,140.198917,30949,595,29355,999.0,,494.4417835498776,,,1.9225176903938739,39204,JPN,,
Ehime,Japan,2021-04-15 06:30:33,33.624835,132.856842,1778,25,1419,334.0,,132.76434329065907,,,1.40607424071991,39205,JPN,,
Fukui,Japan,2021-04-15 06:30:33,35.846614,136.22465400000002,684,29,566,89.0,,89.06980650756508,,,4.239766081871345,39206,JPN,,
Fukuoka,Japan,2021-04-15 06:30:33,33.526032,130.666949,19761,345,18677,739.0,,387.19127907534937,,,1.745863063610141,39207,JPN,,
Fukushima,Japan,2021-04-15 06:30:33,37.378867,140.223295,2880,115,2429,336.0,,156.0536629533481,,,3.9930555555555554,39208,JPN,,
Gifu,Japan,2021-04-15 06:30:33,35.778671,137.055925,5091,124,4872,95.0,,256.26866580723623,,,2.435670791593007,39209,JPN,,
Gunma,Japan,2021-04-15 06:30:33,36.504478999999996,138.985605,5366,101,4990,275.0,,276.2482136017495,,,1.882221393961983,39210,JPN,,
Hiroshima,Japan,2021-04-15 06:30:33,34.605309000000005,132.788719,5346,105,5086,155.0,,190.644171177497,,,1.9640852974186307,39211,JPN,,
Hokkaido,Japan,2021-04-15 06:30:33,43.385711,142.55231799999999,21968,785,20271,912.0,,418.4341898523233,,,3.5733794610342318,39212,JPN,,
Hyogo,Japan,2021-04-15 06:30:33,35.039913,134.828057,23867,615,19765,3487.0,,436.6295353802191,,,2.576779653915448,39213,JPN,,
Ibaraki,Japan,2021-04-15 06:30:33,36.303588,140.319591,7218,130,6720,368.0,,252.35053440067796,,,1.801052923247437,39214,JPN,,
Ishikawa,Japan,2021-04-15 06:30:33,36.769464,136.771027,2097,67,1877,153.0,,184.32750347427017,,,3.195040534096328,39215,JPN,,
Iwate,Japan,2021-04-15 06:30:33,39.593287,141.361777,765,31,652,82.0,,62.356539203923,,,4.052287581699346,39216,JPN,,
Kagawa,Japan,2021-04-15 06:30:33,34.217292,133.969047,1012,19,857,136.0,,105.8193312678348,,,1.8774703557312253,39217,JPN,,
Kagoshima,Japan,2021-04-15 06:30:33,31.009484000000004,130.430665,1930,30,1848,52.0,,120.45388020643173,,,1.5544041450777202,39218,JPN,,
Kanagawa,Japan,2021-04-15 06:30:33,35.415312,139.338983,50019,797,47814,1408.0,,543.7871564516277,,,1.5933945100861673,39219,JPN,,
Kochi,Japan,2021-04-15 06:30:33,33.422519,133.367307,947,19,910,18.0,,135.66771581123422,,,2.0063357972544877,39220,JPN,,
Kumamoto,Japan,2021-04-15 06:30:33,32.608154,130.74523100000002,3565,75,3452,38.0,,203.99790108190416,,,2.1037868162692845,39221,JPN,,
Kyoto,Japan,2021-04-15 06:30:33,35.253815,135.443341,10510,174,9529,807.0,,406.89798552589144,,,1.6555661274976212,39222,JPN,,
Mie,Japan,2021-04-15 06:30:33,34.508018,136.376013,3062,74,2808,180.0,,171.93727602390277,,,2.4167210973220117,39223,JPN,,
Miyagi,Japan,2021-04-15 06:30:33,38.446859,140.927086,7412,44,6155,1213.0,,321.37150884617137,,,0.5936319481921208,39224,JPN,,
Miyazaki,Japan,2021-04-15 06:30:33,32.193203999999994,131.299374,2030,21,1938,71.0,,189.13613236175127,,,1.0344827586206897,39225,JPN,,
Nagano,Japan,2021-04-15 06:30:33,36.132134,138.045528,3329,46,2917,366.0,,162.48615036192095,,,1.3817963352358065,39226,JPN,,
Nagasaki,Japan,2021-04-15 06:30:33,33.235712,129.608033,1683,39,1598,46.0,,126.87294010511683,,,2.3172905525846703,39227,JPN,,
Nara,Japan,2021-04-15 06:30:33,34.317451,135.871644,4659,59,3885,715.0,,350.2683586405167,,,1.2663661729984976,39228,JPN,,
Niigata,Japan,2021-04-15 06:30:33,37.521819,138.918647,1844,17,1476,351.0,,82.9470119733382,,,0.9219088937093276,39229,JPN,,
Oita,Japan,2021-04-15 06:30:33,33.200697,131.43323999999998,1358,22,1292,44.0,,119.60184387643844,,,1.6200294550810015,39230,JPN,,
Okayama,Japan,2021-04-15 06:30:33,34.89246,133.826252,3044,35,2603,406.0,,161.09348820323606,,,1.149802890932983,39231,JPN,,
Okinawa,Japan,2021-04-15 06:30:33,25.768923,126.668016,11040,131,9590,1319.0,,759.7194543232441,,,1.1865942028985508,39232,JPN,,
Osaka,Japan,2021-04-15 06:30:33,34.620965000000005,135.507481,63146,1230,50762,11154.0,,716.8055170390867,,,1.9478668482564216,39233,JPN,,
Port Quarantine,Japan,2021-04-15 06:30:33,,,2547,3,2371,173.0,,,,,0.11778563015312132,39248,JPN,,
Saga,Japan,2021-04-15 06:30:33,33.286977,130.115738,1310,14,1218,78.0,,160.7932137899206,,,1.0687022900763359,39234,JPN,,
Saitama,Japan,2021-04-15 06:30:33,35.997101,139.347635,34775,721,32349,1705.0,,473.1490145234638,,,2.0733285406182604,39235,JPN,,
Shiga,Japan,2021-04-15 06:30:33,35.215827000000004,136.13806399999999,3054,59,2745,250.0,,215.99173375447242,,,1.9318925998690242,39236,JPN,,
Shimane,Japan,2021-04-15 06:30:33,35.07076,132.55406399999998,300,0,286,14.0,,44.4875479353329,,,0.0,39237,JPN,,
Shizuoka,Japan,2021-04-15 06:30:33,34.916975,138.40778400000002,6038,120,5667,251.0,,165.71850140852493,,,1.9874130506790328,39238,JPN,,
Tochigi,Japan,2021-04-15 06:30:33,36.689912,139.819213,4993,71,4685,237.0,,258.17093159737124,,,1.4219907871019428,39239,JPN,,
Tokushima,Japan,2021-04-15 06:30:33,33.919178,134.242091,761,23,529,209.0,,104.5362696898391,,,3.0223390275952693,39240,JPN,,
Tokyo,Japan,2021-04-15 06:30:33,35.711343,139.446921,127453,1803,120929,4721.0,,915.5670243579634,,,1.4146391218723764,39241,JPN,,
Tottori,Japan,2021-04-15 06:30:33,35.359069,133.863619,321,2,221,98.0,,57.77974576911861,,,0.6230529595015576,39242,JPN,,
Toyama,Japan,2021-04-15 06:30:33,36.637464,137.26934599999998,1071,29,921,121.0,,102.63516504999511,,,2.707749766573296,39243,JPN,,
Unknown,Japan,2021-04-15 06:30:33,,,8,0,8,0.0,,,,,0.0,39249,JPN,,
Wakayama,Japan,2021-04-15 06:30:33,33.911879,135.505446,1633,19,1312,302.0,,176.55332872759433,,,1.1635027556644213,39244,JPN,,
Yamagata,Japan,2021-04-15 06:30:33,38.448396,140.102154,1295,21,946,328.0,,120.16710186644099,,,1.6216216216216217,39245,JPN,,
Yamaguchi,Japan,2021-04-15 06:30:33,34.201190000000004,131.573293,1474,43,1382,49.0,,108.51512438748587,,,2.9172320217096335,39246,JPN,,
Yamanashi,Japan,2021-04-15 06:30:33,35.612364,138.61148899999998,1052,19,970,63.0,,129.72343752312085,,,1.806083650190114,39247,JPN,,
Aguascalientes,Mexico,2021-04-15 06:30:33,21.8853,-102.2916,25479,2289,,23190.0,,1775.9918027930448,,,8.983869068644767,48401,MEX,,
Baja California,Mexico,2021-04-15 06:30:33,30.8406,-115.2838,47058,7984,,39074.0,,1294.6274802826404,,,16.96629691019593,48402,MEX,,
Baja California Sur,Mexico,2021-04-15 06:30:33,26.0444,-111.6661,29299,1300,,27999.0,,3640.9480208970213,,,4.437011502099048,48403,MEX,,
Campeche,Mexico,2021-04-15 06:30:33,19.8301,-90.5349,9146,1152,,7994.0,,914.036039763466,,,12.595670238355565,48404,MEX,,
Chiapas,Mexico,2021-04-15 06:30:33,16.7569,-93.1292,10673,1526,,9147.0,,186.25334119088708,,,14.297760704581655,48405,MEX,,
Chihuahua,Mexico,2021-04-15 06:30:33,28.633000000000003,-106.0691,49168,6399,,42769.0,,1293.3886134557345,,,13.014562316954116,48406,MEX,,
Ciudad de Mexico,Mexico,2021-04-15 06:30:33,19.4326,-99.1332,624799,31771,,593028.0,,6927.858896763317,,,5.084995334499575,48407,MEX,,
Coahuila,Mexico,2021-04-15 06:30:33,27.0587,-101.7068,67385,6128,,61257.0,,2093.534075657404,,,9.094012020479335,48408,MEX,,
Colima,Mexico,2021-04-15 06:30:33,19.1223,-104.0072,11007,1162,,9845.0,,1401.8923700221485,,,10.556918324702462,48409,MEX,,
Durango,Mexico,2021-04-15 06:30:33,24.5593,-104.6588,32882,2330,,30552.0,,1759.3403089145188,,,7.085943677391886,48410,MEX,,
Guanajuato,Mexico,2021-04-15 06:30:33,21.019000000000002,-101.2574,129323,10248,,119075.0,,2076.4188546404043,,,7.924344470821122,48411,MEX,,
Guerrero,Mexico,2021-04-15 06:30:33,17.4392,-99.5451,38581,4198,,34383.0,,1054.9765822051008,,,10.881003602809674,48412,MEX,,
Hidalgo,Mexico,2021-04-15 06:30:33,20.0911,-98.7624,37437,5966,,31471.0,,1212.9610609594176,,,15.936105991398884,48413,MEX,,
Jalisco,Mexico,2021-04-15 06:30:33,20.6595,-103.3494,83987,11622,,72365.0,,998.6928179185613,,,13.83785585864479,48414,MEX,,
Mexico,Mexico,2021-04-15 06:30:33,19.4969,-99.7233,239331,33005,,206326.0,,1373.272227861364,,,13.790524420154513,48415,MEX,,
Michoacan,Mexico,2021-04-15 06:30:33,19.5665,-101.7068,46150,5255,,40895.0,,956.3971989063707,,,11.386782231852655,48416,MEX,,
Morelos,Mexico,2021-04-15 06:30:33,18.6813,-99.1013,30938,2974,,27964.0,,1513.5578344645799,,,9.612773934966707,48417,MEX,,
Nayarit,Mexico,2021-04-15 06:30:33,21.7514,-104.8455,11529,1765,,9764.0,,894.7120492390408,,,15.309220227253014,48418,MEX,,
Nuevo Leon,Mexico,2021-04-15 06:30:33,25.5922,-99.9962,121110,9148,,111962.0,,2158.76465401211,,,7.553463793245809,48419,MEX,,
Oaxaca,Mexico,2021-04-15 06:30:33,17.0732,-96.7266,44983,3342,,41641.0,,1085.6037260416263,,,7.429473356601383,48420,MEX,,
Puebla,Mexico,2021-04-15 06:30:33,19.0414,-98.2063,80979,10942,,70037.0,,1226.1276523968456,,,13.512145124044505,48421,MEX,,
Queretaro,Mexico,2021-04-15 06:30:33,20.5888,-100.3899,66659,4010,,62649.0,,2924.105899316426,,,6.015691804557524,48422,MEX,,
Quintana Roo,Mexico,2021-04-15 06:30:33,19.1817,-88.4791,21931,2536,,19395.0,,1272.6467698703445,,,11.563540194245588,48423,MEX,,
San Luis Potosi,Mexico,2021-04-15 06:30:33,22.1565,-100.9855,61320,5076,,56244.0,,2139.461338621743,,,8.277886497064578,48424,MEX,,
Sinaloa,Mexico,2021-04-15 06:30:33,25.1721,-107.4795,37030,5898,,31132.0,,1173.0701364790916,,,15.927626248987307,48425,MEX,,
Sonora,Mexico,2021-04-15 06:30:33,29.2972,-110.3309,71805,6408,,65397.0,,2335.3156115385177,,,8.924169626070608,48426,MEX,,
Tabasco,Mexico,2021-04-15 06:30:33,17.8409,-92.6189,62529,3982,,58547.0,,2430.8718272883234,,,6.368245134257704,48427,MEX,,
Tamaulipas,Mexico,2021-04-15 06:30:33,24.2669,-98.8363,55495,4736,,50759.0,,1520.1602365856372,,,8.53410217136679,48428,MEX,,
Tlaxcala,Mexico,2021-04-15 06:30:33,19.3139,-98.2404,19027,2349,,16678.0,,1378.7571258489968,,,12.345614127292794,48429,MEX,,
Unknown,Mexico,2021-04-15 06:30:33,,,0,0,1765244,-1765244.0,,,,,,48433,MEX,,
Veracruz,Mexico,2021-04-15 06:30:33,19.1738,-96.1342,58749,9095,,49654.0,,687.9385170392683,,,15.48111457216293,48430,MEX,,
Yucatan,Mexico,2021-04-15 06:30:33,20.7099,-89.0943,36027,3506,,32521.0,,1594.7515335766752,,,9.731590196241708,48431,MEX,,
Zacatecas,Mexico,2021-04-15 06:30:33,22.7709,-102.5832,29430,2710,,26720.0,,1766.055018344649,,,9.208290859667006,48432,MEX,,
Aruba,Netherlands,2021-04-15 06:30:33,12.5211,-69.9683,10159,92,9573,494.0,,9515.201468632336,,,0.9056009449748991,533,ABW,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-04-15 06:30:33,12.1784,-68.2385,196,3,180,13.0,,747.492467869265,,,1.530612244897959,535,BES,,
Curacao,Netherlands,2021-04-15 06:30:33,12.1696,-68.99,11581,78,7666,3837.0,,7057.282145033516,,,0.6735169674466799,531,CUW,,
Drenthe,Netherlands,2021-04-15 06:30:33,52.862485,6.618435000000001,28701,337,,28364.0,,5813.661425776107,,,1.1741751158496219,52801,NLD,,
Flevoland,Netherlands,2021-04-15 06:30:33,52.550383,5.515162,31048,227,,30821.0,,7339.588341949927,,,0.7311259984540067,52802,NLD,,
Friesland,Netherlands,2021-04-15 06:30:33,53.087337,5.7925,35715,458,,35257.0,,5494.978898604061,,,1.2823743525129498,52803,NLD,,
Gelderland,Netherlands,2021-04-15 06:30:33,52.061738,5.939114,151641,1928,,149713.0,,7269.630365415886,,,1.2714239552627586,52804,NLD,,
Groningen,Netherlands,2021-04-15 06:30:33,53.217921999999994,6.741514,32582,240,,32342.0,,5561.339965111476,,,0.7366030323491498,52805,NLD,,
Limburg,Netherlands,2021-04-15 06:30:33,51.209227,5.93387,90581,1537,,89044.0,,8107.851675750379,,,1.6968238372285578,52806,NLD,,
Noord-Brabant,Netherlands,2021-04-15 06:30:33,51.561174,5.1849419999999995,216874,3041,,213833.0,,8461.873111310968,,,1.4021966671892436,52807,NLD,,
Noord-Holland,Netherlands,2021-04-15 06:30:33,52.60090600000001,4.9186879999999995,234924,2470,,232454.0,,8158.423241039241,,,1.0514038582690572,52808,NLD,,
Overijssel,Netherlands,2021-04-15 06:30:33,52.444557999999994,6.441722,90160,1086,,89074.0,,7756.326102927893,,,1.20452528837622,52809,NLD,,
Sint Maarten,Netherlands,2021-04-15 06:30:33,18.0425,-63.0548,2196,27,2133,36.0,,5121.029802714425,,,1.2295081967213115,534,SXM,,
Unknown,Netherlands,2021-04-15 06:30:33,,,3025,13,,3012.0,,,,,0.4297520661157025,52813,NLD,,
Utrecht,Netherlands,2021-04-15 06:30:33,52.084251,5.163824,106073,1213,,104860.0,,7829.224834924426,,,1.143552082056697,52810,NLD,,
Zeeland,Netherlands,2021-04-15 06:30:33,51.47936,3.8615589999999997,22974,229,,22745.0,,5990.80023364486,,,0.9967789675285105,52811,NLD,,
Zuid-Holland,Netherlands,2021-04-15 06:30:33,51.937835,4.462114,325113,4069,,321044.0,,8766.234816765786,,,1.2515648405323687,52812,NLD,,
Azad Jammu and Kashmir,Pakistan,2021-04-15 06:30:33,34.027401,73.947253,14978,420,12351,2207.0,,370.2508005456119,,,2.8041126986246496,58601,PAK,,
Balochistan,Pakistan,2021-04-15 06:30:33,28.328491999999997,65.898403,20580,221,19473,886.0,,166.71516365952908,,,1.0738581146744413,58602,PAK,,
Gilgit-Baltistan,Pakistan,2021-04-15 06:30:33,35.792146,74.982138,5153,103,4936,114.0,,508.3939762269333,,,1.9988356297302543,58603,PAK,,
Islamabad,Pakistan,2021-04-15 06:30:33,33.665087,73.121219,68066,625,54602,12839.0,,3392.153383980241,,,0.9182264272911586,58604,PAK,,
Khyber Pakhtunkhwa,Pakistan,2021-04-15 06:30:33,34.485332,72.09169,102290,2761,86531,12998.0,,335.12025916141437,,,2.699188581484016,58605,PAK,,
Punjab,Pakistan,2021-04-15 06:30:33,30.811346,72.13913199999999,258441,7209,209760,41472.0,,234.9197920722458,,,2.7894180876873254,58606,PAK,,
Sindh,Pakistan,2021-04-15 06:30:33,26.009446,68.77680699999999,270310,4533,258999,6778.0,,564.4858875500091,,,1.676963486367504,58607,PAK,,
Amazonas,Peru,2021-04-15 06:30:33,-5.077253,-78.050172,24257,391,,23866.0,,5683.458294283037,,,1.6119058416127303,60401,PER,,
Ancash,Peru,2021-04-15 06:30:33,-9.407125,-77.67179499999999,55950,2290,,53660.0,,4739.115703879384,,,4.092940125111707,60402,PER,,
Apurimac,Peru,2021-04-15 06:30:33,-14.027713,-72.975378,15812,372,,15440.0,,3671.2328767123286,,,2.352643561851758,60403,PER,,
Arequipa,Peru,2021-04-15 06:30:33,-15.843523999999999,-72.475539,68178,2229,,65949.0,,4553.09202617871,,,3.269383085452785,60404,PER,,
Ayacucho,Peru,2021-04-15 06:30:33,-14.091648000000001,-74.08344,24520,660,,23860.0,,3669.560011972463,,,2.6916802610114194,60405,PER,,
Cajamarca,Peru,2021-04-15 06:30:33,-6.4302839999999994,-78.74559599999999,44978,1006,,43972.0,,3094.0359083717412,,,2.236649028413891,60406,PER,,
Callao,Peru,2021-04-15 06:30:33,-11.954609,-77.136042,86678,2941,,83737.0,,7671.298344986282,,,3.3930178361291214,60407,PER,,
Cusco,Peru,2021-04-15 06:30:33,-13.191068,-72.153609,48193,962,,47231.0,,3551.17530027264,,,1.996140518332538,60408,PER,,
Huancavelica,Peru,2021-04-15 06:30:33,-13.023888000000001,-75.00277,11700,309,,11391.0,,3202.846975088968,,,2.641025641025641,60409,PER,,
Huanuco,Peru,2021-04-15 06:30:33,-9.421676,-76.040642,28131,860,,27271.0,,3699.9868472971198,,,3.0571255909850343,60410,PER,,
Ica,Peru,2021-04-15 06:30:33,-14.235097,-75.574821,46211,2529,,43682.0,,4738.617719442166,,,5.472722944753413,60411,PER,,
Junin,Peru,2021-04-15 06:30:33,-11.541783,-74.876968,54697,1875,,52822.0,,4017.407271391847,,,3.4279759401795347,60412,PER,,
La Libertad,Peru,2021-04-15 06:30:33,-7.92139,-78.370238,58709,3401,,55308.0,,2910.9976199920666,,,5.792978929976664,60413,PER,,
Lambayeque,Peru,2021-04-15 06:30:33,-6.3530489999999995,-79.824113,44923,2346,,42577.0,,3427.1437290204453,,,5.2222692162144115,60414,PER,,
Lima,Peru,2021-04-15 06:30:33,-11.766533,-76.60449799999999,771636,24472,,747164.0,,7260.064919791128,,,3.1714435303692414,60415,PER,,
Loreto,Peru,2021-04-15 06:30:33,-4.124847,-74.424115,37321,1353,,35968.0,,3631.8606461658233,,,3.6253047881889553,60416,PER,,
Madre de Dios,Peru,2021-04-15 06:30:33,-11.972699,-70.53171999999999,12279,207,,12072.0,,7065.017261219793,,,1.685805032983142,60417,PER,,
Moquegua,Peru,2021-04-15 06:30:33,-16.860271,-70.839046,22425,500,,21925.0,,11637.259989621172,,,2.229654403567447,60418,PER,,
Pasco,Peru,2021-04-15 06:30:33,-10.39655,-75.307635,11819,322,,11497.0,,4346.818683339463,,,2.724426770454353,60419,PER,,
Piura,Peru,2021-04-15 06:30:33,-5.133361,-80.335861,62851,2673,,60178.0,,3068.896484375,,,4.252915625845253,60420,PER,,
Puno,Peru,2021-04-15 06:30:33,-14.995826999999998,-69.922726,26973,722,,26251.0,,2178.75605815832,,,2.676750824898973,60421,PER,,
San Martin,Peru,2021-04-15 06:30:33,-7.039531,-76.729127,36419,1054,,35365.0,,4048.354824366385,,,2.8940937422773825,60422,PER,,
Tacna,Peru,2021-04-15 06:30:33,-17.644160999999997,-70.27756,22476,700,,21776.0,,6058.22102425876,,,3.1144331731624844,60423,PER,,
Tumbes,Peru,2021-04-15 06:30:33,-3.857496,-80.54525500000001,14251,523,,13728.0,,5666.401590457256,,,3.6699179004982105,60424,PER,,
