Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Ucayali,Peru,2021-04-15 06:30:33,-9.621718,-73.444929,28320,792,,27528.0,,4807.333220166355,,,2.7966101694915255,60425,PER,,
Unknown,Peru,2021-04-15 06:30:33,,,8030,323,1592937,-1585230.0,,,,,4.0224159402241595,60426,PER,,
Adygea Republic,Russia,2021-04-15 06:30:33,44.6939006,40.1520421,14253,169,13700,384.0,,3143.748235460192,,,1.1857152880095418,64301,RUS,,
Altai Krai,Russia,2021-04-15 06:30:33,52.693224300000004,82.69314240000001,48374,1963,43382,3029.0,,2058.398011982571,,,4.057965022532765,64302,RUS,,
Altai Republic,Russia,2021-04-15 06:30:33,50.7114101,86.8572186,16744,211,16433,100.0,,7678.514924586014,,,1.260152890587673,64303,RUS,,
Amur Oblast,Russia,2021-04-15 06:30:33,52.8032368,128.437295,22107,264,21129,714.0,,2768.8295943007724,,,1.1941918849233275,64304,RUS,,
Arkhangelsk Oblast,Russia,2021-04-15 06:30:33,63.5589686,43.1221646,60810,850,56648,3312.0,,5264.807433239714,,,1.397796415063312,64305,RUS,,
Astrakhan Oblast,Russia,2021-04-15 06:30:33,47.1878186,47.608851,31719,700,30227,792.0,,3117.3035457006,,,2.2068791576026987,64306,RUS,,
Bashkortostan Republic,Russia,2021-04-15 06:30:33,54.8573563,57.1439682,33803,406,30079,3318.0,,831.9114570374325,,,1.2010768275005177,64307,RUS,,
Belgorod Oblast,Russia,2021-04-15 06:30:33,50.7080119,37.5837615,35466,596,33446,1424.0,,2288.3120972258425,,,1.6804827158405233,64308,RUS,,
Bryansk Oblast,Russia,2021-04-15 06:30:33,52.887331499999995,33.415853000000006,36878,295,36004,579.0,,3045.297122500582,,,0.7999349205488367,64309,RUS,,
Buryatia Republic,Russia,2021-04-15 06:30:33,52.718242599999996,109.492143,36636,809,35139,688.0,,3721.238259399844,,,2.208210503330058,64310,RUS,,
Chechen Republic,Russia,2021-04-15 06:30:33,43.397614700000005,45.6985005,11822,118,11530,174.0,,822.6970293970484,,,0.9981390627643377,64311,RUS,,
Chelyabinsk Oblast,Russia,2021-04-15 06:30:33,54.4223954,61.1865846,57103,1327,52620,3156.0,,1634.7670049779047,,,2.323870899952717,64312,RUS,,
Chukotka Autonomous Okrug,Russia,2021-04-15 06:30:33,66.0006475,169.4900869,741,6,733,2.0,,1501.5806111696522,,,0.8097165991902834,64313,RUS,,
Chuvashia Republic,Russia,2021-04-15 06:30:33,55.4259922,47.0849429,23395,1296,21322,777.0,,1900.3067945613618,,,5.53964522333832,64314,RUS,,
Dagestan Republic,Russia,2021-04-15 06:30:33,43.057491600000006,47.1332224,31650,1423,29290,937.0,,1033.0022177725339,,,4.496050552922591,64315,RUS,,
Ingushetia Republic,Russia,2021-04-15 06:30:33,43.11542075,45.01713552,15254,182,13519,1553.0,,3125.5442655667634,,,1.193129670905992,64316,RUS,,
Irkutsk Oblast,Russia,2021-04-15 06:30:33,56.6370122,104.71922099999999,63867,2122,60856,889.0,,2656.4816913769473,,,3.3225296318912743,64317,RUS,,
Ivanovo Oblast,Russia,2021-04-15 06:30:33,56.9167446,41.435213700000006,33441,1096,32039,306.0,,3295.8292843021113,,,3.2774139529320294,64318,RUS,,
Jewish Autonomous Okrug,Russia,2021-04-15 06:30:33,48.57527615,132.66307460000002,4458,125,4267,66.0,,2751.6140580443666,,,2.803947958725886,64319,RUS,,
Kabardino-Balkarian Republic,Russia,2021-04-15 06:30:33,43.480604799999995,43.5978976,23319,431,22368,520.0,,2693.260093228678,,,1.8482782280543764,64320,RUS,,
Kaliningrad Oblast,Russia,2021-04-15 06:30:33,54.7293041,21.1489473,30924,355,28764,1805.0,,3109.192750042982,,,1.1479756823179408,64321,RUS,,
Kalmykia Republic,Russia,2021-04-15 06:30:33,46.2313018,45.3275745,20225,327,19432,466.0,,7343.516827455494,,,1.6168108776266996,64322,RUS,,
Kaluga Oblast,Russia,2021-04-15 06:30:33,54.438277299999996,35.5272854,33170,298,31063,1809.0,,3277.486621293683,,,0.8984021706361169,64323,RUS,,
Kamchatka Krai,Russia,2021-04-15 06:30:33,57.191488199999995,160.03838190000002,14301,213,13593,495.0,,4531.986297245822,,,1.4894063352213132,64324,RUS,,
Karachay-Cherkess Republic,Russia,2021-04-15 06:30:33,43.7368326,41.7267991,19861,73,19677,111.0,,4259.229474271132,,,0.36755450380141985,64325,RUS,,
Karelia Republic,Russia,2021-04-15 06:30:33,62.61940309999999,33.4920267,44826,426,42726,1674.0,,7201.148945193772,,,0.9503413197697764,64326,RUS,,
Kemerovo Oblast,Russia,2021-04-15 06:30:33,54.53357809999999,87.342861,34025,638,33077,310.0,,1262.5808153767314,,,1.8750918442321822,64327,RUS,,
Khabarovsk Krai,Russia,2021-04-15 06:30:33,51.6312684,136.121524,51249,366,48957,1926.0,,3858.2340461732347,,,0.7141602762980741,64328,RUS,,
Khakassia Republic,Russia,2021-04-15 06:30:33,53.72258845,91.44293627,22044,514,21345,185.0,,4101.1101126856465,,,2.331700235891853,64329,RUS,,
Khanty-Mansi Autonomous Okrug,Russia,2021-04-15 06:30:33,61.0259025,69.0982628,55086,788,53695,603.0,,3595.121661511914,,,1.4304905057546382,64330,RUS,,
Kirov Oblast,Russia,2021-04-15 06:30:33,57.9665589,49.4074599,40912,333,37654,2925.0,,3188.184888539772,,,0.81394211967149,64331,RUS,,
Komi Republic,Russia,2021-04-15 06:30:33,63.9881421,54.3326073,42513,845,41333,335.0,,5055.816990199472,,,1.9876273139980711,64332,RUS,,
Kostroma Oblast,Russia,2021-04-15 06:30:33,58.424756,44.253327299999995,20187,413,17339,2435.0,,3137.921171913375,,,2.0458711051666914,64333,RUS,,
Krasnodar Krai,Russia,2021-04-15 06:30:33,45.768401399999995,39.0261044,43857,2487,38469,2901.0,,782.6827187681808,,,5.67070251043163,64334,RUS,,
Krasnoyarsk Krai,Russia,2021-04-15 06:30:33,63.3233807,97.09799740000001,68478,3319,63247,1912.0,,2380.6039081563445,,,4.8468121148398025,64335,RUS,,
Kurgan Oblast,Russia,2021-04-15 06:30:33,55.7655302,64.5632681,19774,364,18172,1238.0,,2338.6321355540917,,,1.8408010518863154,64336,RUS,,
Kursk Oblast,Russia,2021-04-15 06:30:33,51.6568453,36.4852695,35238,634,32292,2312.0,,3159.687133766186,,,1.7991940518758158,64337,RUS,,
Leningrad Oblast,Russia,2021-04-15 06:30:33,60.185329599999996,32.3925325,41170,1053,38531,1586.0,,2269.8002443467253,,,2.557687636628613,64338,RUS,,
Lipetsk Oblast,Russia,2021-04-15 06:30:33,52.693517799999995,39.112266399999996,28740,590,25443,2707.0,,2498.6937065782417,,,2.0528879610299233,64339,RUS,,
Magadan Oblast,Russia,2021-04-15 06:30:33,62.48858785,153.9903764,8286,99,8088,99.0,,5750.5326495062145,,,1.1947863866763215,64340,RUS,,
Mari El Republic,Russia,2021-04-15 06:30:33,56.576750399999995,47.881751200000004,12804,219,12048,537.0,,1876.503115047931,,,1.710402999062793,64341,RUS,,
Mordovia Republic,Russia,2021-04-15 06:30:33,54.4419829,44.466114399999995,19557,224,17563,1770.0,,2429.2720009539707,,,1.1453699442654803,64342,RUS,,
Moscow,Russia,2021-04-15 06:30:33,55.7504461,37.6174943,1053768,17412,964837,71519.0,,8425.78416224309,,,1.6523561163368028,64343,RUS,,
Moscow Oblast,Russia,2021-04-15 06:30:33,55.50431579999999,38.0353929,240302,5601,197595,37106.0,,3202.581235002602,,,2.330817055205533,64344,RUS,,
Murmansk Oblast,Russia,2021-04-15 06:30:33,68.00004179999999,33.9999151,49886,1127,47362,1397.0,,6620.069881906744,,,2.259150863969851,64345,RUS,,
Nenets Autonomous Okrug,Russia,2021-04-15 06:30:33,68.27557185,57.1686375,1093,4,1033,56.0,,2484.2602904743503,,,0.36596523330283626,64346,RUS,,
Nizhny Novgorod Oblast,Russia,2021-04-15 06:30:33,55.47180329999999,44.091159399999995,110892,2974,105777,2141.0,,3428.145341590329,,,2.681888684485806,64347,RUS,,
North Ossetia - Alania Republic,Russia,2021-04-15 06:30:33,42.793361100000006,44.6324493,16552,185,15714,653.0,,2358.624325807072,,,1.1176897051715804,64348,RUS,,
Novgorod Oblast,Russia,2021-04-15 06:30:33,58.2843833,32.516975699999996,29268,121,26695,2452.0,,4825.91231969608,,,0.4134208008746754,64349,RUS,,
Novosibirsk Oblast,Russia,2021-04-15 06:30:33,54.9720169,79.48139240000002,39881,1691,37148,1042.0,,1430.0164691598577,,,4.240114340161982,64350,RUS,,
Omsk Oblast,Russia,2021-04-15 06:30:33,56.09352629999999,73.5099936,44712,1348,41791,1573.0,,2281.130218598109,,,3.014850599391662,64351,RUS,,
Orel Oblast,Russia,2021-04-15 06:30:33,52.96854329999999,36.0692477,33265,526,30760,1979.0,,4451.67394449225,,,1.5812415451675936,64352,RUS,,
Orenburg Oblast,Russia,2021-04-15 06:30:33,52.026926200000005,54.7276647,41174,784,37416,2974.0,,2081.892279999191,,,1.9041142468548113,64353,RUS,,
Penza Oblast,Russia,2021-04-15 06:30:33,53.1655415,44.787918100000006,43432,577,40777,2078.0,,3261.505419947359,,,1.3285135384048627,64354,RUS,,
Perm Krai,Russia,2021-04-15 06:30:33,58.5951603,56.3159546,52801,2045,47615,3141.0,,2012.9067576727273,,,3.873032707713869,64355,RUS,,
Primorsky Krai,Russia,2021-04-15 06:30:33,45.0819456,134.726645,43018,699,40353,1966.0,,2248.6757966521295,,,1.6249012041471012,64356,RUS,,
Pskov Oblast,Russia,2021-04-15 06:30:33,57.535872899999994,28.8586826,35206,289,24526,10391.0,,5530.786463193548,,,0.8208828040674885,64357,RUS,,
Rostov Oblast,Russia,2021-04-15 06:30:33,47.6222451,40.7957942,84195,3824,75494,4877.0,,1994.9285052880591,,,4.541837401270859,64358,RUS,,
Ryazan Oblast,Russia,2021-04-15 06:30:33,54.422673200000006,40.570524600000006,27025,410,25220,1395.0,,2409.7749925544417,,,1.5171137835337651,64359,RUS,,
Saint Petersburg,Russia,2021-04-15 06:30:33,59.960673899999996,30.158655100000004,404501,12693,360000,31808.0,,7558.032748902967,,,3.137940326476325,64360,RUS,,
Sakha (Yakutiya) Republic,Russia,2021-04-15 06:30:33,66.941626,129.642371,33961,582,32816,563.0,,3521.7197432414214,,,1.713730455522511,64361,RUS,,
Sakhalin Oblast,Russia,2021-04-15 06:30:33,49.7219665,143.448533,22216,40,21856,320.0,,4532.203410576909,,,0.18005041411595246,64362,RUS,,
Samara Oblast,Russia,2021-04-15 06:30:33,53.2128813,50.8914633,58513,1280,55380,1853.0,,1832.2449815469731,,,2.18754806624169,64363,RUS,,
Saratov Oblast,Russia,2021-04-15 06:30:33,51.652055499999996,46.86319520000001,56840,881,51443,4516.0,,2307.8016200085262,,,1.5499648135116115,64364,RUS,,
Smolensk Oblast,Russia,2021-04-15 06:30:33,55.034349600000006,33.0192065,28643,808,27282,553.0,,3017.1233309597746,,,2.8209335614286215,64365,RUS,,
Stavropol Krai,Russia,2021-04-15 06:30:33,44.863257700000005,43.4406913,51674,1283,48690,1701.0,,1845.0558686944642,,,2.48287339861439,64366,RUS,,
Sverdlovsk Oblast,Russia,2021-04-15 06:30:33,58.6414755,61.802154599999994,84338,2880,77837,3621.0,,1949.8961448755865,,,3.4148307998766865,64367,RUS,,
Tambov Oblast,Russia,2021-04-15 06:30:33,52.9019574,41.3578918,30569,438,27909,2222.0,,2957.664442621174,,,1.4328241028492918,64368,RUS,,
Tatarstan Republic,Russia,2021-04-15 06:30:33,55.7648572,52.43104273,19899,439,17011,2449.0,,510.9796820160009,,,2.2061410121111615,64369,RUS,,
Tomsk Oblast,Russia,2021-04-15 06:30:33,58.6124279,82.04753149999999,31734,377,30769,588.0,,2943.0203657677043,,,1.1880002520955442,64370,RUS,,
Tula Oblast,Russia,2021-04-15 06:30:33,53.9570701,37.369090899999996,37474,1688,35039,747.0,,2511.9063179732616,,,4.50445642312003,64371,RUS,,
Tver Oblast,Russia,2021-04-15 06:30:33,57.1134475,35.174442799999994,38698,787,36737,1174.0,,3014.161057986265,,,2.0336968318776165,64372,RUS,,
Tyumen Oblast,Russia,2021-04-15 06:30:33,58.8206488,70.36588370000001,34329,430,32524,1375.0,,929.7205069873253,,,1.252585277753503,64373,RUS,,
Tyva Republic,Russia,2021-04-15 06:30:33,51.401714899999995,93.8582593,15781,200,15140,441.0,,4905.166572382367,,,1.2673468094544071,64374,RUS,,
Udmurt Republic,Russia,2021-04-15 06:30:33,57.1961165,52.69598320000001,31732,781,28329,2622.0,,2097.229161875002,,,2.4612378671372745,64375,RUS,,
Ulyanovsk Oblast,Russia,2021-04-15 06:30:33,54.146317700000004,47.2324921,52075,1064,49023,1988.0,,4177.302108584988,,,2.043206913106097,64376,RUS,,
Vladimir Oblast,Russia,2021-04-15 06:30:33,56.0503336,40.656163299999996,30940,1045,28146,1749.0,,2244.734052702641,,,3.3775048480930834,64377,RUS,,
Volgograd Oblast,Russia,2021-04-15 06:30:33,49.604833899999996,44.29035820000001,55179,1020,52804,1355.0,,2188.5346943373115,,,1.848529331811015,64378,RUS,,
Vologda Oblast,Russia,2021-04-15 06:30:33,60.0391461,43.1215213,43836,945,40847,2044.0,,3725.368385359258,,,2.155762387079113,64379,RUS,,
Voronezh Oblast,Russia,2021-04-15 06:30:33,50.9800393,40.15065070000001,77860,2509,72664,2687.0,,3336.2356498160916,,,3.222450552273311,64380,RUS,,
Yamalo-Nenets Autonomous Okrug,Russia,2021-04-15 06:30:33,67.1471631,74.3415488,38268,411,36977,880.0,,7105.786495886153,,,1.0740043900909375,64381,RUS,,
Yaroslavl Oblast,Russia,2021-04-15 06:30:33,57.778197600000006,39.002109499999996,37307,504,35527,1276.0,,2947.576172251526,,,1.350952904280698,64382,RUS,,
Zabaykalsky Krai,Russia,2021-04-15 06:30:33,52.248521000000004,115.956325,41742,606,40309,827.0,,3890.9178360299998,,,1.4517751904556562,64383,RUS,,
Andalusia,Spain,2021-04-15 06:30:33,37.5443,-4.7278,526143,9379,10671,506093.0,,6243.238576999682,,,1.7825952260127,72401,ESP,,
Aragon,Spain,2021-04-15 06:30:33,41.5976,-0.9057,113963,3391,3772,106800.0,,8629.72952916357,,,2.9755271447750586,72402,ESP,,
Asturias,Spain,2021-04-15 06:30:33,43.3614,-5.8593,48964,1924,1063,45977.0,,4790.0372234532215,,,3.9294175312474473,72403,ESP,,
Baleares,Spain,2021-04-15 06:30:33,39.710358,2.995148,58428,780,1533,56115.0,,4917.2712124017435,,,1.334976381187102,72404,ESP,,
C. Valenciana,Spain,2021-04-15 06:30:33,39.484,-0.7533,387772,7196,9970,370606.0,,7794.460628799898,,,1.8557296555707994,72411,ESP,,
Canarias,Spain,2021-04-15 06:30:33,28.2916,-16.6291,49828,701,1537,47590.0,,2257.8266990680595,,,1.4068395279762382,72405,ESP,,
Cantabria,Spain,2021-04-15 06:30:33,43.1828,-3.9878,27069,550,2287,24232.0,,4653.901633481822,,,2.0318445454209613,72406,ESP,,
Castilla - La Mancha,Spain,2021-04-15 06:30:33,39.2796,-3.0977,179683,5793,6392,167498.0,,8830.165164774087,,,3.2240111752363885,72407,ESP,,
Castilla y Leon,Spain,2021-04-15 06:30:33,41.8357,-4.3976,217551,6694,8716,202141.0,,9035.511827931086,,,3.07697965074856,72408,ESP,,
Catalonia,Spain,2021-04-15 06:30:33,41.5912,1.5209,555546,13778,26203,515565.0,,7342.24629815563,,,2.4800826574217076,72409,ESP,,
Ceuta,Spain,2021-04-15 06:30:33,35.8894,-5.3213,5561,99,163,5299.0,,6555.541147484941,,,1.780255349757238,72410,ESP,,
Extremadura,Spain,2021-04-15 06:30:33,39.4937,-6.0679,72581,1772,2652,68157.0,,6812.4052020604,,,2.4414102864386,72412,ESP,,
Galicia,Spain,2021-04-15 06:30:33,42.5751,-8.1339,118722,2357,9204,107161.0,,4396.393033582292,,,1.9853102205151532,72413,ESP,,
La Rioja,Spain,2021-04-15 06:30:33,42.2871,-2.5396,28586,751,3107,24728.0,,9116.276696505736,,,2.6271601483243545,72419,ESP,,
Madrid,Spain,2021-04-15 06:30:33,40.4168,-3.7038,649304,14769,40736,593799.0,,9776.246832676645,,,2.274589406502963,72414,ESP,,
Melilla,Spain,2021-04-15 06:30:33,35.2923,-2.9381,8318,86,125,8107.0,,9821.818654134539,,,1.033902380379899,72415,ESP,,
Murcia,Spain,2021-04-15 06:30:33,37.9922,-1.1307,109586,1574,2180,105832.0,,7366.3188504385735,,,1.4363148577373022,72416,ESP,,
Navarra,Spain,2021-04-15 06:30:33,42.6954,-1.6761,57180,1134,3905,52141.0,,8797.653958944282,,,1.9832109129066107,72417,ESP,,
Pais Vasco,Spain,2021-04-15 06:30:33,42.9896,-2.6189,172237,4028,16160,152049.0,,7908.470622807501,,,2.3386380394456476,72418,ESP,,
Unknown,Spain,2021-04-15 06:30:33,,,0,0,,0.0,,,,,,72420,ESP,,
Blekinge,Sweden,2021-04-15 06:30:33,56.2784,15.017999999999999,9866,121,,9745.0,,6181.471874490934,,,1.2264342185282788,75201,SWE,,
Dalarna,Sweden,2021-04-15 06:30:33,61.0917,14.6664,21245,318,,20927.0,,7377.607078613448,,,1.4968227818310191,75202,SWE,,
Gavleborg,Sweden,2021-04-15 06:30:33,61.3012,16.1534,30725,536,,30189.0,,10691.344621444629,,,1.7445077298616762,75203,SWE,,
Gotland,Sweden,2021-04-15 06:30:33,57.4684,18.4867,3292,48,,3244.0,,5515.531280367255,,,1.4580801944106927,75204,SWE,,
Halland,Sweden,2021-04-15 06:30:33,56.8967,12.8034,35297,300,,34997.0,,10572.775634420455,,,0.8499305890018982,75205,SWE,,
Jamtland Harjedalen,Sweden,2021-04-15 06:30:33,63.1712,14.9592,9675,118,,9557.0,,7396.223530311138,,,1.2196382428940569,75206,SWE,,
Jonkoping,Sweden,2021-04-15 06:30:33,57.3708,14.3439,36399,541,,35858.0,,10010.753604932906,,,1.4863045688068353,75207,SWE,,
Kalmar,Sweden,2021-04-15 06:30:33,57.235,16.1849,17767,223,,17544.0,,7238.659419994622,,,1.2551359261552315,75208,SWE,,
Kronoberg,Sweden,2021-04-15 06:30:33,56.7183,14.4115,16535,299,,16236.0,,8207.217983908195,,,1.8082854550952525,75209,SWE,,
Norrbotten,Sweden,2021-04-15 06:30:33,66.8309,20.3992,18654,247,,18407.0,,7458.825316982083,,,1.3241127908223438,75210,SWE,,
Orebro,Sweden,2021-04-15 06:30:33,59.535,15.0066,25331,306,,25025.0,,8310.559209986714,,,1.2080060005526825,75211,SWE,,
Ostergotland,Sweden,2021-04-15 06:30:33,58.3454,15.5198,31135,590,,30545.0,,6688.578824691995,,,1.89497350248916,75212,SWE,,
Skane,Sweden,2021-04-15 06:30:33,55.9903,13.5958,131765,1661,,130104.0,,9563.247054964084,,,1.2605775433536979,75213,SWE,,
Sormland,Sweden,2021-04-15 06:30:33,59.0336,16.7519,20308,435,,19873.0,,6825.300799892451,,,2.1420129998030335,75214,SWE,,
Stockholm,Sweden,2021-04-15 06:30:33,59.6025,18.1384,211199,4077,,207122.0,,8884.804514444397,,,1.9304068674567587,75215,SWE,,
Uppsala,Sweden,2021-04-15 06:30:33,60.0092,17.2715,32739,503,,32236.0,,8532.15814945024,,,1.5363939032957634,75216,SWE,,
Varmland,Sweden,2021-04-15 06:30:33,59.7294,13.2354,14458,189,,14269.0,,5119.434588936809,,,1.3072347489279292,75217,SWE,,
Vasterbotten,Sweden,2021-04-15 06:30:33,65.3337,16.5162,19357,175,,19182.0,,7123.458062236877,,,0.904065712662086,75218,SWE,,
Vasternorrland,Sweden,2021-04-15 06:30:33,63.4276,17.7292,20222,437,,19785.0,,8242.203898967584,,,2.1610127583819603,75219,SWE,,
Vastmanland,Sweden,2021-04-15 06:30:33,59.6714,16.2159,22691,339,,22352.0,,8225.996483532419,,,1.4939843991009651,75220,SWE,,
Vastra Gotaland,Sweden,2021-04-15 06:30:33,58.2528,13.0596,156725,2257,,154468.0,,9080.869422631109,,,1.4401020896474717,75221,SWE,,
Alabama,US,2021-04-15 06:30:33,32.3182,-86.9023,520780,10728,,,1,10621.25944666579,2445162,,2.0599869426629285,84000001,USA,49868.850553262826,
Alaska,US,2021-04-15 06:30:33,61.3707,-152.4044,65536,314,,,2,8958.573976993897,1986846,,0.4791259765625,84000002,USA,271595.8690169436,
American Samoa,US,2021-04-15 06:30:33,-14.270999999999999,-170.132,0,0,,,60,0.0,2140,,,16,ASM,3846.0847216980283,
Arizona,US,2021-04-15 06:30:33,33.7298,-111.4312,851265,17109,,,4,11695.261678672217,8818384,,2.009832425860337,84000004,USA,121152.99990369182,
Arkansas,US,2021-04-15 06:30:33,34.9697,-92.3731,332666,5680,,,5,11023.446188022814,2906644,,1.7074182513391811,84000005,USA,96316.52685197581,
California,US,2021-04-15 06:30:33,36.1162,-119.6816,3708716,60717,,,6,9386.249920689099,56722428,,1.6371434210654037,84000006,USA,143556.66093502255,
Colorado,US,2021-04-15 06:30:33,39.0598,-105.3111,483820,6173,,,8,8401.496439496445,7330900,,1.2758877268405606,84000008,USA,127300.50483300502,
Connecticut,US,2021-04-15 06:30:33,41.5978,-72.7554,327298,7984,,,9,9180.130519646806,7593470,,2.43936718220093,84000009,USA,212983.4147994257,
Delaware,US,2021-04-15 06:30:33,39.3185,-75.5071,99515,1591,,,10,10219.622002867225,1637142,,1.5987539566899462,84000010,USA,168125.13093521632,
Diamond Princess,US,2021-04-15 06:30:33,,,49,0,,,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2021-04-15 06:30:33,38.8974,-77.0268,46209,1088,,,11,6547.511934129556,1434114,,2.3545196823129695,84000011,USA,203204.5387241073,
Florida,US,2021-04-15 06:30:33,27.7663,-81.6868,2141686,34164,,,12,9971.655766154507,21630508,,1.5951918255056998,84000012,USA,100711.29933288596,
Georgia,US,2021-04-15 06:30:33,33.0406,-83.6431,1078379,19600,,,13,10156.692447875534,8015034,,1.81754281194274,84000013,USA,75489.44786319618,
Grand Princess,US,2021-04-15 06:30:33,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2021-04-15 06:30:33,13.4443,144.7937,7851,136,,,66,4780.5198838207625,136194,,1.7322634059355495,316,GUM,82929.32429717042,
Hawaii,US,2021-04-15 06:30:33,21.0943,-157.4983,32271,473,,,15,2279.2314559508204,1343365,,1.4657122493879955,84000015,USA,94878.98623604393,
Idaho,US,2021-04-15 06:30:33,44.2405,-114.4788,184347,2006,,,16,10315.629258029227,689928,,1.0881652535707118,84000016,USA,38606.76584231687,
Illinois,US,2021-04-15 06:30:33,40.3495,-88.9861,1288844,23865,,,17,10170.945438702141,21283370,,1.851659316410675,84000017,USA,167958.25951139934,
Indiana,US,2021-04-15 06:30:33,39.8494,-86.2583,701971,13187,,,18,10427.037504276079,9264312,,1.8785676331358419,84000018,USA,137611.5661121541,
Iowa,US,2021-04-15 06:30:33,42.0115,-93.2105,358396,5857,,,19,11359.367621003654,1397808,,1.6342258284132636,84000019,USA,44303.549525050155,
Kansas,US,2021-04-15 06:30:33,38.5266,-96.7265,306886,4900,,,20,10533.914298287105,1339004,,1.596684110712121,84000020,USA,45961.54070587654,
Kentucky,US,2021-04-15 06:30:33,37.6681,-84.6701,434922,6285,,,21,9734.866450610865,4412228,,1.4450867052023122,84000021,USA,98758.97363123935,
Louisiana,US,2021-04-15 06:30:33,31.1695,-91.8678,450673,10264,,,22,9694.406764421052,6230125,,2.2774827868543266,84000022,USA,134015.9404783262,
Maine,US,2021-04-15 06:30:33,44.6939,-69.3819,55374,757,,,23,4119.439493175184,1907432,,1.3670675768411167,84000023,USA,141899.64083046425,
Maryland,US,2021-04-15 06:30:33,39.0639,-76.8021,430351,8493,,,24,7118.3225046644875,9156531,,1.9735053479601534,84000024,USA,151455.7667623824,
Massachusetts,US,2021-04-15 06:30:33,42.2302,-71.5301,664943,17427,,,25,9647.337113962809,19931128,,2.6208261460004842,84000025,USA,289171.118242531,
Michigan,US,2021-04-15 06:30:33,43.3266,-84.5361,850583,17694,,,26,8517.023924544028,12077018,,2.0802202724484267,84000026,USA,120929.11713865533,
Minnesota,US,2021-04-15 06:30:33,45.6945,-93.9002,547101,7056,,,27,9701.005313821895,8042747,,1.2897070193620557,84000027,USA,142611.20229121333,
Mississippi,US,2021-04-15 06:30:33,32.7416,-89.6787,308111,7122,,,28,10352.67387486312,1858580,,2.311504620088215,84000028,USA,62449.15829146995,
Missouri,US,2021-04-15 06:30:33,38.4561,-92.2884,590452,8995,,,29,9620.512045110754,5059179,,1.5234091848278946,84000029,USA,82431.58208943551,
Montana,US,2021-04-15 06:30:33,46.9219,-110.4544,106631,1526,,,30,9976.908207317141,1252164,,1.4311035252412525,84000030,USA,117158.47444464613,
Nebraska,US,2021-04-15 06:30:33,41.1254,-98.2681,215074,2226,,,31,11118.336979582384,2709119,,1.034992607195663,84000031,USA,140048.99690241148,
Nevada,US,2021-04-15 06:30:33,38.3135,-117.0554,309150,5353,,,32,10036.829303450864,3060742,,1.7315219149280285,84000032,USA,99369.7072485939,
New Hampshire,US,2021-04-15 06:30:33,43.4525,-71.5639,89983,1261,,,33,6617.8033420337115,1741008,,1.401375815431804,84000033,USA,128042.50314956634,
New Jersey,US,2021-04-15 06:30:33,40.2989,-74.521,963484,25006,,,34,10847.36984910253,12867123,,2.5953726268417534,84000034,USA,144864.30711344836,
New Mexico,US,2021-04-15 06:30:33,34.8405,-106.2485,194378,3996,,,35,9270.093078643991,3113828,,2.055788206484273,84000035,USA,148501.7614693425,
New York,US,2021-04-15 06:30:33,42.1657,-74.9481,1973308,51350,,,36,10143.685261531295,47730623,,2.602229352944396,84000036,USA,245356.73957071407,
North Carolina,US,2021-04-15 06:30:33,35.6301,-79.8064,938784,12325,,,37,8950.958058688317,10859013,,1.31286856188431,84000037,USA,103536.67075892985,
North Dakota,US,2021-04-15 06:30:33,47.5289,-99.78399999999999,105215,1505,,,38,13806.619408919485,1489043,,1.430404410017583,84000038,USA,195396.56878311737,
Northern Mariana Islands,US,2021-04-15 06:30:33,15.0979,145.6739,160,2,,,69,290.1494269548818,17542,,1.25,580,MNP,31811.25779776585,
Ohio,US,2021-04-15 06:30:33,40.3888,-82.7649,1045945,18917,,,39,8948.037060167164,11393126,,1.8086037028715658,84000039,USA,97467.94877278832,
Oklahoma,US,2021-04-15 06:30:33,35.5653,-96.9289,444228,6697,,,40,11226.465900306068,3878435,,1.5075591813213034,84000040,USA,98015.24954314803,
Oregon,US,2021-04-15 06:30:33,44.571999999999996,-122.0709,172206,2449,,,41,4082.900379990502,4374670,,1.4221339558435826,84000041,USA,103720.78676313862,
Pennsylvania,US,2021-04-15 06:30:33,40.5908,-77.2098,1090228,25502,,,42,8516.08293055087,12254877,,2.339143738740887,84000042,USA,95726.35158489825,
Puerto Rico,US,2021-04-15 06:30:33,18.2208,-66.5901,117836,2182,,,72,3689.6459084683756,415664,,1.8517261278386912,630,PRI,13015.147975980166,
Rhode Island,US,2021-04-15 06:30:33,41.6809,-71.5118,143251,2642,,,44,13522.39699214904,3680071,,1.844315222930381,84000044,USA,347385.92415616586,
South Carolina,US,2021-04-15 06:30:33,33.8569,-80.945,564931,9304,,,45,10972.273853237915,5867793,,1.6469267928295668,84000045,USA,113966.18650793188,
South Dakota,US,2021-04-15 06:30:33,44.2998,-99.4388,120379,1948,,,46,13607.389966077324,754977,,1.6182224474368454,84000046,USA,85341.01840370131,
Tennessee,US,2021-04-15 06:30:33,35.7478,-86.6923,827579,12032,,,47,12118.288390367561,7391424,,1.4538793275324773,84000047,USA,108233.06010360843,
